"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"1","Lonnie Walker","SG","Reading, PAReading High School","6'4''","206","93","Miami","lonnie-walker","https://www.sports-reference.com/cbb/players/lonnie-walker-1.html"
"2","Quade Green","PG","Philadelphia, PANeumann-Goretti High School","6'1''","170","92","Kentucky","quade-green","https://www.sports-reference.com/cbb/players/quade-green-1.html"
"3","David Beatty","SG","Philadelphia, PAImhotep Institute Charter High School","6'4''","200","81","S Carolina","david-beatty","https://www.sports-reference.com/cbb/players/david-beatty-1.html"
"4","Dhamir Cosby-Roundtree","PF","Philadelphia, PANeumann-Goretti High School","6'9''","215","81","Villanova","dhamir-cosby-roundtree","https://www.sports-reference.com/cbb/players/dhamir-cosby-roundtree-1.html"
"5","Daron Russell","PG","Philadelphia, PAImhotep Institute Charter High School","5'10''","160","79","Rhode Island","daron-russell","https://www.sports-reference.com/cbb/players/daron-russell-1.html"
"6","Eli Brooks","PG","Spring Grove, PASpring Grove Senior High School","6'1''","165","79","Michigan","eli-brooks","https://www.sports-reference.com/cbb/players/eli-brooks-1.html"
"7","Taylor Funk","PF","Manheim, PAManheim Central High School","6'8''","","76","St Joseph's","taylor-funk","https://www.sports-reference.com/cbb/players/taylor-funk-1.html"
"8","D'Andre Vilmar","SF","Philadelphia, PARoman Catholic High School","6'0''","175","75","unknown","dandre-vilmar","https://www.sports-reference.com/cbb/players/dandre-vilmar-1.html"
"9","Izaiah Brockington","SG","Philadelphia, PAArchbishop Ryan High School","6'4''","170","73","St. Bonaventure","izaiah-brockington","https://www.sports-reference.com/cbb/players/izaiah-brockington-1.html"
"10","Clifton Moore","PF","Horsham, PAHatboro Horsham High School","6'9''","188","74","Indiana","clifton-moore","https://www.sports-reference.com/cbb/players/clifton-moore-1.html"
"11","Jarrod Simmons","PF","Pittsburgh, PACushing Academy","6'7''","205","73","unknown","jarrod-simmons","https://www.sports-reference.com/cbb/players/jarrod-simmons-1.html"
"12","Koby Thomas-Pinkney","SF","Philadelphia, PAImhotep Institute Charter High School","6'5''","190","71","Robert Morris","koby-thomas-pinkney","https://www.sports-reference.com/cbb/players/koby-thomas-pinkney-1.html"
"13","Nelly Cummings","PG","Pittsburgh, PALincoln Park High School","6'0''","165","71","Bowling Green","nelly-cummings","https://www.sports-reference.com/cbb/players/nelly-cummings-1.html"
"14","Solomon Russell","C","Pottstown, PAThe Hill School","6'11''","","69","unknown","solomon-russell","https://www.sports-reference.com/cbb/players/solomon-russell-1.html"
"15","Samson George","PF","Washington, PAFirst Love Christian Academy","6'7''","205","69","Iona","samson-george","https://www.sports-reference.com/cbb/players/samson-george-1.html"
"16","Kevin Anderson","SG","Williamsport, PASaint John Neumann High School","6'3''","170","64","Delaware","kevin-anderson","https://www.sports-reference.com/cbb/players/kevin-anderson-1.html"
"17","Collin Gillespie","PG","Warminster, PAArchbishop Wood High School","6'2''","","75","Villanova","collin-gillespie","https://www.sports-reference.com/cbb/players/collin-gillespie-1.html"
"18","Sukhmail Mathon","C","Dallas, PAProctor Academy","6'9''","220","64","Boston U","sukhmail-mathon","https://www.sports-reference.com/cbb/players/sukhmail-mathon-1.html"
"19","Talek Williams","SF","Allentown, PAWilliam Allen High School","6'3''","185","63","Cent Connecticut","talek-williams","https://www.sports-reference.com/cbb/players/talek-williams-1.html"
"20","Sam Iorio","PF","Allentown, PAParkland High School","6'6''","220","61","American","sam-iorio","https://www.sports-reference.com/cbb/players/sam-iorio-1.html"
"21","Daeqwon Plowden","SF","Philadelphia, PAMastery Charter School","6'4''","","60","Bowling Green","daeqwon-plowden","https://www.sports-reference.com/cbb/players/daeqwon-plowden-1.html"
"22","David Kachelries","PG","Emmaus, PAEmmaus High School","6'1''","","60","NJIT","david-kachelries","https://www.sports-reference.com/cbb/players/david-kachelries-1.html"
"23","Jalen Gabbidon","SG","Harrisburg, PAGlenelg Country School","6'5''","185","58","Yale","jalen-gabbidon","https://www.sports-reference.com/cbb/players/jalen-gabbidon-1.html"
"24","Shawndale Jones","SG","Pittsburgh, PAKiski School","6'3''","","58","NJIT","shawndale-jones","https://www.sports-reference.com/cbb/players/shawndale-jones-1.html"
"25","Mark Flagg","PF","Fairless Hills, PAPennsbury High School","6'8''","185","56","St. Francis (PA)","mark-flagg","https://www.sports-reference.com/cbb/players/mark-flagg-1.html"
"26","David Morris","PG","Erie, PAStrong Vincent High School","6'1''","","55","Tennessee St","david-morris","https://www.sports-reference.com/cbb/players/david-morris-1.html"
"27","Nick Alikakos","PF","Newtown Square, PAEpiscopal Academy","6'6''","","55","Navy","nick-alikakos","https://www.sports-reference.com/cbb/players/nick-alikakos-1.html"
"28","Matt Faw","PF","King of Prussia, PAUpper Merion Area High School","6'7''","200","55","Holy Cross","matt-faw","https://www.sports-reference.com/cbb/players/matt-faw-1.html"
"1","Kimani Lawrence","SF","Providence, RINew Hampton School","6'5''","180","86","Arizona St","kimani-lawrence","https://www.sports-reference.com/cbb/players/kimani-lawrence-1.html"
"2","Tomas Murphy","C","Wakefield, RINorthfield-Mt. Hermon School","6'8''","195","80","Northeastern","tomas-murphy","https://www.sports-reference.com/cbb/players/tomas-murphy-1.html"
"1","Jalek Felton","SG","Mullins, SCGray Collegiate Academy","6'3''","180","91","N Carolina","jalek-felton","https://www.sports-reference.com/cbb/players/jalek-felton-1.html"
"2","Devontae Shuler","SG","Irmo, SCOak Hill Academy","6'3''","185","82","Ole Miss","devontae-shuler","https://www.sports-reference.com/cbb/players/devontae-shuler-1.html"
"3","Nicolas Claxton","PF","Greenville, SCLegacy Early College High School","6'10''","285","81","Georgia","nicolas-claxton","https://www.sports-reference.com/cbb/players/nicolas-claxton-1.html"
"1","Isaiah Stokes","C","Memphis, TNIMG Academy","6'8''","273","85","Florida","isaiah-stokes","https://www.sports-reference.com/cbb/players/isaiah-stokes-1.html"
"2","Ruot Monyyong","C","Nashville, TNWhites Creek High School","6'10''","188","79","unknown","ruot-monyyong","https://www.sports-reference.com/cbb/players/ruot-monyyong-1.html"
"3","Tristan Jarrett","SF","Brownsville, TNHaywood High School","6'5''","190","79","unknown","tristan-jarrett","https://www.sports-reference.com/cbb/players/tristan-jarrett-1.html"
"4","Blake Williams","PG","Memphis, TNCordova High School","5'11''","160","78","unknown","blake-williams","https://www.sports-reference.com/cbb/players/blake-williams-1.html"
"5","Parker Stewart","SG","Union City, TNUnion City High School","6'4''","185","75","Pittsburgh","parker-stewart","https://www.sports-reference.com/cbb/players/parker-stewart-1.html"
"1","Jarred Vanderbilt","PF","Houston, TXVictory Prep Academy","6'8''","200","93","Kentucky","jarred-vanderbilt","https://www.sports-reference.com/cbb/players/jarred-vanderbilt-1.html"
"2","Marcus Garrett","PG","Dallas, TXSkyline High School","6'5''","180","85","Kansas","marcus-garrett","https://www.sports-reference.com/cbb/players/marcus-garrett-1.html"
"3","Savion Flagg","SF","Alvin, TXAlvin High School","6'7''","200","84","Texas A&M","savion-flagg","https://www.sports-reference.com/cbb/players/savion-flagg-1.html"
"4","Royce Hamm","PF","Houston, TXAldine High School","6'8''","210","84","Texas","royce-hamm","https://www.sports-reference.com/cbb/players/royce-hamm-1.html"
"5","Victor Bailey Jr.","SG","Austin, TXMcNeil High School","6'3''","175","83","Oregon","victor-baileyjr","https://www.sports-reference.com/cbb/players/victor-baileyjr-1.html"
"6","Fabian White","PF","Humble, TXAtascocita High School","6'7''","210","82","Houston","fabian-white","https://www.sports-reference.com/cbb/players/fabian-white-1.html"
"7","Isiah Jasey","C","Killeen, TXSunrise Christian Academy","6'9''","220","82","Texas A&M","isiah-jasey","https://www.sports-reference.com/cbb/players/isiah-jasey-1.html"
"8","Jase Febres","SG","Houston, TXWestfield High School","6'5''","210","82","Texas","jase-febres","https://www.sports-reference.com/cbb/players/jase-febres-1.html"
"9","Kevin Samuel","C","Houston, TXRedemption Christian Homeschool Academy","6'10''","220","82","TCU","kevin-samuel","https://www.sports-reference.com/cbb/players/kevin-samuel-1.html"
"10","Chris Smith","SF","Fort Worth, TXHuntington Prep","6'8''","200","82","UCLA","chris-smith","https://www.sports-reference.com/cbb/players/chris-smith-1.html"
"11","Jay Jay Chandler","PG","Katy, TXCinco Ranch High School","6'3''","185","81","Texas A&M","jay-jay-chandler","https://www.sports-reference.com/cbb/players/jay-jay-chandler-1.html"
"12","T.J. Starks","PG","Lancaster, TXLancaster High School","6'2''","185","81","Texas A&M","tj-starks","https://www.sports-reference.com/cbb/players/tj-starks-1.html"
"13","R.J. Nembhard","PG","Keller, TXKeller High School","6'2''","175","80","TCU","rj-nembhard","https://www.sports-reference.com/cbb/players/rj-nembhard-1.html"
"14","Darius McNeill","PG","Houston, TXWestfield High School","6'3''","175","80","California","darius-mcneill","https://www.sports-reference.com/cbb/players/darius-mcneill-1.html"
"15","C.J. Roberts","PG","North Richland Hills, TXRichland High School","6'0''","180","80","Missouri","cj-roberts","https://www.sports-reference.com/cbb/players/cj-roberts-1.html"
"16","Tristan Clark","PF","San Antonio, TXKaren Wagner High School","6'8''","220","79","Baylor","tristan-clark","https://www.sports-reference.com/cbb/players/tristan-clark-1.html"
"17","Jarrett Culver","SG","Lubbock, TXCoronado High School","6'5''","185","79","Texas Tech","jarrett-culver","https://www.sports-reference.com/cbb/players/jarrett-culver-1.html"
"18","Marco Anthony","SG","San Antonio, TXHolmes High School","6'5''","200","79","Virginia","marco-anthony","https://www.sports-reference.com/cbb/players/marco-anthony-1.html"
"19","Maxwell Evans","PG","Houston, TXBellaire High School","6'1''","170","79","Vanderbilt","maxwell-evans","https://www.sports-reference.com/cbb/players/maxwell-evans-1.html"
"20","Trevor Moore","SF","Houston, TXSouth Kent School","6'5''","195","79","Cincinnati","trevor-moore","https://www.sports-reference.com/cbb/players/trevor-moore-1.html"
"21","Robert Brown","PF","Dallas, TXAdvanced Prep International","6'8''","","78","unknown","robert-brown","https://www.sports-reference.com/cbb/players/robert-brown-1.html"
"22","Devin Newton","PG","Euless, TXTrinity High School","6'3''","165","77","unknown","devin-newton","https://www.sports-reference.com/cbb/players/devin-newton-1.html"
"23","Jordon Myers","SG","Fort Worth, TXNorth Crowley High School","6'4''","185","77","unknown","jordon-myers","https://www.sports-reference.com/cbb/players/jordon-myers-1.html"
"24","Chris Giles","PG","Plano, TXFindlay College Prep","6'3''","193","75","Oklahoma","chris-giles","https://www.sports-reference.com/cbb/players/chris-giles-1.html"
"25","Clashon Gaffney","PF","Clarksville, TXClarksville High School","6'7''","","75","unknown","clashon-gaffney","https://www.sports-reference.com/cbb/players/clashon-gaffney-1.html"
"26","Jared Peare","PF","McKinney, TXMcKinney High School","6'8''","","75","unknown","jared-peare","https://www.sports-reference.com/cbb/players/jared-peare-1.html"
"27","Tracey Jones","PF","Mesquite, TXPoteet High School","6'7''","","74","unknown","tracey-jones","https://www.sports-reference.com/cbb/players/tracey-jones-1.html"
"28","Jeremiah Allen","C","Bryan, TXAggieland Homeschool","6'11''","255","73","Incarnate Word","jeremiah-allen","https://www.sports-reference.com/cbb/players/jeremiah-allen-1.html"
"29","Elafayette Stone","C","Copperas Cove, TXEast Coweta High School","6'8''","270","70","Indiana St","elafayette-stone","https://www.sports-reference.com/cbb/players/elafayette-stone-1.html"
"1","Branden Carlson","PF","South Jordan, UTBingham High School","6'10''","210","80","Utah","branden-carlson","https://www.sports-reference.com/cbb/players/branden-carlson-1.html"
"2","Trevin Knell","SG","Woods Cross, UTWoods Cross High School","6'5''","185","77","BYU","trevin-knell","https://www.sports-reference.com/cbb/players/trevin-knell-1.html"
"3","Jaxon Brenchley","PG","Hyrum, UTMountain Crest High School","6'5''","175","75","Utah","jaxon-brenchley","https://www.sports-reference.com/cbb/players/jaxon-brenchley-1.html"
"4","Connor Fulton","SG","Draper, UTAlta High School","6'4''","170","72","Butler","connor-fulton","https://www.sports-reference.com/cbb/players/connor-fulton-1.html"
"5","Matt Lindsey","PG","Salt Lake City, UTOlympus High School","6'2''","155","64","unknown","matt-lindsey","https://www.sports-reference.com/cbb/players/matt-lindsey-1.html"
"6","Ben Rigby","SF","Kaysville, UTDavis High School","6'6''","190","60","unknown","ben-rigby","https://www.sports-reference.com/cbb/players/ben-rigby-1.html"
"7","Marcus Draney","SG","Lehi, UTLehi High School","6'1''","170","60","unknown","marcus-draney","https://www.sports-reference.com/cbb/players/marcus-draney-1.html"
"8","Isaac Barnes","PF","Hyrum, UTMountain Crest High School","6'6''","185","60","unknown","isaac-barnes","https://www.sports-reference.com/cbb/players/isaac-barnes-1.html"
"9","Dason Youngblood","SG","South Jordan, UTBingham High School","5'10''","155","59","unknown","dason-youngblood","https://www.sports-reference.com/cbb/players/dason-youngblood-1.html"
"10","Wyatt Frampton","PG","Highland, UTLone Peak High School","6'0''","155","59","unknown","wyatt-frampton","https://www.sports-reference.com/cbb/players/wyatt-frampton-1.html"
"1","Matt Coleman","PG","Norfolk, VAOak Hill Academy","6'1''","174","89","Texas","matt-coleman","https://www.sports-reference.com/cbb/players/matt-coleman-1.html"
"2","Ejike Obinna","C","Ashburn, VAVirginia Academy","6'9''","230","82","Vanderbilt","ejike-obinna","https://www.sports-reference.com/cbb/players/ejike-obinna-1.html"
"3","Nate Watson","C","Arlington, VABishop O'Connell High School","6'8''","250","82","Providence","nate-watson","https://www.sports-reference.com/cbb/players/nate-watson-1.html"
"4","Aamir Simms","PF","Saint George, VABlue Ridge School","6'8''","200","82","Clemson","aamir-simms","https://www.sports-reference.com/cbb/players/aamir-simms-1.html"
"5","Dajour Dickens","C","Hampton, VABethel High School","6'10''","205","76","Providence","dajour-dickens","https://www.sports-reference.com/cbb/players/dajour-dickens-1.html"
"6","Devante Carter","SG","Newport News, VACapitol Christian Academy","6'2''","","75","unknown","devante-carter","https://www.sports-reference.com/cbb/players/devante-carter-1.html"
"7","Jordan Cross","SF","Midlothian, VAMillwood School","6'6''","","75","unknown","jordan-cross","https://www.sports-reference.com/cbb/players/jordan-cross-1.html"
"8","Mario Haskett","SG","Chesterfield, VALloyd C. Bird High School","6'3''","175","75","Harvard","mario-haskett","https://www.sports-reference.com/cbb/players/mario-haskett-1.html"
"9","Brendan Newton","C","Roanoke, VAFaith Christian School","7'2''","200","70","Liberty","brendan-newton","https://www.sports-reference.com/cbb/players/brendan-newton-1.html"
"10","John Salley","C","Richmond, VABenedictine College Prep","6'10''","","70","unknown","john-salley","https://www.sports-reference.com/cbb/players/john-salley-1.html"
"11","Travis Ingram","SF","Chesapeake, VAI. C. Norcom High School","6'3''","165","67","Towson","travis-ingram","https://www.sports-reference.com/cbb/players/travis-ingram-1.html"
"12","Marquise Godwin","SF","Hampton, VAHampton High School","6'5''","175","65","Old Dominion","marquise-godwin","https://www.sports-reference.com/cbb/players/marquise-godwin-1.html"
"13","Chyree Walker","SF","Fairfax, VABullis School","6'4''","190","65","Delaware","chyree-walker","https://www.sports-reference.com/cbb/players/chyree-walker-1.html"
"14","Greg Jones","PF","Richmond, VAJohn Marshall High School","6'6''","","65","James Madison","greg-jones","https://www.sports-reference.com/cbb/players/greg-jones-1.html"
"15","K.J. Davis","SF","Portsmouth, VAI. C. Norcom High School","6'6''","","64","E Carolina","kj-davis","https://www.sports-reference.com/cbb/players/kj-davis-1.html"
"16","Kyle Copeland","SG","Leesburg, VAPhillips Exeter Academy","6'5''","170","60","Holy Cross","kyle-copeland","https://www.sports-reference.com/cbb/players/kyle-copeland-1.html"
"17","Chris Orlina","SF","Newport News, VACharlotte Basketball Academy","6'5''","179","59","Hampton","chris-orlina","https://www.sports-reference.com/cbb/players/chris-orlina-1.html"
"18","Mastadi Pitt","PG","Hampton, VAHampton High School","6'0''","","58","Norfolk St","mastadi-pitt","https://www.sports-reference.com/cbb/players/mastadi-pitt-1.html"
"19","George Mawanda-Kalema","SG","Alexandria, VAEpiscopal High School","6'2''","170","57","Brown","george-mawanda-kalema","https://www.sports-reference.com/cbb/players/george-mawanda-kalema-1.html"
"1","Michael Porter Jr.","SF","Seattle, WANathan Hale High School","6'10''","215","97","Missouri","michael-porterjr","https://www.sports-reference.com/cbb/players/michael-porterjr-1.html"
"2","Jontay Porter","PF","Seattle, WANathan Hale High School","6'10''","240","92","Missouri","jontay-porter","https://www.sports-reference.com/cbb/players/jontay-porter-1.html"
"3","Jaylen Nowell","SG","Seattle, WAGarfield High School","6'5''","191","86","Washington","jaylen-nowell","https://www.sports-reference.com/cbb/players/jaylen-nowell-1.html"
"4","Daejon Davis","SG","Seattle, WAGarfield High School","6'4''","175","86","Stanford","daejon-davis","https://www.sports-reference.com/cbb/players/daejon-davis-1.html"
"5","Corey Kispert","PF","Edmonds, WAKing's High School","6'8''","210","82","Gonzaga","corey-kispert","https://www.sports-reference.com/cbb/players/corey-kispert-1.html"
"6","Trevonn Turner","SG","Issaquah, WAIssaquah High School","6'1''","","75","unknown","trevonn-turner","https://www.sports-reference.com/cbb/players/trevonn-turner-1.html"
"7","Xavier Smith","SG","Seattle, WAO'Dea High School","6'4''","175","72","Oregon St","xavier-smith","https://www.sports-reference.com/cbb/players/xavier-smith-1.html"
"8","Jalen King","PF","Pasco, WAChiawana High School","6'8''","210","67","unknown","jalen-king","https://www.sports-reference.com/cbb/players/jalen-king-1.html"
"9","Keegan Crosby","SF","Seattle, WANathan Hale High School","6'6''","190","63","unknown","keegan-crosby","https://www.sports-reference.com/cbb/players/keegan-crosby-1.html"
"1","Chase Johnson","PF","Ripley, WVHuntington Prep","6'8''","210","83","Florida","chase-johnson","https://www.sports-reference.com/cbb/players/chase-johnson-1.html"
"1","Jordan Poole","SG","Milwaukee, WILa Lumiere School","6'5''","185","86","Michigan","jordan-poole","https://www.sports-reference.com/cbb/players/jordan-poole-1.html"
"2","Terrence Lewis","SF","Milwaukee, WIRiverside University High School","6'5''","195","85","Iowa State","terrence-lewis","https://www.sports-reference.com/cbb/players/terrence-lewis-1.html"
"3","Kobe King","SG","La Crosse, WILa Crosse Central High School","6'2''","175","81","Wisconsin","kobe-king","https://www.sports-reference.com/cbb/players/kobe-king-1.html"
"4","Owen Hamilton","C","Prescott, WIPrescott High School","6'11''","265","78","N Illinois","owen-hamilton","https://www.sports-reference.com/cbb/players/owen-hamilton-1.html"
