"Previous.National.Ranking","Name","Hometown","Position","Height.Weight","Rating","All Ratings","National.Ranking","Position.Ranking","State.Ranking","player.id","Season"
"1","Malik Newman"," Callaway (Jackson, MS)  "," PG "," 6-3 / 174 ","100"," 8 1 1 ","8","1","1","malik-newman",2015
"2","Isaiah Briscoe"," Roselle Catholic (Newark, NJ)  "," PG "," 6-3.5 / 200 ","99"," 12 2 1 ","12","2","1","isaiah-briscoe",2015
"3","Derryck Thornton"," Findlay Prep (Henderson, NV)  "," PG "," 6-2 / 182 ","99"," 14 3 2 ","14","3","2","derryck-thornton",2015
"6","Jawun Evans"," Kimball (Dallas, TX)  "," PG "," 6-0 / 165 ","99"," 27 6 1 ","27","6","1","jawun-evans",2015
"7","Tyler Dorsey"," Maranatha (Los Angeles, CA)  "," PG "," 6-4 / 180 ","98"," 28 7 2 ","28","7","2","tyler-dorsey",2015
"4","Jalen Brunson"," Adlai Stevenson (Lincolnshire, IL)  "," PG "," 6-1.5 / 190 ","98"," 22 4 1 ","22","4","1","jalen-brunson",2015
"5","Jalen Adams"," Brewster Academy (Ashburnham, MA)  "," PG "," 6-2 / 170 ","98"," 23 5 1 ","23","5","1","jalen-adams",2015
"9","Jalen Coleman-Lands"," La Lumiere School (Indianapolis, IN)  "," PG "," 6-3 / 160 ","97"," 37 9 2 ","37","9","2","jalen-coleman-lands",2015
"10","Aaron Holiday"," Campbell Hall School (Valley Village, CA)  "," PG "," 6-1 / 175 ","97"," 54 10 6 ","54","10","6","aaron-holiday",2015
"8","Justin Simon"," Brewster Academy (Temecula, CA)  "," PG "," 6-4 / 190 ","97"," 33 8 3 ","33","8","3","justin-simon",2015
"11","Glynn Watson"," St. Joseph (Westchester, IL)  "," PG "," 6-0 / 160 ","94"," 76 11 3 ","76","11","3","glynn-watson",2015
"18","Kendall Small"," Mayfair (Lakewood, CA)  "," PG "," 6-1 / 160 ","93"," 113 18 13 ","113","18","13","kendall-small",2015
"37","Damontrae Jefferson"," Believe Prep Academy (Rock Hill, SC)  "," PG "," 5-7 / 150 ","93"," 214 37 3 ","214","37","3","damontrae-jefferson",2015
"26","Nick Noskowiak"," Sun Prairie (Sun Prairie, WI)  "," PG "," 6-2 / 180 ","93"," 145 26 5 ","145","26","5","nick-noskowiak",2015
"19","Federico Mussini"," Liceo Scientifico Aldo Moro (Reggio Emilia, RE)  "," PG "," 6-0 / 160 ","93"," 115 19 1 ","115","19","1","federico-mussini",2015
"15","Bryant Crawford"," Gonzaga  (Washington, DC)  "," PG "," 6-3 / 170 ","92"," 99 15 1 ","99","15","1","bryant-crawford",2015
"13","Corey Sanders"," West Oaks Academy (LAKELAND, FL)  "," PG "," 6-1 / 170 ","92"," 91 13 10 ","91","13","10","corey-sanders",2015
"14","Marcus LoVett"," Morgan Park (Chicago, IL)  "," PG "," 6-0 / 170 ","92"," 97 14 12 ","97","14","12","marcus-lovett",2015
"23","Jesse Wade"," Davis (Kaysville, UT)  "," PG "," 6-1 / 170 ","90"," 132 23 1 ","132","23","1","jesse-wade",2015
"20","Kevin Dorsey"," Paul VI Catholic (Waldorf, MD)  "," PG "," 6-0 / 170 ","90"," 125 20 8 ","125","20","8","kevin-dorsey",2015
"31","Randall Broddie"," Potomac (Oxon Hill, MD)  "," PG "," 6-2 / 165 ","90"," 169 31 4 ","169","31","4","randall-broddie",2015
"28","William Jackson"," Athens Christian (Athens, GA)  "," PG "," 6-4 / 175 ","89"," 156 28 11 ","156","28","11","william-jackson",2015
"25","Lamonte Turner"," IMG Academy (Harvest, AL)  "," PG "," 6-1 / 190 ","89"," 144 25 16 ","144","25","16","lamonte-turner",2015
"33","Jarvis Johnson"," DeLaSalle (Minneapolis, MN)  "," PG "," 6-1 / 170 ","89"," 179 33 2 ","179","33","2","jarvis-johnson",2015
"12","A.J. Harris"," Dunbar (Dayton, OH)  "," PG "," 5-9 / 160 ","89"," 83 12 4 ","83","12","4","aj-harris",2015
"27","Justin Jenifer"," Milford Mill Academy (Gwynn Oak, MD)  "," PG "," 5-9 / 160 ","89"," 153 27 3 ","153","27","3","justin-jenifer",2015
"29","Sedrick Barefield"," Centennial (Corona, CA)  "," PG "," 6-1 / 170 ","89"," 157 29 17 ","157","29","17","sedrick-barefield",2015
"22","K.J. Walton"," Brownsburg (Brownsburg, IN)  "," PG "," 6-3 / 175 ","89"," 131 22 5 ","131","22","5","kj-walton",2015
"21","Traci Carter"," Life Center Academy (Burlington, NJ)  "," PG "," 6-0 / 165 ","89"," 127 21 4 ","127","21","4","traci-carter",2015
"35","Samir Doughty"," Math Civics And Sciences Cs (Philadelphia, PA)  "," PG "," 6-3 / 170 ","89"," 205 35 6 ","205","35","6","samir-doughty",2015
"16","Justin Robinson"," St. James School (Manassas, VA)  "," PG "," 6-1 / 170 ","89"," 101 16 2 ","101","16","2","justin-robinson",2015
"30","Terrence Phillips"," Oak Hill Academy (Mouth Of Wilson, VA)  "," PG "," 5-11 / 175 ","89"," 165 30 9 ","165","30","9","terrence-phillips",2015
"17","Ty Hudson"," Pebblebrook (Mableton, GA)  "," PG "," 6-1 / 200 ","89"," 109 17 7 ","109","17","7","ty-hudson",2015
"32","David Crisp"," Rainier Beach (Seattle, WA)  "," PG "," 6-1 / 180 ","89"," 174 32 4 ","174","32","4","david-crisp",2015
"60","Dylan Smith"," Hoover (Mobile, AL)  "," PG "," 6-5 / 175 ","88"," 304 60 6 ","304","60","6","dylan-smith",2015
"44","Ryan McMahon"," Cardinal Mooney (Sarasota, FL)  "," PG "," 5-11 / 165 ","88"," 237 44 28 ","237","44","28","ryan-mcmahon",2015
"24","Paris Austin"," Bishop O'Dowd (Oakland, CA)  "," PG "," 5-11 / 160 ","88"," 139 24 16 ","139","24","16","paris-austin",2015
"39","Austin Conway"," Overland (Aurora, CO)  "," PG "," 5-10 / 170 ","88"," 216 39 1 ","216","39","1","austin-conway",2015
"34","Hyron Edwards"," East Chicago Central (East Chicago, IN)  "," PG "," 5-11 / 160 ","88"," 194 34 10 ","194","34","10","hyron-edwards",2015
"51","Nych Smith"," White Station (Memphis, TN)  "," PG "," 5-11 / 160 ","88"," 255 51 6 ","255","51","6","nych-smith",2015
"45","Luwane Pipkins"," Bogan (Chicago, IL)  "," PG "," 5-9 / 160 ","88"," 238 45 12 ","238","45","12","luwane-pipkins",2015
"36","Tookie Brown"," Morgan County (Madison, GA)  "," PG "," 5-11 / 180 ","88"," 212 36 14 ","212","36","14","tookie-brown",2015
"68","Khari Willis"," Lumen Christi (Jackson, MI)  "," PG "," 6-0 / 187 ","88"," 324 68 6 ","324","68","6","khari-willis",2015
"46","James Bolden"," Holmes Junior Senior (Covington, KY)  "," PG "," 6-0 / 160 ","88"," 240 46 5 ","240","46","5","james-bolden",2015
"41","JoJo Anderson"," La Lumiere School (Houston, TX)  "," PG "," 6-3 / 156 ","88"," 220 41 12 ","220","41","12","jojo-anderson",2015
"47","C.J. Williamson"," Evans (Orlando, FL)  "," PG "," 6-6 / 185 ","87"," 242 47 30 ","242","47","30","cj-williamson",2015
"49","Barry Brown"," Gibbs (Saint Petersburg, FL)  "," PG "," 6-3 / 170 ","87"," 250 49 31 ","250","49","31","barry-brown",2015
"43","Derrick Bruce"," Elev8 Sports Institute (Delray Beach, FL)  "," PG "," 6-1 / 165 ","87"," 229 43 26 ","229","43","26","derrick-bruce",2015
"61","Elijah Cain"," St Benedict's Preparatory School (Medford, NJ)  "," PG "," 6-5 / 180 ","87"," 305 61 14 ","305","61","14","elijah-cain",2015
"50","Charvon Julien"," Riverside Academy (Reserve, LA)  "," PG "," 6-0 / 160 ","87"," 252 50 4 ","252","50","4","charvon-julien",2015
"40","Jordan Hunter"," Ozen (Beaumont, TX)  "," PG "," 5-9 / 165 ","87"," 218 40 21 ","218","40","21","jordan-hunter",2015
"38","Jordan Ash"," St. Joseph (Westchester, IL)  "," PG "," 6-2 / 175 ","87"," 215 38 9 ","215","38","9","jordan-ash",2015
"42","Prentiss Nixon"," Bolingbrook (Bolingbrook, IL)  "," PG "," 6-1 / 180 ","87"," 225 42 11 ","225","42","11","prentiss-nixon",2015
"53","Chris Clover"," St Joseph (Natrona Heights, PA)  "," PG "," 6-3 / 170 ","87"," 271 53 9 ","271","53","9","chris-clover",2015
"54","Tobias Howard"," North Gwinnett (Suwanee, GA)  "," PG "," 6-0 / 175 ","87"," 272 54 18 ","272","54","18","tobias-howard",2015
"70","Nick Rogers"," Traders Point Christian Academy (Whitestown, IN)  "," PG "," 6-1 / 170 ","86"," 327 70 16 ","327","70","16","nick-rogers",2015
"76","Malik Maitland"," Father Lopez Catholic (Daytona Beach, FL)  "," PG "," 5-10 / 170 ","86"," 376 76 39 ","376","76","39","malik-maitland",2015
"55","Devin Cannady"," Marian (Mishawaka, IN)  "," PG "," 6-0 / 170 ","86"," 284 55 13 ","284","55","13","devin-cannady",2015
"56","Marcus Evans"," Cape Henry Collegiate School (Virginia Beach, VA)  "," PG "," 6-2 / 190 ","85"," 289 56 14 ","289","56","14","marcus-evans",2015
"79","Ahmad Carver"," North Gwinnett (Suwanee, GA)  "," PG "," 6-1 / 165 ","85"," 391 79 25 ","391","79","25","ahmad-carver",2015
"48","Jahshire Hardnett"," Gulfport (Gulfport, MS)  "," PG "," 5-11 / 180 ","85"," 247 48 4 ","247","48","4","jahshire-hardnett",2015
"66","Lindsey Drew"," Fairfax Senior (Los Angeles, CA)  "," PG "," 6-3 / 175 ","85"," 318 66 24 ","318","66","24","lindsey-drew",2015
"59","Kamau Stokes"," Fork Union Military (HS) (Fork Union, VA)  "," PG "," 5-11 / 175 ","85"," 301 59 15 ","301","59","15","kamau-stokes",2015
"52","Lamarr Kimble"," Neumann Goretti (Philadelphia, PA)  "," PG "," 6-0 / 185 ","84"," 267 52 7 ","267","52","7","lamarr-kimble",2015
"67","Noah Blackwell"," Roseville (Roseville, CA)  "," PG "," 6-2 / 190 ","84"," 321 67 25 ","321","67","25","noah-blackwell",2015
"80","Jeremiah Martin"," Mitchell (Memphis, TN)  "," PG "," 6-2 / 175 ","84"," 397 80 10 ","397","80","10","jeremiah-martin",2015
"58","Galen Robinson"," Westbury Christian School (Houston, TX)  "," PG "," 6-1 / 170 ","84"," 299 58 25 ","299","58","25","galen-robinson",2015
"57","Marlon Stewart"," North Scott Senior (Eldridge, IA)  "," PG "," 6-1 / 195 ","84"," 292 57 2 ","292","57","2","marlon-stewart",2015
"74","Munis Tutu"," La Lumiere School (La Porte, IN)  "," PG "," 6-0 / 160 ","84"," 363 74 23 ","363","74","23","munis-tutu",2015
"75","Mike Rodriguez"," Marshalltown (Marshalltown, IA)  "," PG "," 5-11 / 180 ","83"," 374 75 4 ","374","75","4","mike-rodriguez",2015
"77","John Crosby"," New Hampton School (Baltimore, MD)  "," PG "," 6-3 / 170 ","83"," 377 77 7 ","377","77","7","john-crosby",2015
"81","Jalen Avery"," Shroder Paideia (Cincinnati, OH)  "," PG "," 6-2 / 170 ","83"," 407 81 14 ","407","81","14","jalen-avery",2015
"63","Reggie Reid"," Harlem (Harlem, GA)  "," PG "," 5-11 / 165 ","83"," 311 63 20 ","311","63","20","reggie-reid",2015
"69","Tommy McCarthy"," La Costa Canyon (Encinitas, CA)  "," PG "," 6-0 / 155 ","83"," 325 69 26 ","325","69","26","tommy-mccarthy",2015
"62","Desure Buie"," Wings Academy (Bronx, NY)  "," PG "," 6-0 / 160 ","83"," 307 62 8 ","307","62","8","desure-buie",2015
"64","Max Hazzard"," Loyola (Los Angeles, CA)  "," PG "," 6-0 / 160 ","83"," 315 64 23 ","315","64","23","max-hazzard",2015
"65","Chad Lott"," C.E. Byrd (Shreveport, LA)  "," PG "," 6-3 / 175 ","83"," 316 65 5 ","316","65","5","chad-lott",2015
"78","Grant Weatherford"," Hamilton Heights (Arcadia, IN)  "," PG "," 6-2 / 200 ","82"," 379 78 25 ","379","78","25","grant-weatherford",2015
"82","Keyshawn Evans"," American Heritage (Fort Lauderdale, FL)  "," PG "," 6-0 / 165 ","82"," 410 82 44 ","410","82","44","keyshawn-evans",2015
"83","Chris McNeal"," South Side (Jackson, TN)  "," PG "," 5-11 / 165 ","82"," 412 83 11 ","412","83","11","chris-mcneal",2015
"84","Torin Webb"," Great Oak (Temecula, CA)  "," PG "," 6-1 / 155 ","81"," 413 84 34 ","413","84","34","torin-webb",2015
"85","Hasan Abdullah"," Clay-Chalkville (Pinson, AL)  "," PG "," 5-10 / 170 ","80"," 415 85 10 ","415","85","10","hasan-abdullah",2015
"86","Grant Troutt"," Episcopal School of Dallas (Dallas, TX)  "," PG "," 6-2 / 170 ","80"," 416 86 32 ","416","86","32","grant-troutt",2015
"87","Jimmy King"," Roncalli (Indianapolis, IN)  "," PG "," 6-3 / 170 ","80"," 417 87 27 ","417","87","27","jimmy-king",2015
"88","Tez Scroggins"," Shawnee Heights (Topeka, KS)  "," PG "," 6-0 / 175 ","80"," 418 88 5 ","418","88","5","tez-scroggins",2015
"2","Allonzo Trier"," Montrose Christian School (Rockville, MD)  "," SG "," 6-4 / 185 ","100"," 13 2 1 ","13","2","1","allonzo-trier",2015
"4","Dwayne Bacon"," Oak Hill Academy (Mouth Of Wilson, VA)  "," SG "," 6-6 / 190 ","99"," 17 4 3 ","17","4","3","dwayne-bacon",2015
"1","Jamal Murray"," Athlete Institute Basketball Academy (Toronto, ON)  "," SG "," 6-5 / 180 ","99"," 10 1 1 ","10","1","1","jamal-murray",2015
"3","Antonio Blakeney"," Oak Ridge (Sarasota, FL)  "," SG "," 6-4 / 170 ","99"," 16 3 2 ","16","3","2","antonio-blakeney",2015
"5","Luke Kennard"," Franklin (Franklin, OH)  "," SG "," 6-5 / 180 ","98"," 21 5 1 ","21","5","1","luke-kennard",2015
"6","PJ Dozier"," Spring Valley Hi (Columbia, SC)  "," SG "," 6-6 / 180 ","98"," 25 6 1 ","25","6","1","pj-dozier",2015
"8","Malik Beasley"," St. Francis (Alpharetta, GA)  "," SG "," 6-4 / 185 ","98"," 39 8 2 ","39","8","2","malik-beasley",2015
"26","Lagerald Vick"," Douglass (Memphis, TN)  "," SG "," 6-5 / 180 ","98"," 81 26 4 ","81","26","4","lagerald-vick",2015
"7","Donovan Mitchell"," Brewster Academy (New Milford, CT)  "," SG "," 6-3 / 180 ","97"," 29 7 1 ","29","7","1","donovan-mitchell",2015
"18","Chris Clarke"," Cape Henry Collegiate School (Virginia Beach, VA)  "," SG "," 6-5 / 170 ","97"," 62 18 2 ","62","18","2","chris-clarke",2015
"11","Kerwin Roach"," North Shore (Houston, TX)  "," SG "," 6-3 / 160 ","96"," 45 11 5 ","45","11","5","kerwin-roach",2015
"9","Jaquan Lyle"," IMG Academy (Huntington, WV)  "," SG "," 6-5 / 220 ","96"," 40 9 5 ","40","9","5","jaquan-lyle",2015
"13","Eric Davis"," Arthur Hill (Saginaw, MI)  "," SG "," 6-3 / 172 ","96"," 52 13 2 ","52","13","2","eric-davis",2015
"22","Matthew McQuaid"," Duncanville (Duncanville, TX)  "," SG "," 6-5 / 175 ","96"," 71 22 8 ","71","22","8","matthew-mcquaid",2015
"10","Prince Ali"," The Sagemont School (Miami, FL)  "," SG "," 6-4 / 190 ","96"," 41 10 6 ","41","10","6","prince-ali",2015
"19","KeVaughn Allen"," North Little Rock (North Little Rock, AR)  "," SG "," 6-3 / 190 ","95"," 64 19 1 ","64","19","1","kevaughn-allen",2015
"12","Dejounte Murray"," Rainier Beach (Seattle, WA)  "," SG "," 6-4 / 180 ","95"," 49 12 1 ","49","12","1","dejounte-murray",2015
"24","Haanif Cheatham"," Pembroke Pines Charter (Fort Lauderdale, FL)  "," SG "," 6-5 / 185 ","95"," 75 24 8 ","75","24","8","haanif-cheatham",2015
"14","Austin Grandstaff"," Rockwall (Rockwall, TX)  "," SG "," 6-4 / 180 ","95"," 55 14 6 ","55","14","6","austin-grandstaff",2015
"21","King McClure"," Triple A Academy (Dallas, TX)  "," SG "," 6-3 / 205 ","95"," 69 21 7 ","69","21","7","king-mcclure",2015
"20","Jimmy Whitt"," Hickman (Columbia, MO)  "," SG "," 6-4 / 170 ","95"," 68 20 1 ","68","20","1","jimmy-whitt",2015
"29","Brevin Pritzl"," De Pere (De Pere, WI)  "," SG "," 6-3 / 175 ","94"," 94 29 3 ","94","29","3","brevin-pritzl",2015
"16","Charles Matthews"," St. Rita (Chicago, IL)  "," SG "," 6-6 / 172 ","94"," 60 16 2 ","60","16","2","charles-matthews",2015
"15","Brandon Sampson"," Madison Prep Academy (Baton Rouge, LA)  "," SG "," 6-4 / 180 ","94"," 56 15 1 ","56","15","1","brandon-sampson",2015
"17","Stephen Thompson Jr."," Bishop Montgomery (Torrance, CA)  "," SG "," 6-3 / 165 ","94"," 61 17 9 ","61","17","9","stephen-thompsonjr",2015
"27","Admon Gilder"," James Madison (Dallas, TX)  "," SG "," 6-2 / 180 ","94"," 88 27 9 ","88","27","9","admon-gilder",2015
"28","Shake Milton"," Owasso (Owasso, OK)  "," SG "," 6-4 / 185 ","93"," 90 28 1 ","90","28","1","shake-milton",2015
"34","Damon Wilson"," Our Savior New American School (Powder Springs, GA)  "," SG "," 6-4 / 170 ","93"," 110 34 8 ","110","34","8","damon-wilson",2015
"52","Malik Ellison"," Life Center Academy (Voorhees, NJ)  "," SG "," 6-6 / 192 ","93"," 189 52 11 ","189","52","11","malik-ellison",2015
"36","Aaron Jordan"," Plainfield (Plainfield, IL)  "," SG "," 6-4 / 170 ","93"," 118 36 6 ","118","36","6","aaron-jordan",2015
"23","Jeremy Hemsley"," Damien (La Verne, CA)  "," SG "," 6-4 / 175 ","93"," 74 23 11 ","74","23","11","jeremy-hemsley",2015
"37","Donte DiVincenzo"," Salesianum  (Wilmington, DE)  "," SG "," 6-4 / 175 ","92"," 124 37 1 ","124","37","1","donte-divincenzo",2015
"25","Frank Howard"," Paul VI Catholic (Fairfax, VA)  "," SG "," 6-4 / 185 ","92"," 79 25 3 ","79","25","3","frank-howard",2015
"58","New Williams"," Santa Monica (Santa Monica, CA)  "," SG "," 6-2 / 176 ","91"," 223 58 20 ","223","58","20","new-williams",2015
"30","Kenny Williams"," Lloyd C. Bird (Midlothian, VA)  "," SG "," 6-3 / 165 ","90"," 96 30 5 ","96","30","5","kenny-williams",2015
"32","Quinndary Weatherspoon"," Velma Jackson (Camden, MS)  "," SG "," 6-5 / 184 ","90"," 102 32 2 ","102","32","2","quinndary-weatherspoon",2015
"43","Landry Shamet"," Park Hill (Kansas City, MO)  "," SG "," 6-4 / 180 ","89"," 148 43 3 ","148","43","3","landry-shamet",2015
"35","Rex Pflueger"," Mater Dei (Santa Ana, CA)  "," SG "," 6-5 / 185 ","89"," 116 35 14 ","116","35","14","rex-pflueger",2015
"31","Terance Mann"," Tilton School (Tilton, NH)  "," SG "," 6-5 / 180 ","89"," 100 31 3 ","100","31","3","terance-mann",2015
"44","Trey Lowe"," Ewing (Trenton, NJ)  "," SG "," 6-6 / 175 ","89"," 149 44 8 ","149","44","8","trey-lowe",2015
"59","Brock Miller"," Brighton (Salt Lake City, UT)  "," SG "," 6-5 / 185 ","89"," 226 59 3 ","226","59","3","brock-miller",2015
"39","Jacob Evans"," St. Michael The Archangel (Baton Rouge, LA)  "," SG "," 6-5 / 200 ","89"," 130 39 2 ","130","39","2","jacob-evans",2015
"48","Kyle Ahrens"," Versailles (Versailles, OH)  "," SG "," 6-5.5 / 195 ","89"," 166 48 5 ","166","48","5","kyle-ahrens",2015
"38","Shizz Alston Jr."," Haverford School (Haverford, PA)  "," SG "," 6-4 / 165 ","89"," 126 38 4 ","126","38","4","shizz-alstonjr",2015
"45","Ryan Cline"," Carmel (Carmel, IN)  "," SG "," 6-5 / 180 ","89"," 159 45 7 ","159","45","7","ryan-cline",2015
"46","Davon Dillard"," Our Savior New American School (Gary, IN)  "," SG "," 6-5 / 200 ","89"," 161 46 8 ","161","46","8","davon-dillard",2015
"33","Josh Reaves"," Oak Hill Academy (Fairfax, VA)  "," SG "," 6-4 / 185 ","89"," 106 33 6 ","106","33","6","josh-reaves",2015
"54","Roosevelt Smart"," Sunrise Christian (Palatine, IL)  "," SG "," 6-1 / 170 ","88"," 196 54 8 ","196","54","8","roosevelt-smart",2015
"41","Jalen Poyser"," Findlay Prep (Henderson, NV)  "," SG "," 6-4 / 175 ","88"," 137 41 6 ","137","41","6","jalen-poyser",2015
"55","Dazon Ingram"," Theodore (Theodore, AL)  "," SG "," 6-5 / 183 ","88"," 198 55 3 ","198","55","3","dazon-ingram",2015
"56","Curtis Cobb"," Wilbraham & Monson Academy (Fall River, MA)  "," SG "," 6-3 / 180 ","88"," 200 56 4 ","200","56","4","curtis-cobb",2015
"47","Camron Justice"," Knott County Central (Hindman, KY)  "," SG "," 6-2 / 175 ","88"," 163 47 3 ","163","47","3","camron-justice",2015
"49","Wendell Mitchell"," Rockdale (Rockdale, TX)  "," SG "," 6-3 / 180 ","88"," 170 49 13 ","170","49","13","wendell-mitchell",2015
"57","Chance McSpadden"," Winter Haven Senior (Winter Haven, FL)  "," SG "," 6-3 / 170 ","88"," 213 57 25 ","213","57","25","chance-mcspadden",2015
"53","Christian James"," Bellaire (Bellaire, TX)  "," SG "," 6-4 / 180 ","87"," 193 53 17 ","193","53","17","christian-james",2015
"42","Dupree McBrayer"," Vermont Academy (Elizabeth, NJ)  "," SG "," 6-4 / 175 ","87"," 138 42 6 ","138","42","6","dupree-mcbrayer",2015
"60","Jake Lindsey"," Olympus (Salt Lake City, UT)  "," SG "," 6-5 / 190 ","87"," 228 60 4 ","228","60","4","jake-lindsey",2015
"50","Terence Davis"," Southaven (Southaven, MS)  "," SG "," 6-4 / 190 ","87"," 171 50 3 ","171","50","3","terence-davis",2015
"68","Josh Stamps"," Curie Metropolitan (Chicago, IL)  "," SG "," 6-5 / 180 ","87"," 277 68 17 ","277","68","17","josh-stamps",2015
"75","Ronnie Suggs"," Washington (Washington, MO)  "," SG "," 6-4 / 180 ","86"," 302 75 5 ","302","75","5","ronnie-suggs",2015
"65","Shembari Phillips"," Wheeler (Tucker, GA)  "," SG "," 6-4 / 185 ","86"," 261 65 16 ","261","65","16","shembari-phillips",2015
"93","Sammy Barnes-Thompkins"," Sunnyslope (Phoenix, AZ)  "," SG "," 6-3 / 185 ","85"," 381 93 4 ","381","93","4","sammy-barnes-thompkins",2015
"96","Dante Scott"," Campbell (Smyrna, GA)  "," SG "," 6-4 / 205 ","85"," 389 96 24 ","389","96","24","dante-scott",2015
"72","Sean McDermott"," Pendleton Heights (Pendleton, IN)  "," SG "," 6-6 / 170 ","85"," 287 72 14 ","287","72","14","sean-mcdermott",2015
"66","Sean Lloyd"," Haverford School (Haverford, PA)  "," SG "," 6-5 / 200 ","85"," 269 66 8 ","269","66","8","sean-lloyd",2015
"97","Ryan Fazekas"," Marquette (Michigan City, IN)  "," SG "," 6-7 / 175 ","85"," 390 97 26 ","390","97","26","ryan-fazekas",2015
"73","Drew Edwards"," Calvert Hall College (Towson, MD)  "," SG "," 6-3 / 165 ","85"," 290 73 8 ","290","73","8","drew-edwards",2015
"80","Corey Johnson"," Vermont Academy (Saxtons River, VT)  "," SG "," 6-5 / 185 ","85"," 317 80 1 ","317","80","1","corey-johnson",2015
"89","Jamall Gregory"," Elev8 Sports Institute (Washington, DC)  "," SG "," 6-4 / 175 ","84"," 364 89 38 ","364","89","38","jamall-gregory",2015
"74","Anthony Mathis"," West Linn (West Linn, OR)  "," SG "," 6-2 / 170 ","84"," 298 74 2 ","298","74","2","anthony-mathis",2015
"98","Ethan Stair"," Hazel Green (Hazel Green, AL)  "," SG "," 6-5 / 190 ","84"," 398 98 9 ","398","98","9","ethan-stair",2015
"81","Khyri Thomas"," Fork Union Military (HS) (Fork Union, VA)  "," SG "," 6-3 / 180 ","84"," 326 81 16 ","326","81","16","khyri-thomas",2015
"99","PJ Savoy"," Las Vegas (Las Vegas, NV)  "," SG "," 6-4 / 170 ","84"," 399 99 9 ","399","99","9","pj-savoy",2015
"100","Justin Goode"," Hargrave Military Academy (HS) (Roanoke, VA)  "," SG "," 6-3 / 185 ","84"," 400 100 18 ","400","100","18","justin-goode",2015
"40","Rashard Odomes"," Copperas Cove (Copperas Cove, TX)  "," SG "," 6-6 / 190 ","84"," 133 40 11 ","133","40","11","rashard-odomes",2015
"92","Jordan Jackson"," St Pius X (Houston, TX)  "," SG "," 6-3 / 175 ","84"," 378 92 31 ","378","92","31","jordan-jackson",2015
"61","Craig Randall II"," Shadow Mountain (Phoenix, AZ)  "," SG "," 6-4 / 170 ","84"," 256 61 2 ","256","61","2","craig-randallii",2015
"101","Jahmal McMurray"," Sunrise Christian (Topeka, KS)  "," SG "," 6-0 / 175 ","84"," 401 101 3 ","401","101","3","jahmal-mcmurray",2015
"91","Bryce Brown"," Columbia (Decatur, GA)  "," SG "," 6-2 / 173 ","83"," 369 91 22 ","369","91","22","bryce-brown",2015
"69","Andrew Fleming"," Oak Hill Academy (Mouth Of Wilson, VA)  "," SG "," 6-5 / 200 ","83"," 278 69 7 ","278","69","7","andrew-fleming",2015
"103","Ronshad Shabazz"," St Joseph Catholic (Raleigh, NC)  "," SG "," 6-3 / 175 ","83"," 406 103 2 ","406","103","2","ronshad-shabazz",2015
"95","Marlon Hunter"," Melrose (Memphis, TN)  "," SG "," 6-2 / 180 ","83"," 388 95 9 ","388","95","9","marlon-hunter",2015
"77","Lorne Currie"," Fairfax Senior (Los Angeles, CA)  "," SG "," 6-3 / 180 ","83"," 312 77 22 ","312","77","22","lorne-currie",2015
"90","Ricky Council"," Moravian Prep (Durham, NC)  "," SG "," 6-4 / 175 ","83"," 365 90 10 ","365","90","10","ricky-council",2015
"67","Lyrik Shreiner"," Fishburne Military School (Phoenix, AZ)  "," SG "," 6-4 / 190 ","83"," 270 67 12 ","270","67","12","lyrik-shreiner",2015
"76","Jerome Robinson"," Broughton (Raleigh, NC)  "," SG "," 6-4 / 180 ","83"," 308 76 7 ","308","76","7","jerome-robinson",2015
"78","Cullen Vanleer"," Pacific (Pacific, MO)  "," SG "," 6-4 / 185 ","83"," 313 78 6 ","313","78","6","cullen-vanleer",2015
"104","Nathan Bain"," Sunrise Christian (Wichita, KS)  "," SG "," 6-5 / 205 ","83"," 408 104 4 ","408","104","4","nathan-bain",2015
"79","Nico Clareth"," Calvert Hall College (Towson, MD)  "," SG "," 6-3 / - ","83"," 314 79 10 ","314","79","10","nico-clareth",2015
"63","Matt Milon"," Oviedo (Oviedo, FL)  "," SG "," 6-4 / 180 ","83"," 259 63 32 ","259","63","32","matt-milon",2015
"71","Malek Harwell"," Century (Pocatello, ID)  "," SG "," 6-3 / 170 ","83"," 281 71 1 ","281","71","1","malek-harwell",2015
"64","Tyler Williams"," Hebron (Carrollton, TX)  "," SG "," 6-5 / 200 ","83"," 260 64 24 ","260","64","24","tyler-williams",2015
"94","Dalton Soffer"," Poway (Poway, CA)  "," SG "," 6-5 / 190 ","82"," 385 94 32 ","385","94","32","dalton-soffer",2015
"105","Paul Turner"," Oldsmar Christian School (Westchester, IL)  "," SG "," 6-5 / 180 ","82"," 411 105 45 ","411","105","45","paul-turner",2015
"1","Raquan Mitchell"," Miami Southridge (Miami, FL)  "," CG "," 6-2 / 185 ","87"," 241 1 29 ","241","1","29","raquan-mitchell",2015
"1","Ben Simmons"," Montverde Academy (Montverde, FL)  "," SF "," 6-8 / 220 ","100"," 1 1 1 ","1","1","1","ben-simmons",2015
"2","Brandon Ingram"," Kinston (Kinston, NC)  "," SF "," 6-9 / 195 ","100"," 3 2 1 ","3","2","1","brandon-ingram",2015
"3","Jaylen Brown"," Wheeler (Marietta, GA)  "," SF "," 6-7 / 217 ","100"," 4 3 1 ","4","3","1","jaylen-brown",2015
