"Previous.National.Ranking","Name","Hometown","Position","Height.Weight","Rating","All Ratings","National.Ranking","Position.Ranking","State.Ranking","player.id","Season"
"30","O'Shae Brissett"," Athlete Institute Basketball Academy (Toronto, ON)  "," SF "," 6-6 / 190 ","95"," 137 30 1 ","137","30","1","o'shae-brissett",2017
"12","Savion Flagg"," Alvin (Alvin, TX)  "," SF "," 6-6 / 190 ","95"," 56 12 4 ","56","12","4","savion-flagg",2017
"20","Jordan Tucker"," Wheeler (White Plains, NY)  "," SF "," 6-7 / 205 ","95"," 82 20 10 ","82","20","10","jordan-tucker",2017
"15","Nojel Eastern"," Evanston Township (Evanston, IL)  "," SF "," 6-6 / 210 ","95"," 69 15 3 ","69","15","3","nojel-eastern",2017
"10","Chuma Okeke"," Westlake (Fairburn, GA)  "," SF "," 6-7 / 225 ","95"," 47 10 4 ","47","10","4","chuma-okeke",2017
"13","Kimani Lawrence"," New Hampton School (Ashburnham, MA)  "," SF "," 6-7 / 200 ","95"," 57 13 2 ","57","13","2","kimani-lawrence",2017
"19","Hameir Wright"," Academy Of The Holy Names Upper School (Albany, NY)  "," SF "," 6-7 / 203 ","95"," 81 19 3 ","81","19","3","hameir-wright",2017
"28","Yves Pons"," INSEP Paris (Paris, FR)  "," SF "," 6-6 / 217 ","94"," 127 28 1 ","127","28","1","yves-pons",2017
"8","KZ Okpala"," Esperanza (Placentia, CA)  "," SF "," 6-6 / 180 ","94"," 42 8 7 ","42","8","7","kz-okpala",2017
"35","Musa Jallow"," Bloomington North (Bloomington, IN)  "," SF "," 6-5 / 200 ","94"," 149 35 8 ","149","35","8","musa-jallow",2017
"25","Marek Dolezaj"," Slovakia (Slovakia, SLOV)  "," SF "," 6-9 / 195 ","94"," 111 25 1 ","111","25","1","marek-dolezaj",2017
"14","Naji Marshall"," Eleanor Roosevelt (Greenbelt, MD)  "," SF "," 6-6 / 185 ","94"," 58 14 2 ","58","14","2","naji-marshall",2017
"22","Sidney Wilson"," Brewster Academy (Bronx, NY)  "," SF "," 6-6 / 170 ","93"," 89 22 3 ","89","22","3","sidney-wilson",2017
"16","D'Shawn Schwartz"," Sand Creek (Colorado Springs, CO)  "," SF "," 6-5 / 222 ","93"," 71 16 1 ","71","16","1","d'shawn-schwartz",2017
"26","Aamir Simms"," Blue Ridge School (Dyke, VA)  "," SF "," 6-8 / 200 ","92"," 115 26 7 ","115","26","7","aamir-simms",2017
"34","Jamal Cain"," Academy For Business And Technology S (Melvindale, MI)  "," SF "," 6-7 / 175 ","92"," 145 34 3 ","145","34","3","jamal-cain",2017
"23","DeAundrae Ballard"," Southwest Atlanta Christian Academy (Atlanta, GA)  "," SF "," 6-6 / 170 ","91"," 101 23 11 ","101","23","11","deaundrae-ballard",2017
"17","Jamarko Pickett"," Massanutten Military Academy (Woodstock, VA)  "," SF "," 6-9 / 215 ","90"," 76 17 4 ","76","17","4","jamarko-pickett",2017
"29","Galen Alexander"," Breaux Bridge (Breaux Bridge, LA)  "," SF "," 6-6 / 215 ","90"," 135 29 3 ","135","29","3","galen-alexander",2017
"18","Kyle Young"," Jackson (Massillon, OH)  "," SF "," 6-6 / 205 ","90"," 80 18 2 ","80","18","2","kyle-young",2017
"27","Terrence Lewis"," Riverside (Milwaukee, WI)  "," SF "," 6-6 / 195 ","90"," 119 27 1 ","119","27","1","terrence-lewis",2017
"42","J.P. Moorman"," Greensboro Day School (Greensboro, NC)  "," SF "," 6-7 / 205 ","89"," 188 42 3 ","188","42","3","jp-moorman",2017
"33","Chris Smith"," Huntington Prep (Fort Worth, TX)  "," SF "," 6-8 / 190 ","89"," 141 33 2 ","141","33","2","chris-smith",2017
"39","Aaron Wheeler"," Brewster Academy (Wolfeboro, NH)  "," SF "," 6-8 / 200 ","89"," 174 39 5 ","174","39","5","aaron-wheeler",2017
"46","David Nickelberry"," Windermere Prep (Windermere, FL)  "," SF "," 6-7 / 205 ","89"," 215 46 21 ","215","46","21","david-nickelberry",2017
"24","Corey Kispert"," King's Schools (Seattle, WA)  "," SF "," 6-6 / 190 ","89"," 106 24 5 ","106","24","5","corey-kispert",2017
"48","Nicolas Claxton"," Legacy Charter (Greenville, SC)  "," SF "," 6-9 / 195 ","89"," 231 48 5 ","231","48","5","nicolas-claxton",2017
"32","Abu Kigab"," Justin-Siena (Napa, CA)  "," SF "," 6-7 / 190 ","88"," 140 32 15 ","140","32","15","abu-kigab",2017
"40","Jared Ridder"," Kickapoo (Springfield, MO)  "," SF "," 6-5 / 180 ","88"," 176 40 2 ","176","40","2","jared-ridder",2017
"31","Boubacar Diakite"," Our Savior New American School (Centereach, NY)  "," SF "," 6-8 / 185 ","88"," 139 31 5 ","139","31","5","boubacar-diakite",2017
"68","Curtis Hollis"," Mansfield Summit (Arlington, TX)  "," SF "," 6-5 / 180 ","88"," 327 68 26 ","327","68","26","curtis-hollis",2017
"41","Alfred Hollins"," Hillcrest Hoops (Atherton, CA)  "," SF "," 6-6 / 185 ","87"," 179 41 3 ","179","41","3","alfred-hollins",2017
"56","Melo Eggleston"," Notre Dame Preparatory School (Baltimore, MD)  "," SF "," 6-8.5 / 180 ","87"," 275 56 6 ","275","56","6","melo-eggleston",2017
"54","Shamiel Stevenson"," Hillcrest Hoops (Mount Pleasant, UT)  "," SF "," 6-6 / 230 ","87"," 264 54 4 ","264","54","4","shamiel-stevenson",2017
"49","Walter Whyte"," St. Luke's School (New Canaan, CT)  "," SF "," 6-5 / 180 ","87"," 233 49 4 ","233","49","4","walter-whyte",2017
"44","Mamoudou Diarra"," 22 Feet Academy  (Greenville, SC)  "," SF "," 6-9 / 205 ","87"," 196 44 3 ","196","44","3","mamoudou-diarra",2017
"50","Jatrious Smith"," Pebblebrook (Fayetteville, NC)  "," SF "," 6-4 / 190 ","87"," 240 50 5 ","240","50","5","jatrious-smith",2017
"55","Paul Reed"," Wekiva (Apopka, FL)  "," SF "," 6-5 / 170 ","87"," 271 55 29 ","271","55","29","paul-reed",2017
"36","Connor McCaffery"," West Senior (Iowa City, IA)  "," SF "," 6-4 / 175 ","87"," 152 36 1 ","152","36","1","connor-mccaffery",2017
"43","Roberto Gittens"," Foss (Tacoma, WA)  "," SF "," 6-5 / 200 ","87"," 192 43 6 ","192","43","6","roberto-gittens",2017
"45","Andre Rafus"," Academy For College And Career Exploration (Baltimore, MD)  "," SF "," 6-9 / 200 ","87"," 209 45 5 ","209","45","5","andre-rafus",2017
"58","Tevin Brown"," Fairhope (Fairhope, AL)  "," SF "," 6-6 / 175 ","87"," 281 58 6 ","281","58","6","tevin-brown",2017
"51","Nahziah Carter"," Bishop Kearney (Rochester, NY)  "," SF "," 6-6 / 185 ","87"," 246 51 10 ","246","51","10","nahziah-carter",2017
"60","Trace Young"," North Hardin (Hartford, KY)  "," SF "," 6-7 / 180 ","87"," 290 60 1 ","290","60","1","trace-young",2017
"61","Myles Douglas"," Paul VI Catholic (Baltimore, MD)  "," SF "," 6-6 / 190 ","87"," 291 61 15 ","291","61","15","myles-douglas",2017
"69","Richard Polanco"," Army And Navy Academy (El Cajon, CA)  "," SF "," 6-6 / 210 ","87"," 332 69 23 ","332","69","23","richard-polanco",2017
"59","Francesco Badocchi"," Bishop Miege (Mission, KS)  "," SF "," 6-8 / 205 ","87"," 283 59 3 ","283","59","3","francesco-badocchi",2017
"72","De'Vondre Perry"," Baltimore Polytechnic Institute (Baltimore, MD)  "," SF "," 6-6 / 220 ","87"," 355 72 9 ","355","72","9","de'vondre-perry",2017
"52","Javon Franklin"," Parkview Magnet (Little Rock, AR)  "," SF "," 6-6 / 185 ","87"," 251 52 3 ","251","52","3","javon-franklin",2017
"62","Darious Hall"," Wilbur D. Mills (Little Rock, AR)  "," SF "," 6-6 / 210 ","87"," 296 62 4 ","296","62","4","darious-hall",2017
"47","Antwan Walker"," Hargrave Military Academy (HS) (Washington, DC)  "," SF "," 6-7 / 215 ","87"," 223 47 13 ","223","47","13","antwan-walker",2017
"53","Dyllan Robinson"," Liberty (Henderson, NV)  "," SF "," 6-6 / - ","87"," 254 53 7 ","254","53","7","dyllan-robinson",2017
"73","Jaylen Sebree"," IMG Academy (Bradenton, FL)  "," SF "," 6-6 / 175 ","87"," 363 73 32 ","363","73","32","jaylen-sebree",2017
"64","Justin Minaya"," Old Tappan (Westwood, NJ)  "," SF "," 6-7 / 190 ","86"," 313 64 11 ","313","64","11","justin-minaya",2017
"63","David Caraher"," Wesleyan Christian (Chapel Hill, NC)  "," SF "," 6-5 / 195 ","86"," 311 63 8 ","311","63","8","david-caraher",2017
"65","Gabe Osabuohien"," Southwest Christian Academy (Little Rock, AR)  "," SF "," 6-7 / 219 ","86"," 318 65 5 ","318","65","5","gabe-osabuohien",2017
"80","John Walker III"," Fort Bend Marshall (Missouri City, TX)  "," SF "," 6-8 / 190 ","86"," 399 80 33 ","399","80","33","john-walkeriii",2017
"66","Grant Anticevich"," Bayside (Brisbane, QL)  "," SF "," 6-8 / - ","86"," 320 66 1 ","320","66","1","grant-anticevich",2017
"76","Therren Szmidt"," Hamilton Heights Christian Academy (Chattanooga, TN)  "," SF "," 6-5 / 185 ","85"," 384 76 7 ","384","76","7","therren-szmidt",2017
"77","Josh Linder"," Veterans (Kathleen, GA)  "," SF "," 6-8 / 200 ","85"," 387 77 24 ","387","77","24","josh-linder",2017
"78","KJ Davis"," I. C. Norcom (Portsmouth, VA)  "," SF "," 6-6 / 185 ","85"," 389 78 19 ","389","78","19","kj-davis",2017
"79","Steffon Mitchell"," Sunrise Christian (Wichita, KS)  "," SF "," 6-7 / 200 ","85"," 392 79 7 ","392","79","7","steffon-mitchell",2017
"81","JaMichael Morgan"," Blue Valley Northwest (Overland Park, KS)  "," SF "," 6-4 / 184 ","84"," 410 81 8 ","410","81","8","jamichael-morgan",2017
"108","Eric Parrish"," Sunrise Christian (Wichita, KS)  "," SF "," 6-6 / 180 ","70"," 557 108 12 ","557","108","12","eric-parrish",2017
"1","Marvin Bagley"," Sierra Canyon (Tempe, AZ)  "," PF "," 6-10.5 / 221 ","100"," 1 1 1 ","1","1","1","marvin-bagley",2017
"2","Mohamed Bamba"," Westtown School (New York, NY)  "," PF "," 7-0 / 216 ","100"," 3 2 1 ","3","2","1","mohamed-bamba",2017
"3","Deandre Ayton"," Hillcrest Hoops (Phoenix, AZ)  "," PF "," 7-0 / 250 ","100"," 4 3 2 ","4","3","2","deandre-ayton",2017
"5","Jaren Jackson"," La Lumiere School (La Porte, IN)  "," PF "," 6-10 / 226 ","99"," 8 5 1 ","8","5","1","jaren-jackson",2017
"4","Wendell Carter"," Pace Academy (Atlanta, GA)  "," PF "," 6-10 / 262 ","99"," 7 4 2 ","7","4","2","wendell-carter",2017
"6","Brandon McCoy"," Cathedral Catholic (San Diego, CA)  "," PF "," 6-11 / 244 ","98"," 14 6 3 ","14","6","3","brandon-mccoy",2017
"7","PJ Washington"," Findlay Prep (Dallas, TX)  "," PF "," 6-8 / 230 ","98"," 15 7 2 ","15","7","2","pj-washington",2017
"8","Billy Preston"," Oak Hill Academy (Mouth Of Wilson, VA)  "," PF "," 6-10 / 230 ","98"," 20 8 1 ","20","8","1","billy-preston",2017
"9","Jontay Porter"," Nathan Hale (Seattle, WA)  "," PF "," 6-10 / 225 ","98"," 25 9 2 ","25","9","2","jontay-porter",2017
"15","Jericho Sims"," Cristo Rey Jesuit (Minneapolis, MN)  "," PF "," 6-8 / 190 ","97"," 53 15 1 ","53","15","1","jericho-sims",2017
"12","Jeremiah Tilmon"," East St. Louis (East Saint Louis, IL)  "," PF "," 6-10.5 / 258 ","97"," 43 12 1 ","43","12","1","jeremiah-tilmon",2017
"10","Silvio De Sousa"," IMG Academy (Montverde, FL)  "," PF "," 6-9 / 242 ","97"," 32 10 4 ","32","10","4","silvio-de-sousa",2017
"11","Daniel Gafford"," El Dorado (El Dorado, AR)  "," PF "," 6-9 / 217 ","96"," 39 11 1 ","39","11","1","daniel-gafford",2017
"37","Oscar Da Silva"," Germany (Germany, GERM)  "," PF "," 6-10 / 225 ","96"," 147 37 1 ","147","37","1","oscar-da-silva",2017
"17","Nate Reuvers"," Lakeville North (Lakeville, MN)  "," PF "," 6-9 / 210 ","95"," 66 17 2 ","66","17","2","nate-reuvers",2017
"14","Rayshaun Hammonds"," Norcross (Norcross, GA)  "," PF "," 6-7 / 190 ","95"," 51 14 5 ","51","14","5","rayshaun-hammonds",2017
"16","Jalen Hill"," Centennial (Corona, CA)  "," PF "," 6-8 / 200 ","94"," 65 16 10 ","65","16","10","jalen-hill",2017
"13","Cody Riley"," Sierra Canyon (Chatsworth, CA)  "," PF "," 6-7 / 200 ","94"," 48 13 8 ","48","13","8","cody-riley",2017
"34","Race Thompson"," Robbinsdale Armstrong (Minneapolis, MN)  "," PF "," 6-8 / 200 ","93"," 134 34 4 ","134","34","4","race-thompson",2017
"18","Justin Smith"," Adlai Stevenson (Lincolnshire, IL)  "," PF "," 6-7 / 210 ","93"," 78 18 4 ","78","18","4","justin-smith",2017
"21","Alex Reese"," Pelham (Pelham, AL)  "," PF "," 6-9 / 225 ","93"," 96 21 2 ","96","21","2","alex-reese",2017
"28","Lance Thomas"," Norcross (Norcross, GA)  "," PF "," 6-10 / 210 ","93"," 120 28 13 ","120","28","13","lance-thomas",2017
"25","Xavier Tillman"," Grand Rapids Christian (Grand Rapids, MI)  "," PF "," 6-8 / 270 ","93"," 112 25 1 ","112","25","1","xavier-tillman",2017
"22","Dhamir Cosby-Roundtree"," Neumann Goretti (Philadelphia, PA)  "," PF "," 6-8 / 215 ","93"," 97 22 5 ","97","22","5","dhamir-cosby-roundtree",2017
"48","Bourama Sidibe"," St Benedict's Preparatory School (Newark, NJ)  "," PF "," 6-9 / 220 ","93"," 190 48 4 ","190","48","4","bourama-sidibe",2017
"30","Kenny Wooten"," Trinity International Schools (Las Vegas, NV)  "," PF "," 6-8 / 205 ","92"," 129 30 3 ","129","30","3","kenny-wooten",2017
"40","Hasahn French"," Commonwealth Academy (Middletown, NY)  "," PF "," 6-7 / 225 ","91"," 158 40 4 ","158","40","4","hasahn-french",2017
"50","Sandro Mamukelashvili"," Montverde Academy (Montverde, FL)  "," PF "," 6-11 / 230 ","91"," 199 50 20 ","199","50","20","sandro-mamukelashvili",2017
"24","Tristan Clark"," Judson (Converse, TX)  "," PF "," 6-9 / 230 ","91"," 107 24 8 ","107","24","8","tristan-clark",2017
"31","Tyler Bey"," Middlebrooks Academy (Los Angeles, CA)  "," PF "," 6-8 / 200 ","91"," 130 31 13 ","130","31","13","tyler-bey",2017
"42","Mayan Kiir"," Victory Rock Prep (Bradenton, FL)  "," PF "," 6-9 / 220 ","90"," 161 42 14 ","161","42","14","mayan-kiir",2017
"51","Jack Nunge"," Castle (Newburgh, IN)  "," PF "," 6-9 / 185 ","90"," 202 51 9 ","202","51","9","jack-nunge",2017
"29","Isaiah Stokes"," IMG Academy (Memphis, TN)  "," PF "," 6-8 / 270 ","90"," 123 29 10 ","123","29","10","isaiah-stokes",2017
"52","Theo John"," Champlin Park Senior (Champlin, MN)  "," PF "," 6-8 / 210 ","90"," 204 52 5 ","204","52","5","theo-john",2017
"56","Donnie Tillman"," Findlay Prep (Henderson, NV)  "," PF "," 6-7 / 225 ","89"," 234 56 6 ","234","56","6","donnie-tillman",2017
"36","Sam Waardenburg"," New Zealand (Auckland, AC)  "," PF "," 6-9 / 205 ","89"," 142 36 1 ","142","36","1","sam-waardenburg",2017
"41","RaiQuan Gray"," Dillard (Fort Lauderdale, FL)  "," PF "," 6-8 / 240 ","89"," 159 41 13 ","159","41","13","raiquan-gray",2017
"32","Garrison Brooks"," Auburn (Lafayette, AL)  "," PF "," 6-9 / 215 ","89"," 131 32 3 ","131","32","3","garrison-brooks",2017
"38","Clifton Moore"," Hatboro-Horsham (Horsham, PA)  "," PF "," 6-10 / 202 ","89"," 151 38 6 ","151","38","6","clifton-moore",2017
"23","Branden Carlson"," Bingham (South Jordan, UT)  "," PF "," 6-9 / 200 ","89"," 102 23 2 ","102","23","2","branden-carlson",2017
"39","Matur Maker"," Mississauga Secondary (Ontario, CA)  "," PF "," 6-10 / 200 ","89"," 155 39 17 ","155","39","17","matur-maker",2017
"19","Chase Johnson"," Huntington Prep (Huntington, WV)  "," PF "," 6-8 / 205 ","89"," 85 19 1 ","85","19","1","chase-johnson",2017
"26","Cheikh Mbacke Diong"," Florida Air Academy (Melbourne, FL)  "," PF "," 6-10 / 225 ","89"," 114 26 8 ","114","26","8","cheikh-mbacke-diong",2017
"54","Goanar Mar"," DeLaSalle (Minneapolis, MN)  "," PF "," 6-7 / 190 ","89"," 214 54 6 ","214","54","6","goanar-mar",2017
"33","Isaiah Livers"," Kalamazoo Central (Kalamazoo, MI)  "," PF "," 6-8 / 220 ","89"," 133 33 2 ","133","33","2","isaiah-livers",2017
"55","Sean Mobley"," Montverde Academy (Montverde, FL)  "," PF "," 6-9 / 225 ","89"," 220 55 24 ","220","55","24","sean-mobley",2017
"44","Tyler Polley"," The Sagemont School (Fort Lauderdale, FL)  "," PF "," 6-7 / 190 ","88"," 168 44 15 ","168","44","15","tyler-polley",2017
"49","Malik William"," First Academy (Orlando, FL)  "," PF "," 6-8 / 200 ","88"," 191 49 19 ","191","49","19","malik-william",2017
"27","Brady Manek"," Harrah (Harrah, OK)  "," PF "," 6-7 / 205 ","88"," 117 27 2 ","117","27","2","brady-manek",2017
"35","Evan Battey"," Villa Park (Villa Park, CA)  "," PF "," 6-6 / 280 ","88"," 138 35 14 ","138","35","14","evan-battey",2017
"20","Royce Hamm"," Aldine Davis (Houston, TX)  "," PF "," 6-8 / 214 ","88"," 90 20 6 ","90","20","6","royce-hamm",2017
"45","Justice Sueing"," Mater Dei (Santa Ana, CA)  "," PF "," 6-7 / 205 ","88"," 171 45 19 ","171","45","19","justice-sueing",2017
"57","KeyShawn Feazell"," Lawrence County (Monticello, MS)  "," PF "," 6-9 / 225 ","87"," 241 57 2 ","241","57","2","keyshawn-feazell",2017
"46","Wyatt Wilkes"," Winter Park (Winter Park, FL)  "," PF "," 6-7 / 200 ","87"," 173 46 16 ","173","46","16","wyatt-wilkes",2017
"64","Sterling Manley"," Pickerington Central (Pickerington, OH)  "," PF "," 6-10 / 230 ","87"," 267 64 3 ","267","64","3","sterling-manley",2017
"77","Marcus Santos-Silva"," Vermont Academy (Saxtons River, VT)  "," PF "," 6-7 / 265 ","87"," 306 77 3 ","306","77","3","marcus-santos-silva",2017
"65","Justyn Hamilton"," Independence (Charlotte, NC)  "," PF "," 6-10 / 190 ","87"," 269 65 6 ","269","65","6","justyn-hamilton",2017
"47","Ethan Chargois"," Union City (Union City, OK)  "," PF "," 6-7 / 225 ","87"," 186 47 4 ","186","47","4","ethan-chargois",2017
"66","Derrick Walker"," Sunrise Christian (Kansas City, MO)  "," PF "," 6-8 / 255 ","87"," 270 66 2 ","270","66","2","derrick-walker",2017
"53","PJ Horne"," Tift County (Tifton, GA)  "," PF "," 6-6 / 220 ","87"," 208 53 15 ","208","53","15","pj-horne",2017
"68","Jaylen Butz"," North Side (Fort Wayne, IN)  "," PF "," 6-9 / 205 ","87"," 280 68 12 ","280","68","12","jaylen-butz",2017
"89","Justyn Mutts"," St Augustine Preparatory School (Richland, NJ)  "," PF "," 6-7 / 215 ","87"," 372 89 15 ","372","89","15","justyn-mutts",2017
"67","Fabian White"," Atascocita (Humble, TX)  "," PF "," 6-8 / 210 ","87"," 272 67 22 ","272","67","22","fabian-white",2017
"58","Paul Atkinson"," Westminster Christian School (Miami, FL)  "," PF "," 6-9 / 205 ","87"," 249 58 26 ","249","58","26","paul-atkinson",2017
"81","Terrell Brown"," Tilton School (Barrington, RI)  "," PF "," 6-8 / 205 ","87"," 324 81 10 ","324","81","10","terrell-brown",2017
"82","Alexis Yetna"," Putnam Science Academy (Paris, FR)  "," PF "," 6-8 / 205 ","87"," 325 82 6 ","325","82","6","alexis-yetna",2017
"84","Nigel Shadd"," Tri-city Christian Academy (Tempe, AZ)  "," PF "," 6-8 / 230 ","87"," 353 84 7 ","353","84","7","nigel-shadd",2017
"90","Jarrod Simmons"," Cushing Academy (Pittsburgh, PA)  "," PF "," 6-7 / 220 ","87"," 380 90 8 ","380","90","8","jarrod-simmons",2017
"62","DJ Russell"," The Potter's House Christian Academy (Jacksonville, FL)  "," PF "," 6-7 / 210 ","87"," 261 62 28 ","261","62","28","dj-russell",2017
"85","Everett Ray"," Trinity Christian Academy (Addison, TX)  "," PF "," 6-7 / 215 ","87"," 354 85 31 ","354","85","31","everett-ray",2017
"59","TJ Massenburg"," Shiloh (Snellville, GA)  "," PF "," 6-9 / 210 ","87"," 250 59 17 ","250","59","17","tj-massenburg",2017
"71","Victor Enoh"," Greenforest Mccalep Christian Academy (Decatur, GA)  "," PF "," 6-8 / 229 ","87"," 293 71 21 ","293","71","21","victor-enoh",2017
"69","Lewis Djonkam"," Hargrave Military Academy (HS) (Chatham, VA)  "," PF "," 6-8 / 245 ","87"," 285 69 14 ","285","69","14","lewis-djonkam",2017
"72","Christian Negron"," Larkin (Elgin, IL)  "," PF "," 6-6 / 195 ","87"," 295 72 12 ","295","72","12","christian-negron",2017
"60","Chris Agbo"," Covenant Christian Ministries Academy (Marietta, GA)  "," PF "," 6-8 / 250 ","87"," 252 60 18 ","252","60","18","chris-agbo",2017
"70","Lat Mayen"," Australian Institute of Sport (Canberra, SW)  "," PF "," 6-8 / 195 ","87"," 287 70 1 ","287","70","1","lat-mayen",2017
"73","Isiah Jasey"," Sunrise Christian (Killeen, TX)  "," PF "," 6-9 / 220 ","87"," 299 73 23 ","299","73","23","isiah-jasey",2017
"74","Ibrahim Famouke Doumbia"," Miami Country Day School (MIAMI, FL)  "," PF "," 6-8 / 190 ","87"," 300 74 30 ","300","74","30","ibrahim-famouke-doumbia",2017
"75","Makhtar Gueye"," Aspire Basketball Academy (Winchendon, MA)  "," PF "," 6-9 / 210 ","87"," 302 75 5 ","302","75","5","makhtar-gueye",2017
"86","Ike Eke"," University Of Detroit Jesuit HS (Detroit, MI)  "," PF "," 6-9 / 216 ","87"," 361 86 8 ","361","86","8","ike-eke",2017
"76","Tomas Murphy"," Northfield Mount Hermon (Wakefield, RI)  "," PF "," 6-8 / 210 ","87"," 304 76 7 ","304","76","7","tomas-murphy",2017
"87","Isaac Kante"," Putnam Science Academy (Putnam, CT)  "," PF "," 6-8 / 220 ","87"," 362 87 8 ","362","87","8","isaac-kante",2017
"61","Vin Baker Jr."," Hamden Hall (Hamden, CT)  "," PF "," 6-9 / 190 ","87"," 257 61 5 ","257","61","5","vin-bakerjr",2017
"94","Sebastian Much"," J Serra Catholic (San Juan Capistrano, CA)  "," PF "," 6-7 / 205 ","86"," 401 94 31 ","401","94","31","sebastian-much",2017
"93","Levi Stockard"," Vashon (Saint Louis, MO)  "," PF "," 6-8 / 250 ","86"," 395 93 5 ","395","93","5","levi-stockard",2017
"117","Evan Cole"," South Forsyth (Cumming, GA)  "," PF "," 6-8 / 200 ","86"," 500 117 30 ","500","117","30","evan-cole",2017
"88","Myles Johnson"," Long Beach Poly (Riverside, CA)  "," PF "," 6-9 / 245 ","86"," 371 88 27 ","371","88","27","myles-johnson",2017
"120","Greg Eboigbodin"," University Of Detroit Jesuit HS (Detroit, MI)  "," PF "," 6-9 / 220 ","86"," 510 120 10 ","510","120","10","greg-eboigbodin",2017
"91","Joseph Thompson"," Alfred Bonnabel (Kenner, LA)  "," PF "," 6-8 / 210 ","85"," 385 91 5 ","385","91","5","joseph-thompson",2017
"124","Darian Scott"," Centennial (Las Vegas, NV)  "," PF "," 6-8 / 200 ","85"," 524 124 13 ","524","124","13","darian-scott",2017
"92","Wassef Methnani"," The Knox School (Saint James, NY)  "," PF "," 6-8 / 208 ","85"," 390 92 11 ","390","92","11","wassef-methnani",2017
"99","Samson George"," First Love Christian Academy (Washington, PA)  "," PF "," 6-8 / 220 ","85"," 420 99 15 ","420","99","15","samson-george",2017
"128","Sunday Okeke"," Greens Farms Academy (New Canaan, CT)  "," PF "," 6-8 / 230 ","85"," 529 128 10 ","529","128","10","sunday-okeke",2017
"95","Alou Dillon"," Wauwatosa West (Milwaukee, WI)  "," PF "," 6-8 / - ","84"," 409 95 4 ","409","95","4","alou-dillon",2017
"96","Stefon Fisher"," Oldsmar Christian School (Oldsmar, FL)  "," PF "," 6-7 / 220 ","84"," 411 96 41 ","411","96","41","stefon-fisher",2017
"127","Trent Buttrick"," Community School Of Naples (Naples, FL)  "," PF "," 6-8 / 220 ","84"," 527 127 49 ","527","127","49","trent-buttrick",2017
"116","Matt Pile"," Eisenhower (Goddard, KS)  "," PF "," 6-8 / 240 ","83"," 498 116 11 ","498","116","11","matt-pile",2017
"134","Justin Whatley"," Oscar Smith (Chesapeake, VA)  "," PF "," 6-8 / 180 ","70"," 558 134 24 ","558","134","24","justin-whatley",2017
"1","Mitchell Robinson"," Chalmette (Chalmette, LA)  "," C "," 7-0 / 222 ","100"," 9 1 2 ","9","1","2","mitchell-robinson",2017
"2","Nick Richards"," St. Patrick (Manhasset, NY)  "," C "," 7-0 / 239 ","98"," 18 2 1 ","18","2","1","nick-richards",2017
"3","Malik Williams"," R Nelson Snider (Fort Wayne, IN)  "," C "," 7-0 / 200 ","98"," 27 3 4 ","27","3","4","malik-williams",2017
"4","Ira Lee"," Prolific Prep (San Pedro, CA)  "," C "," 6-8 / 210 ","97"," 60 4 9 ","60","4","9","ira-lee",2017
"8","Bruno Fernando"," IMG Academy (Bradenton, FL)  "," C "," 6-10 / 225 ","94"," 87 8 6 ","87","8","6","bruno-fernando",2017
"5","Ike Obiagu"," Greenforest Mccalep Christian Academy (Decatur, GA)  "," C "," 7-0 / 230 ","93"," 63 5 7 ","63","5","7","ike-obiagu",2017
"14","Mamadou Doucoure"," Our Savior New American School (Centereach, NY)  "," C "," 6-9 / 220 ","93"," 150 14 6 ","150","14","6","mamadou-doucoure",2017
"17","Brandon Huffman"," Word Of God Christian Academy (Goldsboro, NC)  "," C "," 6-9 / 250 ","92"," 193 17 4 ","193","17","4","brandon-huffman",2017
"6","Kaleb Wesson"," Westerville South (Westerville, OH)  "," C "," 6-9 / 290 ","92"," 75 6 1 ","75","6","1","kaleb-wesson",2017
"10","Luka Garza"," Maret School (Washington, DC)  "," C "," 6-11 / 230 ","91"," 118 10 2 ","118","10","2","luka-garza",2017
"7","Jacob Epperson"," La Lumiere School (Australia, AUST)  "," C "," 6-11 / 210 ","91"," 77 7 6 ","77","7","6","jacob-epperson",2017
"9","Nate Watson"," Bishop O'Connell (Upper Marlboro, MD)  "," C "," 6-8 / 220 ","91"," 100 9 5 ","100","9","5","nate-watson",2017
"11","Kevin Samuel"," St Thomas Episcopal School (Houston, TX)  "," C "," 6-10 / 220 ","90"," 122 11 9 ","122","11","9","kevin-samuel",2017
"15","Ejike Obinna"," Virginia Academy (Ashburn, VA)  "," C "," 6-9 / 220 ","89"," 157 15 10 ","157","15","10","ejike-obinna",2017
"12","Deng Gak"," Blair Academy (Blairstown, NJ)  "," C "," 6-11 / 209 ","89"," 126 12 2 ","126","12","2","deng-gak",2017
"23","Malik Ondigo"," Putnam Science Academy (Putnam, CT)  "," C "," 6-11 / - ","89"," 227 23 3 ","227","23","3","malik-ondigo",2017
"20","Victor Uyaelunmo"," Calvary Christian Academy (Miami, FL)  "," C "," 7-0 / 210 ","89"," 216 20 22 ","216","20","22","victor-uyaelunmo",2017
"18","Zach Kent"," Blair Academy (Magnolia, DE)  "," C "," 6-10 / 235 ","89"," 203 18 5 ","203","18","5","zach-kent",2017
"13","Dajour Dickens"," Bethel (Hampton, VA)  "," C "," 7-0 / 205 ","88"," 143 13 9 ","143","13","9","dajour-dickens",2017
