"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link"
"11","Prentiss Nixon","PG","Bolingbrook, ILBolingbrook High School","6'1''","170","79","Colorado St","prentiss-nixon","https://www.sports-reference.com/cbb/players/prentiss-nixon-1.html"
"12","Evan Boudreaux","PF","Lake Forest, ILLake Forest High School","6'8''","220","79","Dartmouth","evan-boudreaux","https://www.sports-reference.com/cbb/players/evan-boudreaux-1.html"
"13","Tyler Hall","SG","Rock Island, ILRock Island High School","6'3''","185","78","Montana St","tyler-hall","https://www.sports-reference.com/cbb/players/tyler-hall-1.html"
"14","Jordan Ash","SG","Westchester, ILSaint Joseph High School","6'2''","185","78","Nrthwestrn","jordan-ash","https://www.sports-reference.com/cbb/players/jordan-ash-1.html"
"15","Brandon Hutton","SF","Chicago, ILDe La Salle Institute","6'6''","205","78","Iowa","brandon-hutton","https://www.sports-reference.com/cbb/players/brandon-hutton-1.html"
"16","Kain Harris","SG","Chicago, ILSaint Rita High School","6'4''","210","77","Tulane","kain-harris","https://www.sports-reference.com/cbb/players/kain-harris-1.html"
"17","Myles Carter","PF","Chicago, ILSaint Rita High School","6'8''","221","76","Seton Hall","myles-carter","https://www.sports-reference.com/cbb/players/myles-carter-1.html"
"18","Admiral Schofield","SF","Zion, ILZion-Benton High School","6'6''","220","75","Tennessee","admiral-schofield","https://www.sports-reference.com/cbb/players/admiral-schofield-1.html"
"1","Caleb Swanigan","C","Fort Wayne, INHomestead High School","6'8''","275","94","Purdue","caleb-swanigan","https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html"
"2","Jalen Coleman","SG","Indianapolis, INLa Lumiere School","6'4''","185","87","Illinois","jalen-coleman","https://www.sports-reference.com/cbb/players/jalen-coleman-1.html"
"3","Davon Dillard","SF","Gary, INOur Savior New American School","6'5''","205","80","Oklahoma St","davon-dillard","https://www.sports-reference.com/cbb/players/davon-dillard-1.html"
"4","Ryan Fazekas","PF","Michigan City, INMarquette Catholic High School","6'7''","180","80","Providence","ryan-fazekas","https://www.sports-reference.com/cbb/players/ryan-fazekas-1.html"
"5","Hyron Edwards","PG","East Chicago, INEast Chicago Central High School","5'11''","175","80","unknown","hyron-edwards","https://www.sports-reference.com/cbb/players/hyron-edwards-1.html"
"6","Ryan Cline","SG","Carmel, INCarmel High School","6'5''","180","80","Purdue","ryan-cline","https://www.sports-reference.com/cbb/players/ryan-cline-1.html"
"7","Tahjai Teague","PF","Indianapolis, INPike High School","6'8''","175","80","Ball State","tahjai-teague","https://www.sports-reference.com/cbb/players/tahjai-teague-1.html"
"8","K.J. Walton","SG","Brownsburg, INBrownsburg High School","6'3''","175","79","Missouri","kj-walton","https://www.sports-reference.com/cbb/players/kj-walton-1.html"
"9","Matt Holba","SF","Noblesville, INSaint Theodore Guerin Catholic","6'7''","200","78","Lehigh","matt-holba","https://www.sports-reference.com/cbb/players/matt-holba-1.html"
"10","Joel Okafor","PG","Richmond, INRichmond Senior High School","5'11''","175","77","Bradley","joel-okafor","https://www.sports-reference.com/cbb/players/joel-okafor-1.html"
"11","Derrik Smits","C","Zionsville, INZionsville Community High School","6'10''","200","77","Valparaiso","derrik-smits","https://www.sports-reference.com/cbb/players/derrik-smits-1.html"
"12","Josh Speidel","C","Columbus, INColumbus North High School","6'7''","180","77","Vermont","josh-speidel","https://www.sports-reference.com/cbb/players/josh-speidel-1.html"
"13","Nick Rogers","PG","Whitestown, INElev8 Basketball Academy","6'1''","170","76","Toledo","nick-rogers","https://www.sports-reference.com/cbb/players/nick-rogers-1.html"
"1","Marlon Stewart","PG","Rock Island, IANorth Scott High School","6'3''","190","76","Creighton","marlon-stewart","https://www.sports-reference.com/cbb/players/marlon-stewart-1.html"
"1","Raymond Spalding","PF","Louisville, KYTrinity High School","6'9''","200","85","Louisville","raymond-spalding","https://www.sports-reference.com/cbb/players/raymond-spalding-1.html"
"2","Camron Justice","SG","Hindman, KYKnott County Central High School","6'2''","175","80","Vanderbilt","camron-justice","https://www.sports-reference.com/cbb/players/camron-justice-1.html"
"3","James Bolden","PG","Covington, KYHolmes High School","5'11''","160","80","W Virginia","james-bolden","https://www.sports-reference.com/cbb/players/james-bolden-1.html"
"4","Dikembe Dixson","PF","Bardstown, KYNelson County High School","6'7''","190","78","UIC","dikembe-dixson","https://www.sports-reference.com/cbb/players/dikembe-dixson-1.html"
"5","Jalen Avery","PG","Covington, KYShroder Paideia Academy","6'2''","170","77","Kent State","jalen-avery","https://www.sports-reference.com/cbb/players/jalen-avery-1.html"
"6","Hunter Shelton","SF","Owensboro, KYKiski School","6'7''","180","77","unknown","hunter-shelton","https://www.sports-reference.com/cbb/players/hunter-shelton-1.html"
"7","Aric Holman","C","Owensboro, KYOwensboro High School","6'9''","190","75","Miss. St","aric-holman","https://www.sports-reference.com/cbb/players/aric-holman-1.html"
"1","Brandon Sampson","SG","Baton Rouge, LAMadison Prep Academy","6'4''","175","87","LSU","brandon-sampson","https://www.sports-reference.com/cbb/players/brandon-sampson-1.html"
"2","Amarveer Singh","PF","New Orleans, LAThurgood Marshall High School","6'7''","180","80","Seton Hall","amarveer-singh","https://www.sports-reference.com/cbb/players/amarveer-singh-1.html"
"3","Jacob Evans","SG","Baton Rouge, LASt. Michael The Archangel High School","6'6''","215","80","Cincinnati","jacob-evans","https://www.sports-reference.com/cbb/players/jacob-evans-1.html"
"4","Melvin Frazier","SF","Marrero, LAL. W. Higgins High School","6'7''","205","80","Tulane","melvin-frazier","https://www.sports-reference.com/cbb/players/melvin-frazier-1.html"
"5","Chad Lott","SG","Shreveport, LAC. E. Byrd High School","6'3''","175","78","Rice","chad-lott","https://www.sports-reference.com/cbb/players/chad-lott-1.html"
"6","Blake Paul","C","Metairie, LALandry-Walker High School","6'9''","225","77","Tulane","blake-paul","https://www.sports-reference.com/cbb/players/blake-paul-1.html"
"7","Javier Roper","SF","Ruston, LANew Living Word School","6'6''","185","77","Grambling","javier-roper","https://www.sports-reference.com/cbb/players/javier-roper-1.html"
"8","Charvon Julien","PG","Reserve, LARiverside Academy","6'1''","170","76","Tulane","charvon-julien","https://www.sports-reference.com/cbb/players/charvon-julien-1.html"
"1","Franklin Howard","SG","Suitland, MDPaul VI High School","6'5''","185","81","Syracuse","franklin-howard","https://www.sports-reference.com/cbb/players/franklin-howard-1.html"
"2","Bryant Crawford","PG","Kensington, MDGonzaga College High School","6'2''","182","80","Wake Forest","bryant-crawford","https://www.sports-reference.com/cbb/players/bryant-crawford-1.html"
"3","Kevin Dorsey","PG","Port Tobacco, MDClinton Christian School","6'0''","170","80","Minnesota","kevin-dorsey","https://www.sports-reference.com/cbb/players/kevin-dorsey-1.html"
"4","Justin Jenifer","PG","Gwynn Oak, MDMilford Mill Academy","5'10''","185","80","Cincinnati","justin-jenifer","https://www.sports-reference.com/cbb/players/justin-jenifer-1.html"
"5","Drew Edwards","SG","Towson, MDCalvert Hall College High School","6'3''","170","80","Providence","drew-edwards","https://www.sports-reference.com/cbb/players/drew-edwards-1.html"
"6","Sylvester Ogbonda","C","Fort Washington, MDNational Christian Academy","6'10''","210","78","Georgia Tech","sylvester-ogbonda","https://www.sports-reference.com/cbb/players/sylvester-ogbonda-1.html"
"7","Charlie Thomas","PF","Clarksville, MDRiver Hill High School","6'8''","245","78","Wisconsin","charlie-thomas","https://www.sports-reference.com/cbb/players/charlie-thomas-1.html"
"8","Randall Broddie","PG","Oxon Hill, MDPotomac School","6'2''","165","76","Memphis","randall-broddie","https://www.sports-reference.com/cbb/players/randall-broddie-1.html"
"9","Oumar Barry","C","Camp Springs, MDBishop O'Connell High School","6'9''","215","73","DePaul","oumar-barry","https://www.sports-reference.com/cbb/players/oumar-barry-1.html"
"10","Deividas Zemgulis","SF","Leonardtown, MDSaint Mary's Ryken","6'6''","210","70","Penn State","deividas-zemgulis","https://www.sports-reference.com/cbb/players/deividas-zemgulis-1.html"
"11","Develle Phillips","PF","Bowie, MDClinton Christian School","6'8''","210","70","DePaul","develle-phillips","https://www.sports-reference.com/cbb/players/develle-phillips-1.html"
"12","Nico Clareth","SG","Baltimore, MDCalvert Hall College High School","6'4''","185","66","Siena","nico-clareth","https://www.sports-reference.com/cbb/players/nico-clareth-1.html"
"13","Terrell Allen","PG","Upper Marlboro, MDDeMatha Catholic High School","6'2''","185","64","Drexel","terrell-allen","https://www.sports-reference.com/cbb/players/terrell-allen-1.html"
"14","Andrew Robinson","SG","Silver Spring, MDPutnam Science Academy","6'5''","200","64","Quinnipiac","andrew-robinson","https://www.sports-reference.com/cbb/players/andrew-robinson-1.html"
"15","Evan Fisher","PF","Owings Mills, MDMcDonogh School","6'8''","210","62","Siena","evan-fisher","https://www.sports-reference.com/cbb/players/evan-fisher-1.html"
"16","Jermaine Ukaegbu","SF","Silver Spring, MDMontrose Christian School","6'5''","","62","Sacred Heart","jermaine-ukaegbu","https://www.sports-reference.com/cbb/players/jermaine-ukaegbu-1.html"
"17","Alex Long","PF","Clinton, MDMount Zion Baptist Christian School","6'8''","","62","Norfolk St","alex-long","https://www.sports-reference.com/cbb/players/alex-long-1.html"
"18","Abdulai Bundu","PF","Upper Marlboro, MDLargo High School","6'7''","210","61","Quinnipiac","abdulai-bundu","https://www.sports-reference.com/cbb/players/abdulai-bundu-1.html"
"19","Kenny Wormley","PG","Upper Marlboro, MDRiverdale Baptist High School","6'3''","170","61","Siena","kenny-wormley","https://www.sports-reference.com/cbb/players/kenny-wormley-1.html"
"20","Edward Polite","SG","Lanham, MDDuval High School","6'5''","200","61","Radford","edward-polite","https://www.sports-reference.com/cbb/players/edward-polite-1.html"
"21","Jaelin Grant","PF","Bowie, MDDeMatha Catholic High School","6'7''","180","61","unknown","jaelin-grant","https://www.sports-reference.com/cbb/players/jaelin-grant-1.html"
"22","Aaron Robinson","SF","Silver Spring, MDPutnam Science Academy","6'4''","","59","Quinnipiac","aaron-robinson","https://www.sports-reference.com/cbb/players/aaron-robinson-1.html"
"23","Evan Phoenix","C","Baltimore, MDCalvert Hall College High School","6'9''","220","59","Cent Connecticut","evan-phoenix","https://www.sports-reference.com/cbb/players/evan-phoenix-1.html"
"24","Joe Hugley","SF","Montgomery Village, MDMagruder High School","6'5''","","59","Robert Morris","joe-hugley","https://www.sports-reference.com/cbb/players/joe-hugley-1.html"
"1","Jalen Adams","PG","Roxbury, MABrewster Academy","6'2''","160","89","UConn","jalen-adams","https://www.sports-reference.com/cbb/players/jalen-adams-1.html"
"2","Aaron Falzon","PF","Newton, MANorthfield-Mt. Hermon School","6'7''","190","84","Nrthwestrn","aaron-falzon","https://www.sports-reference.com/cbb/players/aaron-falzon-1.html"
"3","Terance Mann","SG","Lowell, MATilton School","6'5''","175","82","Florida St","terance-mann","https://www.sports-reference.com/cbb/players/terance-mann-1.html"
"4","Josh Sharma","C","Lexington, MANorthfield-Mt. Hermon School","6'11''","205","81","Stanford","josh-sharma","https://www.sports-reference.com/cbb/players/josh-sharma-1.html"
"5","Jarred Reuter","C","Marion, MABrewster Academy","6'8''","240","80","Virginia","jarred-reuter","https://www.sports-reference.com/cbb/players/jarred-reuter-1.html"
"6","Curtis Cobb","SG","Fall River, MAWilbraham & Monson Academy","6'4''","175","77","Fairfield","curtis-cobb","https://www.sports-reference.com/cbb/players/curtis-cobb-1.html"
"7","Jeremy Miller","PF","Milton, MANew Hampton School","6'9''","200","73","Northeastern","jeremy-miller","https://www.sports-reference.com/cbb/players/jeremy-miller-1.html"
"8","Jesse Bunting","C","Plymouth, MATabor Academy","6'8''","230","72","Fordham","jesse-bunting","https://www.sports-reference.com/cbb/players/jesse-bunting-1.html"
"9","Anthony Green","C","Quincy, MATilton School","6'9''","255","63","Northeastern","anthony-green","https://www.sports-reference.com/cbb/players/anthony-green-1.html"
"10","Daquon Ervin","PG","NA, NANorthfield-Mt. Hermon School","6'0''","","62","UMBC","daquon-ervin","https://www.sports-reference.com/cbb/players/daquon-ervin-1.html"
"11","Nisre Zouzoua","SG","Brockton, MABoston Trinity Academy","6'2''","170","58","Bryant","nisre-zouzoua","https://www.sports-reference.com/cbb/players/nisre-zouzoua-1.html"
"12","Guilien Smith","SG","West Roxbury, MACatholic Memorial High School","6'1''","","57","Dartmouth","guilien-smith","https://www.sports-reference.com/cbb/players/guilien-smith-1.html"
"1","Deyonta Davis","PF","Muskegon, MIMuskegon High School","6'9''","210","89","Michigan St","deyonta-davis","https://www.sports-reference.com/cbb/players/deyonta-davis-1.html"
"2","Eric Davis","SG","Saginaw, MIArthur Hill High School","6'3''","165","86","Texas","eric-davis","https://www.sports-reference.com/cbb/players/eric-davis-1.html"
"3","Trevor Manuel","PF","Lansing, MIEverett High School","6'9''","200","80","Oregon","trevor-manuel","https://www.sports-reference.com/cbb/players/trevor-manuel-1.html"
"4","A.J. Turner","SF","Warren, MINew Hampton School","6'7''","185","80","Boston College","aj-turner","https://www.sports-reference.com/cbb/players/aj-turner-1.html"
"5","Jeron Rogers","SF","Farmington Hills, MINorth Farmington High School","6'7''","190","78","Cleveland St","jeron-rogers","https://www.sports-reference.com/cbb/players/jeron-rogers-1.html"
"6","Seth Dugan","C","Otsego, MIOtsego High School","6'11''","230","78","W Michigan","seth-dugan","https://www.sports-reference.com/cbb/players/seth-dugan-1.html"
"7","Brad Brechting","C","Cedar Springs, MICedar Springs High School","6'10''","210","76","Oakland","brad-brechting","https://www.sports-reference.com/cbb/players/brad-brechting-1.html"
"1","Alex Illikainen","PF","Grand Rapids, MNBrewster Academy","6'8''","225","80","Wisconsin","alex-illikainen","https://www.sports-reference.com/cbb/players/alex-illikainen-1.html"
"2","Sacar Anim","SG","Minneapolis, MNDe La Salle High School","6'5''","190","80","Marquette","sacar-anim","https://www.sports-reference.com/cbb/players/sacar-anim-1.html"
"3","Jarvis Johnson","PG","Brooklyn Park, MNDe La Salle High School","6'1''","185","80","Minnesota","jarvis-johnson","https://www.sports-reference.com/cbb/players/jarvis-johnson-1.html"
"1","Malik Newman","SG","Jackson, MSCallaway High School","6'3''","175","93","Miss. St","malik-newman","https://www.sports-reference.com/cbb/players/malik-newman-1.html"
"2","Quinndary Weatherspoon","SG","Camden, MSVelma Jackson Magnet High School","6'5''","170","80","Miss. St","quinndary-weatherspoon","https://www.sports-reference.com/cbb/players/quinndary-weatherspoon-1.html"
"3","Terence Davis","SF","Southaven, MSSouthaven High School","6'4''","190","78","Ole Miss","terence-davis","https://www.sports-reference.com/cbb/players/terence-davis-1.html"
"4","Jahshire Hardnett","PG","Gulfport, MSGulfport High School","5'10''","170","77","Fordham","jahshire-hardnett","https://www.sports-reference.com/cbb/players/jahshire-hardnett-1.html"
"5","Jerekius Davis","SF","Jackson, MSProvine High School","6'5''","205","77","Louisiana","jerekius-davis","https://www.sports-reference.com/cbb/players/jerekius-davis-1.html"
"1","Jimmy Whitt","PG","Columbia, MOHickman High School","6'3''","170","84","Arkansas","jimmy-whitt","https://www.sports-reference.com/cbb/players/jimmy-whitt-1.html"
"2","Juwan Morgan","PF","Waynesville, MOWaynesville High School","6'8''","215","80","Indiana","juwan-morgan","https://www.sports-reference.com/cbb/players/juwan-morgan-1.html"
"3","Ogugua Anunoby","SF","Jefferson City, MOJefferson City High School","6'7''","210","78","Indiana","ogugua-anunoby","https://www.sports-reference.com/cbb/players/ogugua-anunoby-1.html"
"4","Landry Shamet","SG","Kansas City, MOPark Hill High School","6'4''","180","77","Wichita St","landry-shamet","https://www.sports-reference.com/cbb/players/landry-shamet-1.html"
"1","Tres Tinkle","SF","Missoula, MTMissoula Hellgate High School","6'7''","215","82","Oregon St","tres-tinkle","https://www.sports-reference.com/cbb/players/tres-tinkle-1.html"
"1","Justin Patton","C","Omaha, NENorth High School","6'10''","205","80","Creighton","justin-patton","https://www.sports-reference.com/cbb/players/justin-patton-1.html"
"1","Chase Jeter","C","Las Vegas, NVBishop Gorman High School","6'10''","215","93","Duke","chase-jeter","https://www.sports-reference.com/cbb/players/chase-jeter-1.html"
"2","Stephen Zimmerman","C","Las Vegas, NVBishop Gorman High School","7'0''","230","92","UNLV","stephen-zimmerman","https://www.sports-reference.com/cbb/players/stephen-zimmerman-1.html"
"3","Ray Smith","SF","Las Vegas, NVLas Vegas High School","6'8''","180","88","Arizona","ray-smith","https://www.sports-reference.com/cbb/players/ray-smith-1.html"
"4","Nate Grimes","PF","Las Vegas, NVQuality Education Academy","6'7''","210","75","Fresno St","nate-grimes","https://www.sports-reference.com/cbb/players/nate-grimes-1.html"
"5","Patrick Savoy","SG","Las Vegas, NVLas Vegas High School","6'3''","175","69","unknown","patrick-savoy","https://www.sports-reference.com/cbb/players/patrick-savoy-1.html"
"6","Jordan Davis","PG","Las Vegas, NVCanyon Springs High School","6'1''","165","68","N Colorado","jordan-davis","https://www.sports-reference.com/cbb/players/jordan-davis-1.html"
"7","Devon Colley","PG","Las Vegas, NVLas Vegas High School","6'0''","160","65","New Orleans","devon-colley","https://www.sports-reference.com/cbb/players/devon-colley-1.html"
"8","Nick Blair","SF","Las Vegas, NVBishop Gorman High School","6'4''","185","64","unknown","nick-blair","https://www.sports-reference.com/cbb/players/nick-blair-1.html"
"9","Darrian Traylor","SG","Las Vegas, NVCentennial High School","6'3''","175","64","UC Irvine","darrian-traylor","https://www.sports-reference.com/cbb/players/darrian-traylor-1.html"
"10","Garrett Scheer","PF","Las Vegas, NVCentennial High School","6'7''","195","62","Air Force","garrett-scheer","https://www.sports-reference.com/cbb/players/garrett-scheer-1.html"
"11","Malik Abbott","SG","North Las Vegas, NVMojave High School","6'4''","180","60","Air Force","malik-abbott","https://www.sports-reference.com/cbb/players/malik-abbott-1.html"
"12","Derek Novsek","SG","Reno, NVBishop Manogue High School","6'4''","175","60","unknown","derek-novsek","https://www.sports-reference.com/cbb/players/derek-novsek-1.html"
"13","Tanner Leishman","PF","Las Vegas, NVBishop Gorman High School","6'4''","200","59","unknown","tanner-leishman","https://www.sports-reference.com/cbb/players/tanner-leishman-1.html"
"14","Shea Garland","PF","Las Vegas, NVValley High School","6'4''","195","58","unknown","shea-garland","https://www.sports-reference.com/cbb/players/shea-garland-1.html"
"15","Cameron Burton","PG","Las Vegas, NVValley High School","6'0''","","58","unknown","cameron-burton","https://www.sports-reference.com/cbb/players/cameron-burton-1.html"
"16","Carter Olsen","SG","Las Vegas, NVClark High School","6'0''","150","58","unknown","carter-olsen","https://www.sports-reference.com/cbb/players/carter-olsen-1.html"
"17","Apollo Corley","SG","Las Vegas, NVDurango High School","6'0''","155","58","unknown","apollo-corley","https://www.sports-reference.com/cbb/players/apollo-corley-1.html"
"1","Moses Toriola","C","Meriden, NHKimball Union Academy","6'10''","215","60","Norfolk St","moses-toriola","https://www.sports-reference.com/cbb/players/moses-toriola-1.html"
"1","Isaiah Briscoe","PG","Union, NJRoselle Catholic High School","6'3''","200","91","Kentucky","isaiah-briscoe","https://www.sports-reference.com/cbb/players/isaiah-briscoe-1.html"
"2","Malachi Richardson","SG","Hamilton, NJTrenton Catholic Academy","6'6''","190","89","Syracuse","malachi-richardson","https://www.sports-reference.com/cbb/players/malachi-richardson-1.html"
"3","Moustapha Diagne","PF","Sparta, NJPope John XXIII High School","6'8''","230","85","Syracuse","moustapha-diagne","https://www.sports-reference.com/cbb/players/moustapha-diagne-1.html"
"4","Markis McDuffie","SF","Jersey City, NJSt. Anthony High School","6'8''","175","81","Wichita St","markis-mcduffie","https://www.sports-reference.com/cbb/players/markis-mcduffie-1.html"
"5","Elijah Burns","PF","Blairstown, NJBlair Academy","6'8''","230","80","Notre Dame","elijah-burns","https://www.sports-reference.com/cbb/players/elijah-burns-1.html"
"6","Chris Silva","PF","Roselle, NJRoselle Catholic High School","6'8''","205","80","S Carolina","chris-silva","https://www.sports-reference.com/cbb/players/chris-silva-1.html"
"7","Tim Delaney","PF","Mullica Hill, NJPitman High School","6'8''","220","80","Villanova","tim-delaney","https://www.sports-reference.com/cbb/players/tim-delaney-1.html"
"8","Trey Lowe","SG","Ewing, NJEwing High School","6'5''","165","80","Temple","trey-lowe","https://www.sports-reference.com/cbb/players/trey-lowe-1.html"
"9","Elijah Cain","SF","Delanco Township, NJSaint Benedict's Prep","6'5''","185","77","DePaul","elijah-cain","https://www.sports-reference.com/cbb/players/elijah-cain-1.html"
"10","Jake Silpe","PG","Cherry Hill, NJCherry Hill High School East","6'2''","170","70","Pennsylvania","jake-silpe","https://www.sports-reference.com/cbb/players/jake-silpe-1.html"
"11","Pierre Sarr","SF","Roselle, NJRoselle Catholic High School","6'7''","","66","Monmouth","pierre-sarr","https://www.sports-reference.com/cbb/players/pierre-sarr-1.html"
"12","Derrick Woods","PF","Trenton, NJPennsbury High School","6'7''","","65","St. Bonaventure","derrick-woods","https://www.sports-reference.com/cbb/players/derrick-woods-1.html"
"13","Pierfrancesco Oliva","PF","Oradell, NJBergen Catholic High","6'8''","200","65","St Joseph's","pierfrancesco-oliva","https://www.sports-reference.com/cbb/players/pierfrancesco-oliva-1.html"
"14","Jehyve Floyd","PF","Parlin, NJSayreville War Memorial High","6'7''","180","63","Holy Cross","jehyve-floyd","https://www.sports-reference.com/cbb/players/jehyve-floyd-1.html"
"15","Matt Zignorski","SG","Oak Ridge, NJPope John XXIII High School","6'1''","165","61","Holy Cross","matt-zignorski","https://www.sports-reference.com/cbb/players/matt-zignorski-1.html"
"16","Mike Holloway","C","Pittsgrove, NJArthur P. Schalick High School","6'6''","220","61","Fair Dickinson","mike-holloway","https://www.sports-reference.com/cbb/players/mike-holloway-1.html"
"17","Isaiah Still","SG","Roselle, NJUnion Catholic Regional High School","6'6''","","60","Robert Morris","isaiah-still","https://www.sports-reference.com/cbb/players/isaiah-still-1.html"
"18","Jason Dunne","SG","Matawan, NJMatawan Regional High School","6'3''","165","59","Hartford","jason-dunne","https://www.sports-reference.com/cbb/players/jason-dunne-1.html"
"1","Cheick Diallo","PF","Centereach, NYOur Savior New American School","6'9''","225","95","Kansas","cheick-diallo","https://www.sports-reference.com/cbb/players/cheick-diallo-1.html"
"2","Thomas Bryant","C","Rochester, NYHuntington Prep","6'10''","220","89","Indiana","thomas-bryant","https://www.sports-reference.com/cbb/players/thomas-bryant-1.html"
"3","Jessie Govan","C","Manhasset, NYWings Academy","6'10''","263","85","Georgetown","jessie-govan","https://www.sports-reference.com/cbb/players/jessie-govan-1.html"
"4","Tyler Lydon","PF","Pine Plains, NYNew Hampton School","6'8''","181","84","Syracuse","tyler-lydon","https://www.sports-reference.com/cbb/players/tyler-lydon-1.html"
"5","Matt Ryan","SF","Cortlandt Manor, NYIona College Prep","6'5''","185","80","Notre Dame","matt-ryan","https://www.sports-reference.com/cbb/players/matt-ryan-1.html"
"6","Luis Santos","C","Bronx, NYSunrise Christian Academy","6'9''","235","80","S Florida","luis-santos","https://www.sports-reference.com/cbb/players/luis-santos-1.html"
"7","Kassoum Yakwe","PF","Centereach, NYOur Savior New American School","6'7''","205","80","St. John's","kassoum-yakwe","https://www.sports-reference.com/cbb/players/kassoum-yakwe-1.html"
"8","Jonathan Nwankwo","C","Mount Vernon, NYVictory Rock Prep","6'10''","240","80","VCU","jonathan-nwankwo","https://www.sports-reference.com/cbb/players/jonathan-nwankwo-1.html"
"9","Justin Wright-Foreman","SG","Laurelton, NYHigh School for Construction","6'1''","165","70","Hofstra","justin-wright-foreman","https://www.sports-reference.com/cbb/players/justin-wright-foreman-1.html"
"10","Jordan Roland","SG","Syracuse, NYWesthill High School","6'2''","160","68","G. Washington","jordan-roland","https://www.sports-reference.com/cbb/players/jordan-roland-1.html"
"11","Desure Buie","PG","Bronx, NYWings Academy","6'0''","160","68","Hofstra","desure-buie","https://www.sports-reference.com/cbb/players/desure-buie-1.html"
"12","Diago Quinn","C","New York, NYLake Forest Academy","6'10''","","62","Monmouth","diago-quinn","https://www.sports-reference.com/cbb/players/diago-quinn-1.html"
"13","Jermaine Bishop","PG","Queens, NYHoly Cross High School","6'1''","170","62","Saint Louis","jermaine-bishop","https://www.sports-reference.com/cbb/players/jermaine-bishop-1.html"
"14","Caleb Sedore","PF","Pulaski, NYPulaski Central School","6'9''","215","59","Lehigh","caleb-sedore","https://www.sports-reference.com/cbb/players/caleb-sedore-1.html"
"15","John Sica","PF","Delmar, NYBethlehem Central High School","6'7''","210","58","Columbia","john-sica","https://www.sports-reference.com/cbb/players/john-sica-1.html"
"16","Ricky McGill","PG","Spring Valley, NYSpring Valley High School","6'1''","165","57","Iona","ricky-mcgill","https://www.sports-reference.com/cbb/players/ricky-mcgill-1.html"
"17","Chris Atkinson","PG","Brookville, NYLong Island Lutheran High School","5'10''","165","56","Canisius","chris-atkinson","https://www.sports-reference.com/cbb/players/chris-atkinson-1.html"
"18","Joel Wincowski","PG","Lake George, NYLake George High School","6'2''","175","56","UMBC","joel-wincowski","https://www.sports-reference.com/cbb/players/joel-wincowski-1.html"
"19","Jahlil Nails","SF","East Greenbush, NYColumbia High School","6'5''","","56","Cent Connecticut","jahlil-nails","https://www.sports-reference.com/cbb/players/jahlil-nails-1.html"
"1","Brandon Ingram","SF","Kinston, NCKinston High School","6'8''","198","96","Duke","brandon-ingram","https://www.sports-reference.com/cbb/players/brandon-ingram-1.html"
"2","Luke Maye","PF","Huntersville, NCHough High School","6'8''","230","81","N Carolina","luke-maye","https://www.sports-reference.com/cbb/players/luke-maye-1.html"
"3","Shaun Kirk","SF","Whiteville, NCWhiteville High School","6'7''","185","79","NC State","shaun-kirk","https://www.sports-reference.com/cbb/players/shaun-kirk-1.html"
"4","Rayjon Tucker","SF","Charlotte, NCNorthside Christian Academy","6'5''","185","78","FLA Gulf Coast","rayjon-tucker","https://www.sports-reference.com/cbb/players/rayjon-tucker-1.html"
"5","Julius Barnes","PG","Raleigh, NCGarner Senior High School","5'8''","150","75","unknown","julius-barnes","https://www.sports-reference.com/cbb/players/julius-barnes-1.html"
"6","Mamadi Diakite","PF","Cashiers, NCBlue Ridge School","6'9''","210","80","Virginia","mamadi-diakite","https://www.sports-reference.com/cbb/players/mamadi-diakite-1.html"
"7","Kwinton Hinson","SG","Fairmont, NCFairmont High School","6'4''","175","75","unknown","kwinton-hinson","https://www.sports-reference.com/cbb/players/kwinton-hinson-1.html"
"8","Lucas Johnson","SF","Charlotte, NCMallard Creek High School","6'5''","180","75","unknown","lucas-johnson","https://www.sports-reference.com/cbb/players/lucas-johnson-1.html"
"9","Jeremy Harris","SF","Greensboro, NCFishburne Military School","6'7''","185","74","unknown","jeremy-harris","https://www.sports-reference.com/cbb/players/jeremy-harris-1.html"
"10","Ronshad Allen-Shabazz","SG","Raleigh, NCHuntington Prep","6'4''","180","70","Appalachian St","ronshad-allen-shabazz","https://www.sports-reference.com/cbb/players/ronshad-allen-shabazz-1.html"
"11","Steven Santa Ana","SG","Charlotte, NCArdrey Kell High School","6'3''","180","70","Elon","steven-santa-ana","https://www.sports-reference.com/cbb/players/steven-santa-ana-1.html"
"12","Malik Massey","PG","Charlotte, NCZebulon B. Vance High School","6'1''","170","70","unknown","malik-massey","https://www.sports-reference.com/cbb/players/malik-massey-1.html"
"13","Trevor Anderson","PG","Gastonia, NCGaston Day School","6'0''","160","65","unknown","trevor-anderson","https://www.sports-reference.com/cbb/players/trevor-anderson-1.html"
"14","Rob Brown","C","Raleigh, NCMillbrook High School","6'8''","190","64","unknown","rob-brown","https://www.sports-reference.com/cbb/players/rob-brown-1.html"
"15","Brian Thornton","PG","Chapel Hill, NCChapel Hill High School","6'1''","170","60","unknown","brian-thornton","https://www.sports-reference.com/cbb/players/brian-thornton-1.html"
"16","Meki Dula","SF","Lenoir, NCWest Caldwell High School","6'6''","190","60","unknown","meki-dula","https://www.sports-reference.com/cbb/players/meki-dula-1.html"
