"National.Ranking.espn","Name.espn","Position.espn","Hometown.High.School","Height.espn","Weight.espn","Rating.espn","School","player.id.espn","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
12,"Dwayne Rose","PG","Crete, ILCrete-Monee High School","6'2''",NA,78,"Toledo","dwayne-rose","https://www.sports-reference.com/cbb/players/dwayne-rose-1.html","https://www.sports-reference.com/cbb/players/dwayne-rosejr-1.html","Dwayne Rose Jr.","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Crete, IL","   Crete-Monee High School","Toledo"
13,"Evan Gilyard","PG","Chicago, ILSimeon Career Academy","5'8''",NA,75,"UTEP","evan-gilyard","https://www.sports-reference.com/cbb/players/evan-gilyard-1.html","https://www.sports-reference.com/cbb/players/evan-gilyard-1.html","Evan Gilyard","        Guard  ","5-10, 155lb (178cm, 70kg) ","   Chicago, IL","   Simeon Career Academy","UTEP"
14,"Bol Riek","C","Mooseheart, ILMooseheart High School","7'2''",NA,75,"New Orleans","bol-riek","https://www.sports-reference.com/cbb/players/bol-riek-1.html","https://www.sports-reference.com/cbb/players/bol-riek-1.html","Bol Riek","        Center  ","7-3, 225lb (221cm, 102kg) ","   Bentiu, South Sudan","   Mooseheart High School","New Orleans"
16,"Manny Patterson","PF","Chicago, ILKenwood Academy High School","6'7''",NA,75,"Green Bay","manny-patterson","https://www.sports-reference.com/cbb/players/manny-patterson-1.html","https://www.sports-reference.com/cbb/players/manny-patterson-1.html","Manny Patterson","        Forward  ","6-8, 220lb (203cm, 99kg) ","   Chicago, IL","   Kenwood Academy","Green Bay"
1,"Jaren Jackson","PF","Indianapolis, INLa Lumiere School","6'11''",225,95,"Michigan State","jaren-jackson","https://www.sports-reference.com/cbb/players/jaren-jackson-1.html","https://www.sports-reference.com/cbb/players/jaren-jacksonjr-1.html","Jaren Jackson Jr.","        Forward  ","6-11, 242lb (211cm, 109kg) ","   Carmel, IN","   Park Tudor School","Michigan State"
2,"Kris Wilkes","SF","Indianapolis, INNorth Central High School","6'7''",194,92,"UCLA","kris-wilkes","https://www.sports-reference.com/cbb/players/kris-wilkes-1.html","https://www.sports-reference.com/cbb/players/kris-wilkes-1.html","Kris Wilkes","        Guard  ","6-8, 215lb (203cm, 97kg) ","   Indianapolis, IN","   North Central High School","UCLA"
3,"Musa Jallow","SF","Bloomington, INBloomington North High School","6'5''",200,83,"Ohio State","musa-jallow","https://www.sports-reference.com/cbb/players/musa-jallow-1.html","https://www.sports-reference.com/cbb/players/musa-jallow-1.html","Musa Jallow","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Bloomington, IN","   Bloomington High School North","Ohio State"
4,"Malik Williams","PF","Fort Wayne, INR. Nelson Snider High School","6'11''",215,90,"Louisville","malik-williams","https://www.sports-reference.com/cbb/players/malik-williams-1.html","https://www.sports-reference.com/cbb/players/malik-williams-1.html","Malik Williams","        Forward  ","6-11, 245lb (211cm, 111kg) ","   Fort Wayne, IN","   R. Nelson Snider High School","Louisville"
5,"Paul Scruggs","PG","Indianapolis, INProlific Prep","6'3''",190,89,"Xavier","paul-scruggs","https://www.sports-reference.com/cbb/players/paul-scruggs-1.html","https://www.sports-reference.com/cbb/players/paul-scruggs-1.html","Paul Scruggs","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Indianapolis, IN","   Prolific Prep","Xavier"
6,"Justin Roberts","PG","Indianapolis, INFindlay College Prep","5'11''",170,80,"DePaul","justin-roberts","https://www.sports-reference.com/cbb/players/justin-roberts-1.html","https://www.sports-reference.com/cbb/players/justin-roberts-2.html","Justin Roberts","        Guard  ","5-10, 165lb (178cm, 74kg) ","   Indianapolis, IN","   Findlay College Prep","Schools: DePaul and Georgia State"
8,"Parker Hazen","SF","Columbia City, INColumbia City High School","6'7''",188,78,"Valparaiso","parker-hazen","https://www.sports-reference.com/cbb/players/parker-hazen-1.html","https://www.sports-reference.com/cbb/players/parker-hazen-1.html","Parker Hazen","        Forward  ","6-7, 210lb (201cm, 95kg) ","   Columbia City, IN","   Columbia City High School","Valparaiso"
11,"Jaylen Butz","PF","Fort Wayne, INNorth Side High School","6'9''",225,76,"DePaul","jaylen-butz","https://www.sports-reference.com/cbb/players/jaylen-butz-1.html","https://www.sports-reference.com/cbb/players/jaylen-butz-1.html","Jaylen Butz","        Forward  ","6-9, 224lb (206cm, 101kg) ","   Fort Wayne, IN","   North Side High School","DePaul"
2,"Galen Alexander","SF","Lafayette, LALafayette Christian Academy","6'7''",220,84,"LSU","galen-alexander","https://www.sports-reference.com/cbb/players/galen-alexander-1.html","https://www.sports-reference.com/cbb/players/galen-alexander-1.html","Galen Alexander","        Forward  ","6-6, 210lb (198cm, 95kg) ","   Breaux Bridge, LA","   Lafayette Christian Academy","LSU"
4,"Brandon Rachal","SF","Natchitoches, LANatchitoches Central High School","6'6''",220,81,"LSU","brandon-rachal","https://www.sports-reference.com/cbb/players/brandon-rachal-1.html","https://www.sports-reference.com/cbb/players/brandon-rachal-1.html","Brandon Rachal","        Guard  ","6-5, 215lb (196cm, 97kg) ","   Natchitoches, LA","   Natchitoches Central High School","LSU"
5,"Cedric Russell","SG","New Orleans, LAPeabody Magnet High School","6'3''",185,76,"Louisiana","cedric-russell","https://www.sports-reference.com/cbb/players/cedric-russell-1.html","https://www.sports-reference.com/cbb/players/cedric-russell-1.html","Cedric Russell","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Alexandria, LA","   Peabody Magnet High School","Louisiana"
1,"Chris Lykes","PG","Bowie, MDGonzaga College High School","5'7''",160,87,"Miami","chris-lykes","https://www.sports-reference.com/cbb/players/chris-lykes-1.html","https://www.sports-reference.com/cbb/players/chris-lykes-1.html","Chris Lykes","        Guard  ","5-7, 157lb (170cm, 71kg) ","   Mitchellville, MD","   Gonzaga College High School","Miami (FL)"
2,"D.J. Harvey Jr.","SF","Bowie, MDDeMatha Catholic High School","6'6''",205,86,"Notre Dame","dj-harveyjr","https://www.sports-reference.com/cbb/players/dj-harveyjr-1.html","https://www.sports-reference.com/cbb/players/dj-harvey-1.html","D.J. Harvey","        Guard  ","6-6, 225lb (198cm, 102kg) ","   Bowie, MD","   DeMatha Catholic High School","Notre Dame"
3,"Naji Marshall","SF","Greenbelt, MDHargrave Military Academy","6'6''",185,85,"Xavier","naji-marshall","https://www.sports-reference.com/cbb/players/naji-marshall-1.html","https://www.sports-reference.com/cbb/players/naji-marshall-1.html","Naji Marshall","        Forward  ","6-7, 222lb (201cm, 100kg) ","   Atlantic City, NJ","   Hargrave Military Academy","Xavier"
4,"Darryl Morsell","SG","Baltimore, MDMount St. Joseph High School","6'4''",200,83,"Maryland","darryl-morsell","https://www.sports-reference.com/cbb/players/darryl-morsell-1.html","https://www.sports-reference.com/cbb/players/darryl-morsell-1.html","Darryl Morsell","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Baltimore, MD","   Mount Saint Joseph College","Maryland"
5,"Aaron Thompson","PG","Glendale, MDPaul VI High School","6'2''",175,81,"Butler","aaron-thompson","https://www.sports-reference.com/cbb/players/aaron-thompson-1.html","https://www.sports-reference.com/cbb/players/aaron-thompson-3.html","Aaron Thompson","        Guard  ","6-2, 185lb (188cm, 83kg) ","   Glenn Dale, MD","   Paul VI Catholic High School","Butler"
6,"Josh Carlton","C","Hyattsville, MDDeMatha Catholic High School","6'9''",225,80,"UConn","josh-carlton","https://www.sports-reference.com/cbb/players/josh-carlton-1.html","https://www.sports-reference.com/cbb/players/josh-carlton-1.html","Josh Carlton","        Forward  ","6-10, 235lb (208cm, 106kg) ","   Winterville, NC","   DeMatha Catholic High School","UConn"
7,"De'Vondre Perry","SF","Baltimore, MDPolytechnic Institute High School","6'6''",220,79,"Temple","devondre-perry","https://www.sports-reference.com/cbb/players/devondre-perry-1.html","https://www.sports-reference.com/cbb/players/devondre-perry-1.html","De'Vondre Perry","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Baltimore, MD","   Baltimore Polytechnic Institute","Temple"
8,"Alexis Yetna","PF","Baltimore, MDPutnam Science Academy","6'8''",NA,79,"South Florida","alexis-yetna","https://www.sports-reference.com/cbb/players/alexis-yetna-1.html","https://www.sports-reference.com/cbb/players/alexis-yetna-1.html","Alexis Yetna","        Forward  ","6-8, 231lb (203cm, 104kg) ","   Paris, France","   Putnam Science Academy","South Florida"
10,"Isaiah Whaley","PF","Baltimore, MDMount Zion Baptist Christian School","6'9''",NA,76,"UConn","isaiah-whaley","https://www.sports-reference.com/cbb/players/isaiah-whaley-1.html","https://www.sports-reference.com/cbb/players/isaiah-whaley-1.html","Isaiah Whaley","        Forward  ","6-8, 210lb (203cm, 95kg) ","   Gastonia, NC","   Mt. Zion Christian Academy","UConn"
12,"Myles Douglas","PF","Aberdeen, MDAberdeen High School","6'7''",190,75,"UCF","myles-douglas","https://www.sports-reference.com/cbb/players/myles-douglas-1.html","https://www.sports-reference.com/cbb/players/myles-douglas-1.html","Myles Douglas","        Forward  ","6-8, 215lb (203cm, 97kg) ","   Edgewood, MD","   Paul VI High School","UCF"
14,"Jamir Moultrie","PG","Forestville, MDBishop McNamara High School","6'1''",178,72,"La Salle","jamir-moultrie","https://www.sports-reference.com/cbb/players/jamir-moultrie-1.html","https://www.sports-reference.com/cbb/players/jamir-moultrie-1.html","Jamir Moultrie","        Guard  ","6-1, 175lb (185cm, 79kg) ","   Washington, DC","   Bishop McNamara High School","La Salle"
15,"Melo Eggleston","SF","Upper Marlboro, MDNotre Dame Prep","6'8''",187,70,"Wake Forest","melo-eggleston","https://www.sports-reference.com/cbb/players/melo-eggleston-1.html","https://www.sports-reference.com/cbb/players/melo-eggleston-1.html","Melo Eggleston","        Guard  ","6-8, 190lb (203cm, 86kg) ","   Suitland, MD","   Notre Dame Preparatory School","Wake Forest"
16,"Anthony Duruji","PF","Potomac, MDSt. Andrews Episcopal School","6'7''",190,70,"Louisiana Tech","anthony-duruji","https://www.sports-reference.com/cbb/players/anthony-duruji-1.html","https://www.sports-reference.com/cbb/players/anthony-duruji-1.html","Anthony Duruji","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Germantown, MD","   St. Andrew's Episcopal School","Louisiana Tech"
18,"Ryan Allen","SG","Bowie, MDDeMatha Catholic High School","6'2''",185,67,"Delaware","ryan-allen","https://www.sports-reference.com/cbb/players/ryan-allen-1.html","https://www.sports-reference.com/cbb/players/ryan-allen-3.html","Ryan Allen","        Guard  ","6-2, 200lb (188cm, 90kg) ","   Bowie, MD","   DeMatha Catholic High School","Delaware"
20,"Deion Hammond","SG","Bowie, MDRiverdale Baptist High School","6'4''",190,65,"Monmouth","deion-hammond","https://www.sports-reference.com/cbb/players/deion-hammond-1.html","https://www.sports-reference.com/cbb/players/deion-hammond-1.html","Deion Hammond","        Guard  ","6-4, 200lb (193cm, 90kg) ","   Mitchellville, MD","   Riverdale Baptist School","Monmouth"
21,"Jihar Williams","SF","Baltimore, MDFriends School of Baltimore","6'5''",190,63,"William & Mary","jihar-williams","https://www.sports-reference.com/cbb/players/jihar-williams-1.html","https://www.sports-reference.com/cbb/players/jihar-williams-1.html","Jihar Williams","        Guard  ","6-5, 195lb (196cm, 88kg) ","   Baltimore, MD","   Friends School-Baltimore","William & Mary"
22,"Quinton Drayton","SF","Bowie, MDBowie High School","6'4''",NA,62,"Towson","quinton-drayton","https://www.sports-reference.com/cbb/players/quinton-drayton-1.html","https://www.sports-reference.com/cbb/players/quinton-drayton-1.html","Quinton Drayton","        Guard  ","6-4, 206lb (193cm, 93kg) ","   Bowie, MD","   Bowie HS","Towson"
23,"Nigel Jackson","PF","Baltimore, MDMount St. Joseph High School","6'5''",NA,58,"Wagner","nigel-jackson","https://www.sports-reference.com/cbb/players/nigel-jackson-1.html","https://www.sports-reference.com/cbb/players/nigel-jackson-1.html","Nigel Jackson","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Baltimore, MD","   Mount Saint Joseph College","Wagner"
24,"Keve Aluma","C","Berlin, MDStephen Decatur High School","6'7''",NA,57,"Wofford","keve-aluma","https://www.sports-reference.com/cbb/players/keve-aluma-1.html","https://www.sports-reference.com/cbb/players/keve-aluma-1.html","Keve Aluma","        Forward  ","6-9, 230lb (206cm, 104kg) ","   Berlin, MD","   Stephen Decatur High School","Wofford"
26,"Zion Cousins","PF","Upper Marlboro, MDFrederick Douglass Sr. High School","6'6''",172,55,"Howard","zion-cousins","https://www.sports-reference.com/cbb/players/zion-cousins-1.html","https://www.sports-reference.com/cbb/players/zion-cousins-1.html","Zion Cousins","        Forward  ","6-8, 195lb (203cm, 88kg) ","   Upper Marlboro, MD","   Frederick Douglass High School","Howard"
1,"Makai Ashton-Langford","PG","Worcester, MABrewster Academy","6'2''",185,89,"Providence","makai-ashton-langford","https://www.sports-reference.com/cbb/players/makai-ashton-langford-1.html","https://www.sports-reference.com/cbb/players/makai-ashton-langford-1.html","Makai Ashton-Langford","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Worcester, MA","   Brewster Academy","Providence"
2,"Jermaine Samuels","SF","Franklin, MAThe Rivers School","6'5''",205,86,"Villanova","jermaine-samuels","https://www.sports-reference.com/cbb/players/jermaine-samuels-1.html","https://www.sports-reference.com/cbb/players/jermaine-samuels-1.html","Jermaine Samuels","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Franklin, MA","   Rivers School","Villanova"
3,"Wabissa Bede","PG","North Andover, MACushing Academy","6'1''",180,84,"Virginia Tech","wabissa-bede","https://www.sports-reference.com/cbb/players/wabissa-bede-1.html","https://www.sports-reference.com/cbb/players/wabissa-bede-1.html","Wabissa Bede","        Guard  ","6-1, 195lb (185cm, 88kg) ","   North Andover, MA","   Cushing Academy","Virginia Tech"
4,"Hasahn French","PF","Springfield, MACommonwealth Academy","6'7''",230,83,"Saint Louis","hasahn-french","https://www.sports-reference.com/cbb/players/hasahn-french-1.html","https://www.sports-reference.com/cbb/players/hasahn-french-1.html","Hasahn French","        Forward  ","6-7, 235lb (201cm, 106kg) ","   Middletown, NY","   Commonwealth School","Saint Louis"
5,"Kellan Grady","PG","West Roxbury, MANorthfield-Mt. Hermon School","6'4''",160,81,"Davidson","kellan-grady","https://www.sports-reference.com/cbb/players/kellan-grady-1.html","https://www.sports-reference.com/cbb/players/kellan-grady-1.html","Kellan Grady","        Guard  ","6-5, 195lb (196cm, 88kg) ","   Boston, MA","   Northfield Mount Hermon School","Davidson"
6,"Geo Baker","SG","Boston, MAProctor Academy","6'3''",NA,79,"Rutgers","geo-baker","https://www.sports-reference.com/cbb/players/geo-baker-1.html","https://www.sports-reference.com/cbb/players/geo-baker-1.html","Geo Baker","        Guard  ","6-4, 180lb (193cm, 81kg) ","   Derry, NH","   Proctor Academy","Rutgers"
7,"Marcus Santos-Silva","C","Taunton, MAVermont Academy","6'7''",250,76,"VCU","marcus-santos-silva","https://www.sports-reference.com/cbb/players/marcus-santos-silva-1.html","https://www.sports-reference.com/cbb/players/marcus-santos-silva-1.html","Marcus Santos-Silva","        Forward  ","6-7, 250lb (201cm, 113kg) ","   Taunton, MA","   Vermont Academy","VCU"
10,"Azar Swain","SG","Boston, MAThe Rivers School","6'1''",160,65,"Yale","azar-swain","https://www.sports-reference.com/cbb/players/azar-swain-1.html","https://www.sports-reference.com/cbb/players/azar-swain-1.html","Azar Swain","        Guard  ","6-0, 185lb (183cm, 83kg) ","   Brockton, MA","   Rivers School","Yale"
11,"Bailey Patella","SF","Lenox, MAVermont Academy","6'5''",NA,64,"Vermont","bailey-patella","https://www.sports-reference.com/cbb/players/bailey-patella-1.html","https://www.sports-reference.com/cbb/players/bailey-patella-1.html","Bailey Patella","        Forward  ","6-5, 185lb (196cm, 83kg) ","   Lenox, MA","   Vermont Academy","Vermont"
13,"Matt DeWolf","C","Northfield, MANorthfield-Mt. Hermon School","6'9''",220,58,"Brown","matt-dewolf","https://www.sports-reference.com/cbb/players/matt-dewolf-1.html","https://www.sports-reference.com/cbb/players/matt-dewolf-1.html","Matt DeWolf","        Forward  ","6-9, 230lb (206cm, 104kg) ","   Barrington, RI","   Northfield Mount Hermon School","Brown"
14,"Ryan Layman","PF","Norwood, MATilton School","6'6''",NA,57,"Bryant","ryan-layman","https://www.sports-reference.com/cbb/players/ryan-layman-1.html","https://www.sports-reference.com/cbb/players/ryan-layman-1.html","Ryan Layman","        Forward  ","6-7, 200lb (201cm, 90kg) ","   Wrentham, MA","   Tilton School","Bryant"
2,"Xavier Tillman","PF","Grand Rapids, MIGrand Rapids Christian High School","6'9''",250,84,"Michigan State","xavier-tillman","https://www.sports-reference.com/cbb/players/xavier-tillman-1.html","https://www.sports-reference.com/cbb/players/xavier-tillman-1.html","Xavier Tillman","        Forward  ","6-8, 245lb (203cm, 111kg) ","   Grand Rapids, MI","   Grand Rapids Christian High School","Michigan State"
3,"Isaiah Livers","PF","Kalamazoo, MIKalamazoo Central High School","6'7''",185,84,"Michigan","isaiah-livers","https://www.sports-reference.com/cbb/players/isaiah-livers-1.html","https://www.sports-reference.com/cbb/players/isaiah-livers-1.html","Isaiah Livers","        Forward  ","6-7, 235lb (201cm, 106kg) ","   Kalamazoo, MI","   Kalamazoo Central High School","Michigan"
4,"Amauri Hardy","PG","Farmington Hills, MINorth Farmington High School","6'2''",175,82,"UNLV","amauri-hardy","https://www.sports-reference.com/cbb/players/amauri-hardy-1.html","https://www.sports-reference.com/cbb/players/amauri-hardy-1.html","Amauri Hardy","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Detroit, MI","   North Farmington High School","UNLV"
5,"Jamal Cain","SF","Detroit, MICornerstone Schools","6'7''",185,81,"Marquette","jamal-cain","https://www.sports-reference.com/cbb/players/jamal-cain-1.html","https://www.sports-reference.com/cbb/players/jamal-cain-1.html","Jamal Cain","        Forward  ","6-7, 195lb (201cm, 88kg) ","   Pontiac, MI","   Cornerstone Health and Technology High School","Marquette"
6,"Jaron Faulds","C","Holt, MIHolt High School","6'10''",225,80,"Columbia","jaron-faulds","https://www.sports-reference.com/cbb/players/jaron-faulds-1.html","https://www.sports-reference.com/cbb/players/jaron-faulds-1.html","Jaron Faulds","        Forward  ","6-10, 225lb (208cm, 102kg) ","   Holt, MI","   Holt High School","Schools: Columbia and Michigan"
7,"Donnie Tillman","SF","Detroit, MIFindlay College Prep","6'7''",220,80,"Utah","donnie-tillman","https://www.sports-reference.com/cbb/players/donnie-tillman-1.html","https://www.sports-reference.com/cbb/players/donnie-tillman-1.html","Donnie Tillman","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Detroit, MI","   Findlay College Prep","Utah"
9,"Greg Eboigbodin","PF","Detroit, MIUniv. of Detroit Jesuit High School","6'9''",220,77,"Illinois","greg-eboigbodin","https://www.sports-reference.com/cbb/players/greg-eboigbodin-1.html","https://www.sports-reference.com/cbb/players/greg-eboigbodin-1.html","Greg Eboigbodin","        Forward  ","6-9, 225lb (206cm, 102kg) ","   Benin City, Nigeria","   University of Detroit Jesuit High School and Academy","Schools: Illinois and Northeastern"
1,"Gary Trent Jr.","SG","Apple Valley, MNProlific Prep","6'5''",200,95,"Duke","gary-trentjr","https://www.sports-reference.com/cbb/players/gary-trentjr-1.html","https://www.sports-reference.com/cbb/players/gary-trentjr-1.html","Gary Trent Jr.","        Guard  ","6-6, 209lb (198cm, 94kg) ","   Columbus, OH","   Prolific Prep","Duke"
2,"Jericho Sims","C","Minneapolis, MNCristo Rey Jesuit High School","6'8''",190,85,"Texas","jericho-sims","https://www.sports-reference.com/cbb/players/jericho-sims-1.html","https://www.sports-reference.com/cbb/players/jericho-sims-1.html","Jericho Sims","        Forward  ","6-9, 240lb (206cm, 108kg) ","   Minneapolis, MN","   Cristo Rey Jesuit High School","Texas"
3,"Nate Reuvers","PF","Lakeville, MNLakeville High School","6'10''",220,83,"Wisconsin","nate-reuvers","https://www.sports-reference.com/cbb/players/nate-reuvers-1.html","https://www.sports-reference.com/cbb/players/nate-reuvers-1.html","Nate Reuvers","        Forward  ","6-11, 240lb (211cm, 108kg) ","   Lakeville, MN","   Lakeville North High School","Wisconsin"
4,"Race Thompson","PF","Robbinsdale, MNArmstrong High School","6'7''",NA,80,"Indiana","race-thompson","https://www.sports-reference.com/cbb/players/race-thompson-1.html","https://www.sports-reference.com/cbb/players/race-thompson-1.html","Race Thompson","        Forward  ","6-8, 228lb (203cm, 103kg) ","   Plymouth, MN","   Armstrong HS","Indiana"
5,"Brad Davison","SG","Maple Grove, MNMaple Grove High School","6'3''",190,81,"Wisconsin","brad-davison","https://www.sports-reference.com/cbb/players/brad-davison-1.html","https://www.sports-reference.com/cbb/players/brad-davison-1.html","Brad Davison","        Guard  ","6-3, 206lb (190cm, 93kg) ","   Maple Grove, MN","   Maple Grove Senior High School","Wisconsin"
6,"Theo John","PF","Brooklyn Park, MNChamplin Park High School","6'8''",200,79,"Marquette","theo-john","https://www.sports-reference.com/cbb/players/theo-john-1.html","https://www.sports-reference.com/cbb/players/theo-john-2.html","Theo John","        Forward  ","6-9, 240lb (206cm, 108kg) ","   Minneapolis, MN","   Champlin Park High School","Marquette"
7,"Ishmael El-Amin","PG","Minnetonka, MNHopkins High School","6'0''",165,78,"Ball State","ishmael-el-amin","https://www.sports-reference.com/cbb/players/ishmael-el-amin-1.html","https://www.sports-reference.com/cbb/players/ishmael-el-amin-1.html","Ishmael El-Amin","        Guard  ","6-1, 195lb (185cm, 88kg) ","   Minnetonka, MN","   Hopkins High School","Ball State"
1,"P.J. Washington","PF","Las Vegas, NVFindlay College Prep","6'8''",230,95,"Kentucky","pj-washington","https://www.sports-reference.com/cbb/players/pj-washington-1.html","https://www.sports-reference.com/cbb/players/pj-washington-1.html","PJ Washington","        Forward  ","6-8, 228lb (203cm, 103kg) ","   Dallas, TX","   Findlay College Prep","Kentucky"
2,"Troy Brown Jr.","SF","Las Vegas, NVCentennial High School","6'7''",215,93,"Oregon","troy-brownjr","https://www.sports-reference.com/cbb/players/troy-brownjr-1.html","https://www.sports-reference.com/cbb/players/troy-brown-5.html","Troy Brown","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Las Vegas, NV","   Centennial High School","Oregon"
3,"Charles O'Bannon Jr.","SF","Las Vegas, NVBishop Gorman High School","6'6''",200,90,"USC","charles-obannonjr","https://www.sports-reference.com/cbb/players/charles-obannonjr-1.html","https://www.sports-reference.com/cbb/players/charles-obannonjr-1.html","Charles O'Bannon, Jr.","        Guard  ","6-6, 210lb (198cm, 95kg) ","   Compton, CA","   Bishop Gorman High School","USC"
4,"Christian PoPoola Jr.","SG","Las Vegas, NVBishop Gorman High School","6'4''",190,78,"Utah","christian-popoolajr","https://www.sports-reference.com/cbb/players/christian-popoolajr-1.html","https://www.sports-reference.com/cbb/players/christian-popoola-1.html","Christian Popoola","        Guard  ","6-4, 190lb (193cm, 86kg) ","   Las Vegas, NV","   Bishop Gorman High School","Utah"
8,"Darian Scott","C","Las Vegas, NVCentennial High School","6'9''",220,68,"Missouri State","darian-scott","https://www.sports-reference.com/cbb/players/darian-scott-1.html","https://www.sports-reference.com/cbb/players/darian-scott-1.html","Darian Scott","        Center  ","6-11, 220lb (211cm, 99kg) ","   Las Vegas, NV","   Centennial HS","Missouri State"
2,"Tshiefu Ngalakulondi","SF","Manchester, NHProctor Academy","6'6''",NA,67,"St. Bonaventure","tshiefu-ngalakulondi","https://www.sports-reference.com/cbb/players/tshiefu-ngalakulondi-1.html","https://www.sports-reference.com/cbb/players/tshiefu-ngalakulondi-1.html","Tshiefu Ngalakulondi","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Manchester, NH","   Proctor Academy","St. Bonaventure"
3,"Caleb Green","PG","Londonderry, NHProctor Academy","5'11''",150,58,"Holy Cross","caleb-green","https://www.sports-reference.com/cbb/players/caleb-green-1.html","https://www.sports-reference.com/cbb/players/caleb-green-2.html","Caleb Green","        Guard  ","5-10, 175lb (178cm, 79kg) ","   Londonderry, NH","   Proctor Academy","Holy Cross"
1,"Deng Gak","PF","Blairstown, NJBlair Academy","6'10''",195,83,"Miami","deng-gak","https://www.sports-reference.com/cbb/players/deng-gak-1.html","https://www.sports-reference.com/cbb/players/deng-gak-1.html","Deng Gak","        Forward  ","6-10, 211lb (208cm, 95kg) ","   Sydney, Australia","   Blair Academy","Miami (FL)"
2,"Bourama Sidibe","C","Newark, NJSaint Benedict's Prep","6'10''",225,82,"Syracuse","bourama-sidibe","https://www.sports-reference.com/cbb/players/bourama-sidibe-1.html","https://www.sports-reference.com/cbb/players/bourama-sidibe-1.html","Bourama Sidibe","        Forward  ","6-10, 205lb (208cm, 92kg) ","   Bamako, Mali","   Saint Benedict's Preparatory School","Syracuse"
3,"Nate Pierre-Louis","SG","Jersey City, NJRoselle Catholic High School","6'4''",185,80,"Temple","nate-pierre-louis","https://www.sports-reference.com/cbb/players/nate-pierre-louis-1.html","https://www.sports-reference.com/cbb/players/nate-pierre-louis-1.html","Nate Pierre-Louis","        Guard  ","6-4, 170lb (193cm, 77kg) ","   Plainfield, NJ","   Roselle Catholic High School","Temple"
4,"Jamir Harris","SG","Edison, NJThe Patrick School","6'1''",175,78,"Minnesota","jamir-harris","https://www.sports-reference.com/cbb/players/jamir-harris-1.html","https://www.sports-reference.com/cbb/players/jamir-harris-1.html","Jamir Harris","        Guard  ","6-2, 198lb (188cm, 89kg) ","   North Brunswick, NJ","   St. Patrick High School","Schools: Minnesota and American"
5,"Justyn Mutts","PF","Millville, NJSaint Augustine Prep","6'7''",215,77,"High Point","justyn-mutts","https://www.sports-reference.com/cbb/players/justyn-mutts-1.html","https://www.sports-reference.com/cbb/players/justyn-mutts-1.html","Justyn Mutts","        Forward  ","6-7, 220lb (201cm, 99kg) ","   Millville, NJ","   St. Augustine College Preparatory School","Schools: High Point and Delaware"
6,"R.J. Cole","PG","Jersey City, NJSt. Anthony High School","5'11''",NA,76,"Howard","rj-cole","https://www.sports-reference.com/cbb/players/rj-cole-1.html","https://www.sports-reference.com/cbb/players/rj-cole-1.html","RJ Cole","        Guard  ","6-1, 185lb (185cm, 83kg) ","   Union, NJ","   St. Anthony High School","Howard"
8,"Bul Ajang","C","Elizabeth, NJThe Patrick School","6'10''",220,72,"Tulane","bul-ajang","https://www.sports-reference.com/cbb/players/bul-ajang-1.html","https://www.sports-reference.com/cbb/players/bul-ajang-1.html","Bul Ajang","        Forward  ","6-10, 225lb (208cm, 102kg) ","   Jonglei, South Sudan","   The Patrick School","Tulane"
9,"Jordan Pierce","C","Scotch Plains, NJUnion Catholic Regional High School","6'10''",275,71,"Dayton","jordan-pierce","https://www.sports-reference.com/cbb/players/jordan-pierce-1.html","https://www.sports-reference.com/cbb/players/jordan-pierce-1.html","Jordan Pierce","        Center  ","6-11, 265lb (211cm, 120kg) ","  High School: Union Catholic Regional High School","  School: Dayton","Dayton"
10,"Marcus McClary","SF","Hillside, NJThe Patrick School","6'3''",180,70,"Monmouth","marcus-mcclary","https://www.sports-reference.com/cbb/players/marcus-mcclary-1.html","https://www.sports-reference.com/cbb/players/marcus-mcclary-1.html","Marcus McClary","        Guard  ","6-3, 195lb (190cm, 88kg) ","   Linden, NJ","   The Patrick School","Monmouth"
11,"Elijah Olaniyi","SF","Newark, NJEast Side High School","6'4''",190,67,"Stony Brook","elijah-olaniyi","https://www.sports-reference.com/cbb/players/elijah-olaniyi-1.html","https://www.sports-reference.com/cbb/players/elijah-olaniyi-1.html","Elijah Olaniyi","        Guard-Forward  ","6-5, 203lb (196cm, 92kg) ","   Newark, NJ","   East Side High School","Stony Brook"
