"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
1,"Carlton Bragg","PF","Cleveland, OHVilla Angela-St. Joseph High School","6'9''",220,89,"Kansas","carlton-bragg","https://www.sports-reference.com/cbb/players/carlton-bragg-1.html","https://www.sports-reference.com/cbb/players/carlton-braggjr-1.html","Carlton Bragg Jr.","        Forward  ","6-10, 225lb (208cm, 102kg) ","   Cleveland, OH","   Villa Angela-St. Joseph HS","Schools: Kansas and New Mexico"
2,"Luke Kennard","SG","Franklin, OHFranklin High School","6'5''",180,89,"Duke","luke-kennard","https://www.sports-reference.com/cbb/players/luke-kennard-1.html","https://www.sports-reference.com/cbb/players/luke-kennard-1.html","Luke Kennard","        Guard  ","6-5, 180lb (196cm, 81kg) ","   Franklin, OH","   Franklin HS","Duke"
3,"Esa Ahmad","SF","Shaker Heights, OHShaker Heights High School","6'8''",218,86,"West Virginia","esa-ahmad","https://www.sports-reference.com/cbb/players/esa-ahmad-1.html","https://www.sports-reference.com/cbb/players/esa-ahmad-1.html","Esa Ahmad","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Cleveland, OH","   Shaker Heights HS","West Virginia"
4,"A.J. Harris","PG","Dayton, OHDunbar High School","5'9''",150,84,"Ohio State","aj-harris","https://www.sports-reference.com/cbb/players/aj-harris-1.html","https://www.sports-reference.com/cbb/players/aj-harris-2.html","A.J. Harris","        Guard  ","5-9, 170lb (175cm, 77kg) ","   Dayton, OH","   Dunbar HS","Schools: Ohio State and New Mexico State"
5,"Kyle Ahrens","SG","Versailles, OHVersailles High School","6'5''",180,80,"Michigan St","kyle-ahrens","https://www.sports-reference.com/cbb/players/kyle-ahrens-1.html","https://www.sports-reference.com/cbb/players/kyle-ahrens-1.html","Kyle Ahrens","        Guard  ","6-6, 210lb (198cm, 95kg) ","   Versailles, OH","   Versailles HS","Michigan State"
6,"Nate Fowler","C","Cincinnati, OHMoeller High School","6'9''",235,80,"Butler","nate-fowler","https://www.sports-reference.com/cbb/players/nate-fowler-1.html","https://www.sports-reference.com/cbb/players/nate-fowler-1.html","Nate Fowler","        Center  ","6-10, 240lb (208cm, 108kg) ","   Cincinnati, OH","   Moeller HS","Butler"
9,"Ahmad Wagner","PF","Huber Heights, OHWayne High School","6'7''",215,78,"Iowa","ahmad-wagner","https://www.sports-reference.com/cbb/players/ahmad-wagner-1.html","https://www.sports-reference.com/cbb/players/ahmad-wagner-1.html","Ahmad Wagner","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Yellow Springs, OH","   Wayne HS","Iowa"
10,"Josh Williams","PG","Akron, OHSt. Vincent-St. Mary High School","6'1''",175,77,"Akron","josh-williams","https://www.sports-reference.com/cbb/players/josh-williams-1.html","https://www.sports-reference.com/cbb/players/josh-williams-5.html","Josh Williams","        Guard  ","6-2, 195lb (188cm, 88kg) ","   Akron, OH","   St. Vincent St. Mary High School","Schools: Akron and Robert Morris"
11,"Doug Taylor","C","Columbus, OHNorthland High School","6'8''",220,76,"Ohio","doug-taylor","https://www.sports-reference.com/cbb/players/doug-taylor-1.html","https://www.sports-reference.com/cbb/players/doug-taylor-1.html","Doug Taylor","        Forward  ","6-9, 258lb (206cm, 117kg) ","   Columbus, OH","   Northland High School","Ohio"
12,"Luke Knapke","C","Minster, OHMarion Local High School","6'10''",200,76,"Toledo","luke-knapke","https://www.sports-reference.com/cbb/players/luke-knapke-1.html","https://www.sports-reference.com/cbb/players/luke-knapke-1.html","Luke Knapke","        Center-Forward  ","6-11, 245lb (211cm, 111kg) ","   Maria Stein, OH","   Marion Local High School","Toledo"
14,"Jordan Dartis","SG","Newark, OHNewark High School","6'2''",180,75,"Ohio","jordan-dartis","https://www.sports-reference.com/cbb/players/jordan-dartis-1.html","https://www.sports-reference.com/cbb/players/jordan-dartis-1.html","Jordan Dartis","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Newark, OH","   Newark High School","Ohio"
1,"Drew Eubanks","C","Troutdale, ORReynolds High School","6'8''",215,80,"Oregon St","drew-eubanks","https://www.sports-reference.com/cbb/players/drew-eubanks-1.html","https://www.sports-reference.com/cbb/players/drew-eubanks-1.html","Drew Eubanks","        Forward  ","6-10, 240lb (208cm, 108kg) ","   Troutdale, OR","   Reynolds HS","Oregon State"
2,"Anthony Mathis","SG","West Linn, ORWest Linn High School","6'2''",170,79,"New Mexico","anthony-mathis","https://www.sports-reference.com/cbb/players/anthony-mathis-1.html","https://www.sports-reference.com/cbb/players/anthony-mathis-1.html","Anthony Mathis","        Guard  ","6-3, 175lb (190cm, 79kg) ","   West Linn, OR","   West Linn HS","New Mexico"
4,"Jazz Johnson","PG","Lake Oswego, ORLake Oswego High School","5'11''",170,67,"Portland","jazz-johnson","https://www.sports-reference.com/cbb/players/jazz-johnson-1.html","https://www.sports-reference.com/cbb/players/jazz-johnson-1.html","Jazz Johnson","        Guard  ","5-10, 195lb (178cm, 88kg) ","   Lake Oswego, OR","   Lake Oswego HS","Schools: Portland and Nevada"
1,"Derrick Jones","SF","Philadelphia, PAArchbishop Carroll High School","6'6''",180,88,"UNLV","derrick-jones","https://www.sports-reference.com/cbb/players/derrick-jones-1.html","https://www.sports-reference.com/cbb/players/derrick-jonesjr-1.html","Derrick Jones Jr.","        Forward  ","6-7, 190lb (201cm, 86kg) ","   Chester, PA","   Archbishop John Carroll HS","UNLV"
2,"Horace Spencer","PF","Warminster, PAFindlay College Prep","6'8''",212,85,"Auburn","horace-spencer","https://www.sports-reference.com/cbb/players/horace-spencer-1.html","https://www.sports-reference.com/cbb/players/horace-spencer-1.html","Horace Spencer","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Philadelphia, PA","   Findlay College Prep","Auburn"
3,"Mike Watkins","C","Philadelphia, PAThe Phelps School","6'8''",210,82,"Penn State","mike-watkins","https://www.sports-reference.com/cbb/players/mike-watkins-1.html","https://www.sports-reference.com/cbb/players/mike-watkins-1.html","Mike Watkins","        Forward  ","6-9, 254lb (206cm, 115kg) ","   Philadelphia, PA","   The Phelps School","Penn State"
4,"Levan Alston","SG","Haverford, PAThe Haverford School","6'4''",175,81,"Temple","levan-alston","https://www.sports-reference.com/cbb/players/levan-alston-1.html","https://www.sports-reference.com/cbb/players/levan-alston-1.html","Levan Alston","        Guard  ","6-3 (190cm) ","  Schools: New Orleans and Temple",NA,"Schools: New Orleans and Temple"
5,"Traci Carter","PG","Philadelphia, PALife Center Academy","6'0''",160,80,"Marquette","traci-carter","https://www.sports-reference.com/cbb/players/traci-carter-1.html","https://www.sports-reference.com/cbb/players/traci-carter-1.html","Traci Carter","        Guard  ","6-1, 175lb (185cm, 79kg) ","   Philadelphia, PA","   Life Center Academy","Schools: Marquette and La Salle"
6,"Ernest Aflakpui","C","Radnor, PAArchbishop Carroll High School","6'10''",220,80,"Temple","ernest-aflakpui","https://www.sports-reference.com/cbb/players/ernest-aflakpui-1.html","https://www.sports-reference.com/cbb/players/ernest-aflakpui-1.html","Ernest Aflakpui","        Center  ","6-10, 240lb (208cm, 108kg) ","   Accra, Ghana","   Archbishop Carroll HS","Temple"
10,"Malik Ellison","SF","Bryn Mawr, PALife Center Academy","6'6''",175,77,"St. John's","malik-ellison","https://www.sports-reference.com/cbb/players/malik-ellison-1.html","https://www.sports-reference.com/cbb/players/malik-ellison-1.html","Malik Ellison","        Guard  ","6-6, 215lb (198cm, 97kg) ","   Voorhees, NJ","   Life Center Academy (NJ)","Schools: St. John's (NY) and Pitt"
11,"Samir Doughty","SG","Philadelphia, PAMath, Civics and Sciences Charter School","6'3''",180,76,"VCU","samir-doughty","https://www.sports-reference.com/cbb/players/samir-doughty-1.html","https://www.sports-reference.com/cbb/players/samir-doughty-1.html","Samir Doughty","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Philadelphia, PA","   Math Civics & Sciences HS","Schools: VCU and Auburn"
12,"Ahmad Gilbert","SF","Philadelphia, PAConstitution High School","6'6''",NA,72,"Minnesota","ahmad-gilbert","https://www.sports-reference.com/cbb/players/ahmad-gilbert-1.html","https://www.sports-reference.com/cbb/players/ahmad-gilbert-1.html","Ahmad Gilbert","        Guard  ","6-7, 215lb (201cm, 97kg) ","   Philadelphia, PA","   Constitution HS","Schools: Minnesota and Rider"
15,"Nate Sestina","PF","Emporium, PACameron County High School","6'7''",235,62,"Bucknell","nate-sestina","https://www.sports-reference.com/cbb/players/nate-sestina-1.html","https://www.sports-reference.com/cbb/players/nate-sestina-1.html","Nate Sestina","        Forward-Center  ","6-9, 245lb (206cm, 111kg) ","   Emporium, PA","   Cameron County (PA)","Bucknell"
17,"Mustapha Traore","PF","Philadelphia, PAThe Phelps School","6'9''",NA,61,"Monmouth","mustapha-traore","https://www.sports-reference.com/cbb/players/mustapha-traore-1.html","https://www.sports-reference.com/cbb/players/mustapha-traore-1.html","Mustapha Traore","        Forward  ","6-8, 210lb (203cm, 95kg) ","   Philadelphia, PA","   Phelps Prep","Monmouth"
18,"Vincent Eze","PF","Easton, PAPutnam Science Academy","6'8''",NA,61,"Maine","vincent-eze","https://www.sports-reference.com/cbb/players/vincent-eze-1.html","https://www.sports-reference.com/cbb/players/vincent-eze-1.html","Vincent Eze","        Forward  ","6-8, 218lb (203cm, 98kg) ","   Lagos, Nigeria","   Notre Dame HS/Putnam","Maine"
21,"TreVaughn Wilkerson","PF","Philadelphia, PARoman Catholic High School","6'7''",180,58,"Hartford","trevaughn-wilkerson","https://www.sports-reference.com/cbb/players/trevaughn-wilkerson-1.html","https://www.sports-reference.com/cbb/players/trevaughn-wilkerson-1.html","TreVaughn Wilkerson","        Forward  ","6-7, 205lb (201cm, 92kg) ","   Philadelphia, PA","   Roman Catholic HS","Hartford"
23,"Devin Liggeons","SG","Philadelphia, PAImhotep Institute Charter High School","6'3''",185,58,"Wagner","devin-liggeons","https://www.sports-reference.com/cbb/players/devin-liggeons-1.html","https://www.sports-reference.com/cbb/players/devin-liggeons-1.html","Devin Liggeons","        Guard  ","6-3, 190lb (190cm, 86kg) ","   Philadelphia, PA","   Imhotep Charter School","Wagner"
24,"Paulius Zalys","PF","Pennsburg, PAPerkiomen School","6'7''",NA,57,"Lafayette","paulius-zalys","https://www.sports-reference.com/cbb/players/paulius-zalys-1.html","https://www.sports-reference.com/cbb/players/paulius-zalys-1.html","Paulius Zalys","        Forward  ","6-7, 209lb (201cm, 94kg) ","   Kaunas, Lithuania","   The Perkiomen School (PA)","Lafayette"
25,"Sam Lindgren","PF","Doylestown, PAGermantown Academy","6'6''",200,56,"Colgate","sam-lindgren","https://www.sports-reference.com/cbb/players/sam-lindgren-1.html","https://www.sports-reference.com/cbb/players/sam-lindgren-1.html","Sam Lindgren","        Forward  ","6-6, 210lb (198cm, 95kg) ","   Doylestown, PA","   Germantown Academy (PA)","Colgate"
1,"P.J. Dozier","PG","Columbia, SCSpring Valley High School","6'6''",185,90,"South Carolina","pj-dozier","https://www.sports-reference.com/cbb/players/pj-dozier-1.html","https://www.sports-reference.com/cbb/players/pj-dozier-1.html","PJ Dozier","        Guard  ","6-7, 185lb (201cm, 83kg) ","   Columbia, SC","   Spring Valley HS","South Carolina"
2,"Tevin Mack","SF","Columbia, SCDreher High School","6'7''",200,86,"Texas","tevin-mack","https://www.sports-reference.com/cbb/players/tevin-mack-1.html","https://www.sports-reference.com/cbb/players/tevin-mack-1.html","Tevin Mack","        Guard  ","6-6, 225lb (198cm, 102kg) ","   Columbia, SC","   Dreher HS","Schools: Texas and Alabama"
1,"Skal Labissiere","C","Memphis, TNLausanne Collegiate School","6'10''",210,96,"Kentucky","skal-labissiere","https://www.sports-reference.com/cbb/players/skal-labissiere-1.html","https://www.sports-reference.com/cbb/players/skal-labissiere-1.html","Skal Labissiere","        Forward  ","6-11, 225lb (211cm, 102kg) ","   Port-au-prince, Haiti","   Evangelical Christian (TN) / Lausanne Collegiate (TN)","Kentucky"
2,"Dedric Lawson","PF","Memphis, TNHamilton High School","6'8''",195,89,"Memphis","dedric-lawson","https://www.sports-reference.com/cbb/players/dedric-lawson-1.html","https://www.sports-reference.com/cbb/players/dedric-lawson-1.html","Dedric Lawson","        Guard-Forward  ","6-9, 235lb (206cm, 106kg) ","   Memphis, TN","   Hamilton HS","Schools: Memphis and Kansas"
3,"K.J. Lawson","SF","Memphis, TNHamilton High School","6'7''",200,86,"Memphis","kj-lawson","https://www.sports-reference.com/cbb/players/kj-lawson-1.html","https://www.sports-reference.com/cbb/players/kj-lawson-1.html","K.J. Lawson","        Guard-Forward  ","6-8, 210lb (203cm, 95kg) ","   Memphis, TN","   Hamilton HS","Schools: Memphis and Kansas"
4,"Lagerald Vick","SG","Memphis, TNDouglass High School","6'5''",185,85,"Kansas","lagerald-vick","https://www.sports-reference.com/cbb/players/lagerald-vick-1.html","https://www.sports-reference.com/cbb/players/lagerald-vick-1.html","Lagerald Vick","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Memphis, TN","   Douglass HS","Kansas"
5,"Nick Marshall","C","Lexington, TNLexington High School","6'11''",220,85,"Memphis","nick-marshall","https://www.sports-reference.com/cbb/players/nick-marshall-1.html","https://www.sports-reference.com/cbb/players/nick-marshall-1.html","Nick Marshall","        Forward  ","6-10, 230lb (208cm, 104kg) ","   Lexington, TN","   Lexington HS","Memphis"
7,"Andrew Fleming","SG","Nashville, TNOak Hill Academy","6'5''",205,78,"Iowa","andrew-fleming","https://www.sports-reference.com/cbb/players/andrew-fleming-1.html","https://www.sports-reference.com/cbb/players/andrew-fleming-2.html","Andrew Fleming","        Guard  ","6-5, 197lb (196cm, 89kg) ","   Nashville, TN","   Ensworth HS (TN) / Oak Hill (VA)","Schools: Iowa and Lipscomb"
8,"Nych Smith","PG","Memphis, TNWhite Station High School","5'10''",170,77,"Fordham","nych-smith","https://www.sports-reference.com/cbb/players/nych-smith-1.html","https://www.sports-reference.com/cbb/players/nych-smith-1.html","Nych Smith","        Guard  ","5-10, 180lb (178cm, 81kg) ","   Memphis, TN","   White Station HS","Schools: Fordham and Winthrop"
1,"Tyler Davis","C","Plano, TXPlano West High School","6'10''",270,88,"Texas A&M","tyler-davis","https://www.sports-reference.com/cbb/players/tyler-davis-1.html","https://www.sports-reference.com/cbb/players/tyler-davis-5.html","Tyler Davis","        Center  ","6-10, 265lb (208cm, 120kg) ","   Plano, TX","   Plano West HS","Texas A&M"
2,"Elijah Thomas","C","Lancaster, TXLancaster High School","6'9''",230,88,"Texas A&M","elijah-thomas","https://www.sports-reference.com/cbb/players/elijah-thomas-1.html","https://www.sports-reference.com/cbb/players/elijah-thomas-1.html","Elijah Thomas","        Forward  ","6-9, 245lb (206cm, 111kg) ","   Dallas, TX","   Lancaster HS","Schools: Texas A&M and Clemson"
3,"Jawun Evans","PG","Dallas, TXJustin F. Kimball High School","6'0''",180,87,"Oklahoma State","jawun-evans","https://www.sports-reference.com/cbb/players/jawun-evans-1.html","https://www.sports-reference.com/cbb/players/jawun-evans-1.html","Jawun Evans","        Guard  ","6-0, 175lb (183cm, 79kg) ","   Dallas, TX","   Kimball HS","Oklahoma State"
4,"D.J. Hogg","SF","Plano, TXPlano West High School","6'7''",205,87,"Texas A&M","dj-hogg","https://www.sports-reference.com/cbb/players/dj-hogg-1.html","https://www.sports-reference.com/cbb/players/dj-hogg-1.html","DJ Hogg","        Forward  ","6-8, 216lb (203cm, 97kg) ","   Plano, TX","   Plano West HS","Texas A&M"
5,"King McClure","SG","Ovilla, TXTriple A Academy","6'3''",200,87,"Baylor","king-mcclure","https://www.sports-reference.com/cbb/players/king-mcclure-1.html","https://www.sports-reference.com/cbb/players/king-mcclure-1.html","King McClure","        Guard  ","6-3, 215lb (190cm, 97kg) ","   Dallas, TX","   Triple A Academy (TX)","Baylor"
6,"Kerwin Roach Jr.","PG","Houston, TXNorth Shore High School","6'3''",160,86,"Texas","kerwin-roachjr","https://www.sports-reference.com/cbb/players/kerwin-roachjr-1.html","https://www.sports-reference.com/cbb/players/kerwin-roachjr-1.html","Kerwin Roach Jr.","        Guard  ","6-4, 180lb (193cm, 81kg) ","   Houston, TX","   North Shore HS","Texas"
7,"Austin Grandstaff","SG","Rockwall, TXRockwall High School","6'5''",190,86,"Ohio State","austin-grandstaff","https://www.sports-reference.com/cbb/players/austin-grandstaff-1.html","https://www.sports-reference.com/cbb/players/austin-grandstaff-1.html","Austin Grandstaff","        Guard  ","6-4, 188lb (193cm, 85kg) ","   Rowlett, TX","   Rockwall HS","Schools: Ohio State and DePaul"
8,"Admon Gilder","SG","Dallas, TXJames Madison High School","6'3''",185,85,"Texas A&M","admon-gilder","https://www.sports-reference.com/cbb/players/admon-gilder-1.html","https://www.sports-reference.com/cbb/players/admon-gilder-1.html","Admon Gilder","        Guard  ","6-4, 199lb (193cm, 90kg) ","   Dallas, TX","   Madison HS","Texas A&M"
9,"Matt McQuaid","SG","Duncanville, TXDuncanville High School","6'4''",175,85,"Michigan St","matt-mcquaid","https://www.sports-reference.com/cbb/players/matt-mcquaid-1.html","https://www.sports-reference.com/cbb/players/matt-mcquaid-1.html","Matt McQuaid","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Duncanville, TX","   Duncanville HS","Michigan State"
10,"Rashard Odomes","SF","Copperas Cove, TXCopperas Cove High School","6'7''",205,81,"Oklahoma","rashard-odomes","https://www.sports-reference.com/cbb/players/rashard-odomes-1.html","https://www.sports-reference.com/cbb/players/rashard-odomes-1.html","Rashard Odomes","        Guard  ","6-6, 217lb (198cm, 98kg) ","   Copperas Cove, TX","   Copperas Cove HS","Oklahoma"
12,"Djery Baptiste","C","Plano, TXPrestonwood Christian Academy","6'11''",250,80,"Vanderbilt","djery-baptiste","https://www.sports-reference.com/cbb/players/djery-baptiste-1.html","https://www.sports-reference.com/cbb/players/djery-baptiste-1.html","Djery Baptiste","        Forward-Center  ","6-10, 235lb (208cm, 106kg) ","   Gonaives, Haiti","   Prestonwood Christian HS","Schools: Vanderbilt and UMass"
13,"Dante Williams","C","Dallas, TXBowie High School","6'11''",255,80,"Kansas St","dante-williams","https://www.sports-reference.com/cbb/players/dante-williams-1.html","https://www.sports-reference.com/cbb/players/dante-williams-3.html","Dante Williams","        Forward  ","7-0, 255lb (213cm, 115kg) ","   Arlington, TX","   Bowie HS","Kansas State"
14,"Chris Harris","C","Houston, TXMadison High School","6'9''",200,80,"Houston","chris-harris","https://www.sports-reference.com/cbb/players/chris-harris-1.html","https://www.sports-reference.com/cbb/players/chris-harris-3.html","Chris Harris","        Center  ","6-10, 245lb (208cm, 111kg) ","   Houston, TX","   Madison HS","Houston"
15,"Paul Thomas","PF","Houston, TXSummer Creek High School","6'8''",190,80,"UTEP","paul-thomas","https://www.sports-reference.com/cbb/players/paul-thomas-1.html","https://www.sports-reference.com/cbb/players/paul-thomas-1.html","Paul Thomas","        Forward  ","6-8, 210lb (203cm, 95kg) ","   Houston, TX","   Summer Creek HS","UTEP"
16,"Christian James","SF","Houston, TXBellaire High School","6'4''",205,80,"Oklahoma","christian-james","https://www.sports-reference.com/cbb/players/christian-james-1.html","https://www.sports-reference.com/cbb/players/christian-james-1.html","Christian James","        Guard  ","6-4, 213lb (193cm, 96kg) ","   Houston, TX","   Bellaire HS","Oklahoma"
17,"Mickey Mitchell","SF","Plano, TXPlano West High School","6'7''",220,80,"Ohio State","mickey-mitchell","https://www.sports-reference.com/cbb/players/mickey-mitchell-1.html","https://www.sports-reference.com/cbb/players/mickey-mitchell-1.html","Mickey Mitchell","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Orlando, FL","   Plano West HS","Schools: Ohio State and Arizona State"
18,"Wendell Mitchell","SG","Rockdale, TXRockdale High School","6'3''",175,79,"Baylor","wendell-mitchell","https://www.sports-reference.com/cbb/players/wendell-mitchell-1.html","https://www.sports-reference.com/cbb/players/wendell-mitchell-1.html","Wendell Mitchell","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Rockdale, TX","   Rockdale HS","Schools: Baylor and Texas A&M"
20,"E'Torrion Wilridge","SF","Beaumont, TXCentral High School","6'7''",200,79,"Georgia","etorrion-wilridge","https://www.sports-reference.com/cbb/players/etorrion-wilridge-1.html","https://www.sports-reference.com/cbb/players/etorrion-wilridge-1.html","E'Torrion Wilridge","        Forward  ","6-6, 220lb (198cm, 99kg) ","   Beaumont, TX","   Beaumont Central High School","Georgia"
21,"Marquez Letcher-Ellis","SF","Houston, TXMontverde Academy","6'7''",205,78,"Rice","marquez-letcher-ellis","https://www.sports-reference.com/cbb/players/marquez-letcher-ellis-1.html","https://www.sports-reference.com/cbb/players/marquez-letcher-ellis-1.html","Marquez Letcher-Ellis","        Forward  ","6-7, 205lb (201cm, 92kg) ","   Houston, TX","   Montverde Academy (FL)","Rice"
22,"Rickey Brice","C","Dallas, TXPantego Christian Academy","7'0''",260,78,"North Texas","rickey-brice","https://www.sports-reference.com/cbb/players/rickey-brice-1.html","https://www.sports-reference.com/cbb/players/rickey-bricejr-1.html","Rickey Brice Jr.","        Center  ","7-0, 260lb (213cm, 117kg) ","   Arlington, TX","   Pantego Christian HS","North Texas"
23,"Jarrey Foster","SF","Houston, TXNorth Shore High School","6'4''",180,78,"SMU","jarrey-foster","https://www.sports-reference.com/cbb/players/jarrey-foster-1.html","https://www.sports-reference.com/cbb/players/jarrey-foster-1.html","Jarrey Foster","        Guard  ","6-6, 220lb (198cm, 99kg) ","   Houston, TX","   North Shore HS","SMU"
24,"Jordan Jackson","SG","Houston, TXSt. Pius X High School","6'3''",175,78,"Texas Tech","jordan-jackson","https://www.sports-reference.com/cbb/players/jordan-jackson-1.html","https://www.sports-reference.com/cbb/players/jordan-jackson-1.html","Jordan Jackson","        Guard  ","6-2, 185lb (188cm, 83kg) ","   Houston, TX","   St. Pius X HS","Schools: Northern Kentucky and Texas Tech"
26,"Tyler Williams","SG","Plano, TXHebron High School","6'4''",180,78,"San Diego","tyler-williams","https://www.sports-reference.com/cbb/players/tyler-williams-1.html","https://www.sports-reference.com/cbb/players/tyler-williams-3.html","Tyler Williams","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Plano, TX","   Hebron HS","San Diego"
27,"Jordan Hunter","SG","Beaumont, TXOzen High School","5'11''",160,78,"New Mexico","jordan-hunter","https://www.sports-reference.com/cbb/players/jordan-hunter-1.html","https://www.sports-reference.com/cbb/players/jordan-hunter-1.html","Jordan Hunter","        Guard  ","5-11, 180lb (180cm, 81kg) ","   Beaumont, TX","   Ozen High School","Schools: New Mexico and Lamar"
28,"Jordan Murphy","SF","San Antonio, TXWilliam J. Brennan High School","6'7''",220,77,"Minnesota","jordan-murphy","https://www.sports-reference.com/cbb/players/jordan-murphy-1.html","https://www.sports-reference.com/cbb/players/jordan-murphy-1.html","Jordan Murphy","        Forward  ","6-6, 250lb (198cm, 113kg) ","   San Antonio, TX","   Brennan HS","Minnesota"
31,"Jesse Pistokache","SG","Mission, TXJohnson Ferry Christian Academy","6'3''",NA,75,"Richmond","jesse-pistokache","https://www.sports-reference.com/cbb/players/jesse-pistokache-1.html","https://www.sports-reference.com/cbb/players/jesse-pistokache-1.html","Jesse Pistokache","        Guard  ","6-2, 180lb (188cm, 81kg) ","   Mission, TX","   Sharyland High School","Richmond"
37,"Dorian Chatman","SF","Port Arthur, TXMemorial High School","6'6''",200,69,"Lamar","dorian-chatman","https://www.sports-reference.com/cbb/players/dorian-chatman-1.html","https://www.sports-reference.com/cbb/players/dorian-chatman-1.html","Dorian Chatman","        Forward  ","6-6, 224lb (198cm, 101kg) ","   Port Arthur, TX","   Memorial High School","Lamar"
39,"Hassan Thomas","PF","Plano, TXWoodrow Wilson High School","6'7''",200,65,"UIC","hassan-thomas","https://www.sports-reference.com/cbb/players/hassan-thomas-1.html","https://www.sports-reference.com/cbb/players/hassan-thomas-1.html","Hassan Thomas","        Forward  ","6-7, 200lb (201cm, 90kg) ","   Dallas, TX","   Woodrow Wilson High School","UIC"
1,"Jesse Wade","PG","Kaysville, UTDavis High School","6'1''",175,80,"Gonzaga","jesse-wade","https://www.sports-reference.com/cbb/players/jesse-wade-1.html","https://www.sports-reference.com/cbb/players/jesse-wade-1.html","Jesse Wade","        Guard  ","6-1, 175lb (185cm, 79kg) ","   Kaysville, UT","   Davis High School","Schools: Gonzaga and BYU"
3,"Jake Lindsey","PG","Sandy, UTOlympus High School","6'5''",190,75,"Baylor","jake-lindsey","https://www.sports-reference.com/cbb/players/jake-lindsey-1.html","https://www.sports-reference.com/cbb/players/jake-lindsey-1.html","Jake Lindsey","        Guard  ","6-5, 200lb (196cm, 90kg) ","   Houston, TX","   Olympus HS","Baylor"
4,"Zac Seljaas","SF","Bountiful, UTBountiful High School","6'7''",210,75,"BYU","zac-seljaas","https://www.sports-reference.com/cbb/players/zac-seljaas-1.html","https://www.sports-reference.com/cbb/players/zac-seljaas-1.html","Zac Seljaas","        Guard  ","6-7, 215lb (201cm, 97kg) ","   Bountiful, UT","   Bountiful HS","BYU"
5,"Noah Togiai","SF","West Valley City, UTHunter High School","6'5''",215,75,"Oregon St","noah-togiai","https://www.sports-reference.com/cbb/players/noah-togiai-1.html","https://www.sports-reference.com/cbb/players/noah-togiai-1.html","Noah Togiai","        Guard  ","6-4, 214lb (193cm, 97kg) ","   West Valley City, UT","   Hunter HS","Oregon State"
6,"Brock Miller","SG","Salt Lake City, UTBrighton High School","6'5''",190,70,"Utah State","brock-miller","https://www.sports-reference.com/cbb/players/brock-miller-1.html","https://www.sports-reference.com/cbb/players/brock-miller-1.html","Brock Miller","        Guard  ","6-6, 200lb (198cm, 90kg) ","   Sandy, UT","   Brighton High School","Utah State"
10,"Richard Harward","C","Orem, UTOrem High School","6'9''",255,62,"Utah Valley","richard-harward","https://www.sports-reference.com/cbb/players/richard-harward-1.html","https://www.sports-reference.com/cbb/players/richard-harward-1.html","Richard Harward","        Center  ","6-11, 255lb (211cm, 115kg) ","   Orem, UT","   Orem High School","Utah Valley"
12,"Riley Court","SF","Pleasant Grove, UTPleasant Grove High School","6'4''",190,60,"Weber State","riley-court","https://www.sports-reference.com/cbb/players/riley-court-1.html","https://www.sports-reference.com/cbb/players/riley-court-1.html","Riley Court","        Guard  ","6-4, 180lb (193cm, 81kg) ","   Pleasant Grove, UT","   Pleasant Grove High School","Weber State"
1,"Chris Clarke","SF","Virginia Beach, VACape Henry Collegiate School","6'6''",190,85,"Virginia Tech","chris-clarke","https://www.sports-reference.com/cbb/players/chris-clarke-1.html","https://www.sports-reference.com/cbb/players/chris-clarke-2.html","Chris Clarke","        Forward-Guard  ","6-6, 205lb (198cm, 92kg) ","   Virginia Beach, VA","   Cape Henry Collegiate school","Virginia Tech"
2,"Josh Reaves","SG","Fairfax, VAOak Hill Academy","6'4''",185,84,"Penn State","josh-reaves","https://www.sports-reference.com/cbb/players/josh-reaves-1.html","https://www.sports-reference.com/cbb/players/josh-reaves-1.html","Josh Reaves","        Guard  ","6-5, 214lb (196cm, 97kg) ","   Fairfax, VA","   Oak Hill Academy","Penn State"
3,"Kenny Williams","SG","Chesterfield, VALloyd C. Bird High School","6'3''",175,83,"UNC","kenny-williams","https://www.sports-reference.com/cbb/players/kenny-williams-1.html","https://www.sports-reference.com/cbb/players/kenny-williams-3.html","Kenny Williams","        Guard  ","6-4, 185lb (193cm, 83kg) ","   Midlothian, VA","   Bird HS","UNC"
4,"Marcus Derrickson","PF","Fairfax, VABrewster Academy","6'7''",250,82,"Georgetown","marcus-derrickson","https://www.sports-reference.com/cbb/players/marcus-derrickson-1.html","https://www.sports-reference.com/cbb/players/marcus-derrickson-1.html","Marcus Derrickson","        Forward  ","6-7, 250lb (201cm, 113kg) ","   Bowie, MD","   Brewster Academy (NH)","Georgetown"
