"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
3,"Reed Nikko","C","Maple Grove, MNMaple Grove High School","6'8''",NA,77,"Missouri","reed-nikko","https://www.sports-reference.com/cbb/players/reed-nikko-1.html","https://www.sports-reference.com/cbb/players/reed-nikko-1.html","Reed Nikko","        Forward  ","6-10, 250lb (208cm, 113kg) ","   Maple Grove, MN","   Maple Grove Senior High School","Missouri"
1,"Mario Kegler","SF","Jackson, MSOak Hill Academy","6'8''",218,86,"Mississippi State","mario-kegler","https://www.sports-reference.com/cbb/players/mario-kegler-1.html","https://www.sports-reference.com/cbb/players/mario-kegler-1.html","Mario Kegler","        Guard  ","6-7, 230lb (201cm, 104kg) ","   Jackson, MS","   Oak Hill Academy","Schools: Mississippi State and Baylor"
2,"Tyson Carter","PG","Starkville, MSStarkville Academy","6'4''",170,80,"Mississippi State","tyson-carter","https://www.sports-reference.com/cbb/players/tyson-carter-1.html","https://www.sports-reference.com/cbb/players/tyson-carter-1.html","Tyson Carter","        Guard  ","6-4, 170lb (193cm, 77kg) ","   Starkville, MS","   Starkville High School","Mississippi State"
3,"Darius Hicks","PF","Quitman, MS22ft Academy","6'7''",230,75,"NC State","darius-hicks","https://www.sports-reference.com/cbb/players/darius-hicks-1.html","https://www.sports-reference.com/cbb/players/darius-hicks-1.html","Darius Hicks","        Forward  ","6-8, 235lb (203cm, 106kg) ","   Quitman, MS","   22ft Basketball Academy","Schools: NC State and Eastern Kentucky"
1,"Jayson Tatum","SF","Saint Louis, MOChaminade College Prep","6'8''",175,97,"Duke","jayson-tatum","https://www.sports-reference.com/cbb/players/jayson-tatum-1.html","https://www.sports-reference.com/cbb/players/jayson-tatum-1.html","Jayson Tatum","        Forward  ","6-8, 205lb (203cm, 92kg) ","   St. Louis, MO","   Chaminade College Preparatory School","Duke"
2,"Tyler Cook","PF","Saint Louis, MOChaminade College Prep","6'9''",240,87,"Iowa","tyler-cook","https://www.sports-reference.com/cbb/players/tyler-cook-1.html","https://www.sports-reference.com/cbb/players/tyler-cook-1.html","Tyler Cook","        Forward  ","6-9, 250lb (206cm, 113kg) ","   St. Louis, MO","   Chaminade College Preparatory School","Iowa"
3,"Xavier Sneed","SF","Saint Louis, MOHazelwood Central High School","6'5''",190,79,"Kansas St","xavier-sneed","https://www.sports-reference.com/cbb/players/xavier-sneed-1.html","https://www.sports-reference.com/cbb/players/xavier-sneed-1.html","Xavier Sneed","        Forward  ","6-5, 220lb (196cm, 99kg) ","   St. Louis, MO","   Hazelwood Central HIgh School","Kansas State"
4,"Will Gladson","C","Saint Louis, MOChaminade College Prep","6'10''",NA,74,"Princeton","will-gladson","https://www.sports-reference.com/cbb/players/will-gladson-1.html","https://www.sports-reference.com/cbb/players/will-gladson-1.html","Will Gladson","        Forward  ","6-10, 240lb (208cm, 108kg) ","   Chesterfield, MO","   Chaminade College Preparatory School","Princeton"
1,"Zach Collins","C","Las Vegas, NVBishop Gorman High School","6'11''",220,88,"Gonzaga","zach-collins","https://www.sports-reference.com/cbb/players/zach-collins-1.html","https://www.sports-reference.com/cbb/players/zach-collins-1.html","Zach Collins","        Forward  ","7-0, 230lb (213cm, 104kg) ","   Las Vegas, NV","   Bishop Gorman High School","Gonzaga"
1,"Wenyen Gabriel","PF","Manchester, NHWilbraham & Monson Academy","6'9''",210,94,"Kentucky","wenyen-gabriel","https://www.sports-reference.com/cbb/players/wenyen-gabriel-1.html","https://www.sports-reference.com/cbb/players/wenyen-gabriel-1.html","Wenyen Gabriel","        Forward  ","6-9, 213lb (206cm, 96kg) ","   Manchester, NH","   Wilbraham & Monson Academy","Kentucky"
1,"Tyus Battle","SF","Edison, NJSt. Joseph High School","6'5''",220,88,"Syracuse","tyus-battle","https://www.sports-reference.com/cbb/players/tyus-battle-1.html","https://www.sports-reference.com/cbb/players/tyus-battle-1.html","Tyus Battle","        Guard  ","6-6, 205lb (198cm, 92kg) ","   Edison, NJ","   Gill ST. Bernard's School","Syracuse"
2,"Taurean Thompson","PF","Jersey City, NJBrewster Academy","6'9''",220,82,"Syracuse","taurean-thompson","https://www.sports-reference.com/cbb/players/taurean-thompson-1.html","https://www.sports-reference.com/cbb/players/taurean-thompson-1.html","Taurean Thompson","        Forward  ","6-11, 215lb (211cm, 97kg) ","   New York, NY","   Brewster Academy","Schools: Syracuse and Seton Hall"
3,"Temple Gibbs","SG","Scotch Plains, NJSeton Hall Prep","6'3''",190,82,"Notre Dame","temple-gibbs","https://www.sports-reference.com/cbb/players/temple-gibbs-1.html","https://www.sports-reference.com/cbb/players/temple-gibbs-1.html","Temple Gibbs","        Guard  ","6-3, 194lb (190cm, 87kg) ","   Scotch Plains, NJ","   Seton Hall Preparatory School","Notre Dame"
4,"Myles Powell","SG","Trenton, NJSouth Kent School","6'2''",195,82,"Seton Hall","myles-powell","https://www.sports-reference.com/cbb/players/myles-powell-1.html","https://www.sports-reference.com/cbb/players/myles-powell-1.html","Myles Powell","        Guard  ","6-2, 195lb (188cm, 88kg) ","   Trenton, NJ","   South Kent School","Seton Hall"
5,"Bryce Aiken","PG","Randolph, NJThe Patrick School","6'0''",185,82,"Harvard","bryce-aiken","https://www.sports-reference.com/cbb/players/bryce-aiken-1.html","https://www.sports-reference.com/cbb/players/bryce-aiken-1.html","Bryce Aiken","        Guard  ","6-0, 175lb (183cm, 79kg) ","   Randolph, NJ","   The Patrick School","Harvard"
8,"Breein Tyree","PG","Metuchen, NJSt. Joseph High School","6'2''",178,77,"Ole Miss","breein-tyree","https://www.sports-reference.com/cbb/players/breein-tyree-1.html","https://www.sports-reference.com/cbb/players/breein-tyree-1.html","Breein Tyree","        Guard  ","6-2, 195lb (188cm, 88kg) ","   Somerset, NJ","   St. Joseph High School","Ole Miss"
10,"Cyril Langevine","PF","East Orange, NJThe Patrick School","6'8''",NA,70,"Rhode Island","cyril-langevine","https://www.sports-reference.com/cbb/players/cyril-langevine-1.html","https://www.sports-reference.com/cbb/players/cyril-langevine-1.html","Cyril Langevine","        Forward  ","6-8, 225lb (203cm, 102kg) ","   East Orange, NJ","   The Patrick School","Rhode Island"
11,"Pat Andree","PF","Colts Neck, NJChristian Brothers Academy","6'7''",205,70,"Lehigh","pat-andree","https://www.sports-reference.com/cbb/players/pat-andree-1.html","https://www.sports-reference.com/cbb/players/pat-andree-1.html","Pat Andree","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Colts Neck, NJ","   Christian Brothers Academy","Lehigh"
13,"Matt Bullock","SF","Elizabeth, NJRoselle Catholic High School","6'4''",230,64,"Rutgers","matt-bullock","https://www.sports-reference.com/cbb/players/matt-bullock-1.html","https://www.sports-reference.com/cbb/players/matt-bullock-1.html","Matt Bullock","        Forward  ","6-4, 260lb (193cm, 117kg) ","   Elizabeth, NJ","   Roselle Catholic High School","Rutgers"
14,"James Scott","SF","Sparta, NJSaint Benedict's Prep","6'4''",185,63,"Kennesaw St","james-scott","https://www.sports-reference.com/cbb/players/james-scott-1.html","https://www.sports-reference.com/cbb/players/james-scott-2.html","James Scott","        Guard  ","6-5, 185lb (196cm, 83kg) ","   Union, NJ","   Saint Benedict's Preparaory School","Schools: Kennesaw State and Temple"
15,"Max Mahoney","PF","Basking Ridge, NJRidge High School","6'7''",200,63,"Boston U","max-mahoney","https://www.sports-reference.com/cbb/players/max-mahoney-1.html","https://www.sports-reference.com/cbb/players/max-mahoney-1.html","Max Mahoney","        Forward  ","6-8, 235lb (203cm, 106kg) ","   Basking Ridge, NJ","   Ridge Hill School","Boston University"
17,"Brandon Anderson","PG","Mahwah, NJDon Bosco High School","6'0''",160,60,"Brown","brandon-anderson","https://www.sports-reference.com/cbb/players/brandon-anderson-1.html","https://www.sports-reference.com/cbb/players/brandon-anderson-2.html","Brandon Anderson","        Guard  ","6-1, 170lb (185cm, 77kg) ","   Mahwah, NJ","   Don Bosco Preparatory High School","Brown"
19,"Sa'eed Nelson","PG","Pleasantville, NJSaint Augustine Prep","5'11''",NA,59,"American","saeed-nelson","https://www.sports-reference.com/cbb/players/saeed-nelson-1.html","https://www.sports-reference.com/cbb/players/saeed-nelson-1.html","Sa'eed Nelson","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Pleasantville, NJ","   St. Augustine College Preparatory School","American"
20,"Shyquan Gibbs","PG","Jersey City, NJSt. Anthony High School","6'1''",150,59,"NJIT","shyquan-gibbs","https://www.sports-reference.com/cbb/players/shyquan-gibbs-1.html","https://www.sports-reference.com/cbb/players/shyquan-gibbs-1.html","Shyquan Gibbs","        Guard  ","6-1, 150lb (185cm, 68kg) ","   Hillside, NJ","   St. Anthony High Schoool","NJIT"
21,"Richmond Aririguzoh","PF","Trenton, NJTrenton Catholic Academy","6'8''",205,59,"Princeton","richmond-aririguzoh","https://www.sports-reference.com/cbb/players/richmond-aririguzoh-1.html","https://www.sports-reference.com/cbb/players/richmond-aririguzoh-1.html","Richmond Aririguzoh","        Center  ","6-9, 230lb (206cm, 104kg) ","   Ewing, NJ","   Trenton Catholic Academy","Princeton"
1,"Rawle Alkins","SF","Brooklyn, NYWord of God Christian Academy","6'4''",200,92,"Arizona","rawle-alkins","https://www.sports-reference.com/cbb/players/rawle-alkins-1.html","https://www.sports-reference.com/cbb/players/rawle-alkins-1.html","Rawle Alkins","        Guard  ","6-5, 220lb (196cm, 99kg) ","   Brooklyn, NY","   Christ the King","Arizona"
2,"Shamorie Ponds","PG","Brooklyn, NYThomas Jefferson High School","6'1''",180,88,"St. John's","shamorie-ponds","https://www.sports-reference.com/cbb/players/shamorie-ponds-1.html","https://www.sports-reference.com/cbb/players/shamorie-ponds-1.html","Shamorie Ponds","        Guard  ","6-1, 175lb (185cm, 79kg) ","   Brooklyn, NY","   Thomas Jefferson High School","St. John's (NY)"
3,"Ty Jerome","PG","New Rochelle, NYIona College Prep","6'5''",180,87,"Virginia","ty-jerome","https://www.sports-reference.com/cbb/players/ty-jerome-1.html","https://www.sports-reference.com/cbb/players/ty-jerome-1.html","Ty Jerome","        Guard  ","6-5, 195lb (196cm, 88kg) ","   New Rochelle, NY","   Iona Preparatory School","Virginia"
4,"Kevin Huerter","SG","Clifton Park, NYShenendehowa Central High School","6'5''",170,86,"Maryland","kevin-huerter","https://www.sports-reference.com/cbb/players/kevin-huerter-1.html","https://www.sports-reference.com/cbb/players/kevin-huerter-1.html","Kevin Huerter","        Guard  ","6-7, 190lb (201cm, 86kg) ","   Clifton Park, NY","   Shenendehowa High School","Maryland"
5,"Mamadou Diarra","PF","Queens, NYPutnam Science Academy","6'8''",215,82,"UConn","mamadou-diarra","https://www.sports-reference.com/cbb/players/mamadou-diarra-1.html","https://www.sports-reference.com/cbb/players/mamadou-diarra-2.html","Mamadou Diarra","        Forward  ","6-8, 225lb (203cm, 102kg) ","   Queens, NY","   Putnam Science Academy","UConn"
6,"Rodney Miller","C","Laurelton, NYOak Hill Academy","6'11''",230,80,"Miami","rodney-miller","https://www.sports-reference.com/cbb/players/rodney-miller-1.html","https://www.sports-reference.com/cbb/players/rodney-miller-1.html","Rodney Miller","        Center  ","7-0, 255lb (213cm, 115kg) ","   Laurelton, NY","   Oak Hill Academy","Miami (FL)"
7,"Quinton Rose","SG","Rochester, NYGreece Athena High School","6'6''",170,80,"Temple","quinton-rose","https://www.sports-reference.com/cbb/players/quinton-rose-1.html","https://www.sports-reference.com/cbb/players/quinton-rose-1.html","Quinton Rose","        Guard  ","6-8, 185lb (203cm, 83kg) ","   Rochester, NY","   Bishop Kearney High School","Temple"
8,"Christian Vital","SG","Queens Village, NYSt. Thomas More School","6'2''",175,77,"UConn","christian-vital","https://www.sports-reference.com/cbb/players/christian-vital-1.html","https://www.sports-reference.com/cbb/players/christian-vital-1.html","Christian Vital","        Guard  ","6-2, 177lb (188cm, 80kg) ","   Queens Village, NY","   St. Thomas More Prep","UConn"
9,"Elijah Hughes","SF","Somers, NYKennedy Catholic High School","6'5''",NA,76,"East Carolina","elijah-hughes","https://www.sports-reference.com/cbb/players/elijah-hughes-1.html","https://www.sports-reference.com/cbb/players/elijah-hughes-1.html","Elijah Hughes","        Forward-Guard  ","6-6, 215lb (198cm, 97kg) ","   Beacon, NY","   John F. Kennedy Catholic High School","Schools: East Carolina and Syracuse"
10,"Travis Atson","SF","Brooklyn, NYNotre Dame Prep","6'5''",185,72,"Tulsa","travis-atson","https://www.sports-reference.com/cbb/players/travis-atson-1.html","https://www.sports-reference.com/cbb/players/travis-atson-1.html","Travis Atson","        Guard-Forward  ","6-5, 205lb (196cm, 92kg) ","   Brooklyn, NY","   Notre Dame Preparatory","Schools: Tulsa and Quinnipiac"
11,"Devonte Green","SG","Huntington Station, NYLong Island Lutheran High School","6'2''",185,72,"Indiana","devonte-green","https://www.sports-reference.com/cbb/players/devonte-green-1.html","https://www.sports-reference.com/cbb/players/devonte-green-1.html","Devonte Green","        Guard  ","6-3, 185lb (190cm, 83kg) ","   North Babylon, NY","   Long Island Lutheran High School","Indiana"
12,"Nathan Knight","PF","Syracuse, NYKimball Union Academy","6'9''",255,67,"William & Mary","nathan-knight","https://www.sports-reference.com/cbb/players/nathan-knight-1.html","https://www.sports-reference.com/cbb/players/nathan-knight-1.html","Nathan Knight","        Forward  ","6-10, 235lb (208cm, 106kg) ","   Syracuse, NY","   Kimball Union Academy","William & Mary"
13,"Tareq Coburn","SF","Rosedale, NYBenjamin Cardozo High School","6'4''",180,66,"St. Bonaventure","tareq-coburn","https://www.sports-reference.com/cbb/players/tareq-coburn-1.html","https://www.sports-reference.com/cbb/players/tareq-coburn-1.html","Tareq Coburn","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Rosedale, NY","   Benjamin N. Cardozo High School","Schools: St. Bonaventure and Hofstra"
14,"Amadi Ikpeze","C","Amherst, NYAmherst Central High School","6'10''",245,65,"St. Bonaventure","amadi-ikpeze","https://www.sports-reference.com/cbb/players/amadi-ikpeze-1.html","https://www.sports-reference.com/cbb/players/amadi-ikpeze-1.html","Amadi Ikpeze","        Center-Forward  ","6-10, 245lb (208cm, 111kg) ","   Buffalo, NY","   Amherst High School","St. Bonaventure"
16,"Anthony Lamb","PF","Rochester, NYGreece Athena High School","6'6''",NA,65,"Vermont","anthony-lamb","https://www.sports-reference.com/cbb/players/anthony-lamb-1.html","https://www.sports-reference.com/cbb/players/anthony-lamb-2.html","Anthony Lamb","        Forward  ","6-6, 227lb (198cm, 102kg) ","   Rochester, NY","   Greece Athena High School","Vermont"
18,"Ray Salnave","SG","Elmont, NYBenjamin Cardozo High School","6'2''",180,64,"Monmouth","ray-salnave","https://www.sports-reference.com/cbb/players/ray-salnave-1.html","https://www.sports-reference.com/cbb/players/ray-salnave-1.html","Ray Salnave","        Guard  ","6-3, 205lb (190cm, 92kg) ","   Elmont, NY","   Benjamin N. Cardozo High School","Monmouth"
19,"Andrew Garcia","SF","Harlem, NYThe Master's School","6'5''",200,63,"Stony Brook","andrew-garcia","https://www.sports-reference.com/cbb/players/andrew-garcia-1.html","https://www.sports-reference.com/cbb/players/andrew-garcia-2.html","Andrew Garcia","        Guard  ","6-5, 228lb (196cm, 103kg) ","   Harlem, NY","   The Masters School","Stony Brook"
20,"Jack Stevens","C","Ithaca, NYKent School","6'10''",215,63,"Holy Cross","jack-stevens","https://www.sports-reference.com/cbb/players/jack-stevens-1.html","https://www.sports-reference.com/cbb/players/jack-stevens-1.html","Jack Stevens","        Center  ","6-10, 240lb (208cm, 108kg) ","   Ithaca, NY","   Kent School","Holy Cross"
21,"Peter Kiss","SG","New York, NYNotre Dame Prep","6'4''",NA,63,"Quinnipiac","peter-kiss","https://www.sports-reference.com/cbb/players/peter-kiss-1.html","https://www.sports-reference.com/cbb/players/peter-kiss-1.html","Peter Kiss","        Guard  ","6-5, 200lb (196cm, 90kg) ","   New York, NY","   Notre Dame Preparatory","Schools: Quinnipiac and Rutgers"
22,"Shawn Montague","SF","Yorktown Heights, NYCanterbury School","6'5''",175,62,"Sacred Heart","shawn-montague","https://www.sports-reference.com/cbb/players/shawn-montague-1.html","https://www.sports-reference.com/cbb/players/shawn-montague-1.html","Shawn Montague","        Guard  ","6-5, 182lb (196cm, 82kg) ","   Yorktown Heights, NY","   Canterbury School","Sacred Heart"
23,"Tyrone Cohen Jr.","SF","Flushing, NYChrist the King High School","6'5''",178,61,"Holy Cross","tyrone-cohenjr","https://www.sports-reference.com/cbb/players/tyrone-cohenjr-1.html","https://www.sports-reference.com/cbb/players/tyrone-cohen-1.html","Tyrone Cohen","        Guard  ","6-5, 190lb (196cm, 86kg) ","   Woodside, NY","   Christ The King Regional High School","Holy Cross"
24,"Troy Temara","PF","Camillus, NYWest Genesee Senior High School","6'8''",220,61,"George Mason","troy-temara","https://www.sports-reference.com/cbb/players/troy-temara-1.html","https://www.sports-reference.com/cbb/players/troy-temara-1.html","Troy Temara","        Forward  ","6-8, 231lb (203cm, 104kg) ","   Syracuse, NY","   West Genesee High School","George Mason"
25,"Will Rayman","PF","New York, NYNew Hampton School","6'7''",190,60,"Colgate","will-rayman","https://www.sports-reference.com/cbb/players/will-rayman-1.html","https://www.sports-reference.com/cbb/players/will-rayman-1.html","Will Rayman","        Forward  ","6-8, 210lb (203cm, 95kg) ","   New York, NY","   New Hampton School","Colgate"
28,"Jamar Brown","PF","Harlem, NYWings Academy","6'8''",228,60,"Wagner","jamar-brown","https://www.sports-reference.com/cbb/players/jamar-brown-1.html","https://www.sports-reference.com/cbb/players/jamar-brown-1.html","Jamar Brown","        Forward  ","6-8, 250lb (203cm, 113kg) ","   Harlem, NY","   Wings Academy","Wagner"
29,"Aaron Walker","SG","Queens, NYBenjamin Cardozo High School","6'2''",195,59,"Manhattan","aaron-walker","https://www.sports-reference.com/cbb/players/aaron-walker-1.html","https://www.sports-reference.com/cbb/players/aaron-walker-1.html","Aaron Walker","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Brooklyn, NY","   Benjamin N. Cardozo High School","Manhattan"
30,"David Cole","PF","Queens, NYChrist the King High School","6'6''",230,59,"Robert Morris","david-cole","https://www.sports-reference.com/cbb/players/david-cole-1.html","https://www.sports-reference.com/cbb/players/david-cole-2.html","David Cole","        Forward  ","6-7, 240lb (201cm, 108kg) ","   Corona, NY","   Christ The King Regional High School","Robert Morris"
32,"Clive Allen","SG","Bronx, NYCardinal Hayes High School","5'11''",175,57,"Robert Morris","clive-allen","https://www.sports-reference.com/cbb/players/clive-allen-1.html","https://www.sports-reference.com/cbb/players/clive-allen-1.html","Clive Allen","        Guard  ","6-0, 180lb (183cm, 81kg) ","   Bronx, NY","   Cardinal Hayes High School","Robert Morris"
34,"Zach Radz","SG","Watervliet, NYSt. Thomas More School","6'3''",NA,56,"Sacred Heart","zach-radz","https://www.sports-reference.com/cbb/players/zach-radz-1.html","https://www.sports-reference.com/cbb/players/zach-radz-1.html","Zach Radz","        Guard  ","6-2, 185lb (188cm, 83kg) ","   Watervliet, NY","   St. Thomas More Prep","Sacred Heart"
1,"Harry Giles","PF","Winston-Salem, NCOak Hill Academy","6'10''",230,97,"Duke","harry-giles","https://www.sports-reference.com/cbb/players/harry-giles-1.html","https://www.sports-reference.com/cbb/players/harry-giles-1.html","Harry Giles","        Forward  ","6-10, 240lb (208cm, 108kg) ","   Winston-salem, NC","   Wesleyan Christian Academy","Duke"
3,"Sacha Killeya-Jones","PF","Chapel Hill, NCVirginia Episcopal School","6'11''",215,92,"Kentucky","sacha-killeya-jones","https://www.sports-reference.com/cbb/players/sacha-killeya-jones-1.html","https://www.sports-reference.com/cbb/players/sacha-killeya-jones-1.html","Sacha Killeya-Jones","        Forward  ","6-11, 220lb (211cm, 99kg) ","   Chapel Hill, NC","   Virginia Episcopal School","Schools: Kentucky and NC State"
4,"Jay Huff","PF","Durham, NCVoyager Academy","6'10''",195,83,"Virginia","jay-huff","https://www.sports-reference.com/cbb/players/jay-huff-1.html","https://www.sports-reference.com/cbb/players/jay-huff-1.html","Jay Huff","        Forward  ","7-1, 232lb (216cm, 105kg) ","   Durham, NC","   Voyager Academy","Virginia"
5,"Grant Williams","PF","Charlotte, NCProvidence Day School","6'7''",230,81,"Tennessee","grant-williams","https://www.sports-reference.com/cbb/players/grant-williams-1.html","https://www.sports-reference.com/cbb/players/grant-williams-1.html","Grant Williams","        Forward  ","6-7, 236lb (201cm, 107kg) ","   Charlotte, NC","   Providence Day School","Tennessee"
6,"Jalen Johnson","SG","High Point, NCWesleyan Christian Academy","6'6''",180,81,"Tennessee","jalen-johnson","https://www.sports-reference.com/cbb/players/jalen-johnson-1.html","https://www.sports-reference.com/cbb/players/jalen-johnson-1.html","Jalen Johnson","        Guard  ","6-6, 187lb (198cm, 84kg) ","   Durham, NC","   Wesleyan Christian Academy","Tennessee"
7,"Kwe Parker","SG","Fayetteville, NCWesleyan Christian Academy","6'2''",165,80,"Tennessee","kwe-parker","https://www.sports-reference.com/cbb/players/kwe-parker-1.html","https://www.sports-reference.com/cbb/players/kwe-parker-1.html","Kwe Parker","        Guard  ","6-1, 181lb (185cm, 82kg) ","   Fayetteville, NC","   Wesleyan Christian Academy","Tennessee"
9,"Brandon Childress","PG","Winston-Salem, NCWesleyan Christian Academy","6'0''",170,80,"Wake Forest","brandon-childress","https://www.sports-reference.com/cbb/players/brandon-childress-1.html","https://www.sports-reference.com/cbb/players/brandon-childress-1.html","Brandon Childress","        Guard  ","6-0, 190lb (183cm, 86kg) ","   Winston-salem, NC","   Wesleyan Christian Academy","Wake Forest"
10,"Quentin Jackson","PG","Raleigh, NCCarlisle School","6'3''",170,78,"Charlotte","quentin-jackson","https://www.sports-reference.com/cbb/players/quentin-jackson-1.html","https://www.sports-reference.com/cbb/players/quentin-jackson-1.html","Quentin Jackson","        Guard  ","6-2, 180lb (188cm, 81kg) ","   Cary, NC","   Carlisle School","Schools: Charlotte and Temple"
11,"Quate McKinzie","PF","Burgaw, NCHarrells Christian Academy","6'7''",195,77,"Buffalo","quate-mckinzie","https://www.sports-reference.com/cbb/players/quate-mckinzie-1.html","https://www.sports-reference.com/cbb/players/quate-mckinzie-1.html","Quate McKinzie","        Forward  ","6-8, 195lb (203cm, 88kg) ","   Burgaw, NC","   Harrels Christian Academy","Buffalo"
13,"Ty Graves","SG","Greensboro, NCHigh Point Christian Academy","6'0''",165,74,"Boston College","ty-graves","https://www.sports-reference.com/cbb/players/ty-graves-1.html","https://www.sports-reference.com/cbb/players/ty-graves-1.html","Ty Graves","        Guard  ","6-0, 165lb (183cm, 74kg) ","   Greensboro, NC","   Montverde Academy","Boston College"
14,"Ian Boyd","SG","Apex, NCApex High School","6'4''",185,72,"George Mason","ian-boyd","https://www.sports-reference.com/cbb/players/ian-boyd-1.html","https://www.sports-reference.com/cbb/players/ian-boyd-2.html","Ian Boyd","        Guard  ","6-4, 215lb (193cm, 97kg) ","   Apex, NC","   Apex High School","George Mason"
19,"Juan Munoz","PG","Raleigh, NCPanther Creek High School","5'10''",155,59,"Longwood","juan-munoz","https://www.sports-reference.com/cbb/players/juan-munoz-1.html","https://www.sports-reference.com/cbb/players/juan-munoz-1.html","Juan Munoz","        Forward  ","5-11, 165lb (180cm, 74kg) ","   Morrisville, NC","   Panther Creek HS","Longwood"
1,"Omari Spellman","PF","North Royalton, OHSt. Thomas More School","6'9''",275,93,"Villanova","omari-spellman","https://www.sports-reference.com/cbb/players/omari-spellman-1.html","https://www.sports-reference.com/cbb/players/omari-spellman-1.html","Omari Spellman","        Forward  ","6-9, 260lb (206cm, 117kg) ","   North Royalton, OH","   MacDuffie School","Villanova"
2,"Markell Johnson","PG","Cleveland, OHEast Tech High School","6'1''",175,80,"NC State","markell-johnson","https://www.sports-reference.com/cbb/players/markell-johnson-1.html","https://www.sports-reference.com/cbb/players/markell-johnson-1.html","Markell Johnson","        Guard  ","6-1, 175lb (185cm, 79kg) ","   Cleveland, OH","   East Technical High School","NC State"
3,"Nick Ward","C","Gahanna, OHLincoln High School","6'8''",230,87,"Michigan St","nick-ward","https://www.sports-reference.com/cbb/players/nick-ward-1.html","https://www.sports-reference.com/cbb/players/nick-ward-1.html","Nick Ward","        Forward  ","6-9, 245lb (206cm, 111kg) ","   Gahanna, OH","   Lincoln High School","Michigan State"
5,"Jarron Cumberland","SG","Wilmington, OHWilmington High School","6'4''",210,85,"Cincinnati","jarron-cumberland","https://www.sports-reference.com/cbb/players/jarron-cumberland-1.html","https://www.sports-reference.com/cbb/players/jarron-cumberland-1.html","Jarron Cumberland","        Guard  ","6-5, 205lb (196cm, 92kg) ","   Wilmington, OH","   Wilmington High School","Cincinnati"
7,"Matthew Moyer","PF","Columbus, OHSouth Kent School","6'8''",205,82,"Syracuse","matthew-moyer","https://www.sports-reference.com/cbb/players/matthew-moyer-1.html","https://www.sports-reference.com/cbb/players/matthew-moyer-1.html","Matthew Moyer","        Forward  ","6-8, 217lb (203cm, 98kg) ","   Gahanna, OH","   South Kent School","Schools: Syracuse and Vanderbilt"
8,"Seth Towns","SF","Columbus, OHNorthland High School","6'7''",190,82,"Harvard","seth-towns","https://www.sports-reference.com/cbb/players/seth-towns-1.html","https://www.sports-reference.com/cbb/players/seth-towns-1.html","Seth Towns","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Columbus, OH","   Northland High School","Harvard"
9,"Micah Potter","C","Mentor, OHMontverde Academy","6'9''",230,80,"Ohio State","micah-potter","https://www.sports-reference.com/cbb/players/micah-potter-1.html","https://www.sports-reference.com/cbb/players/micah-potter-1.html","Micah Potter","        Center  ","6-9, 240lb (206cm, 108kg) ","   Mentor, OH","   Mentor High School","Schools: Ohio State and Wisconsin"
10,"Jon Teske","C","Medina, OHMedina Senior High School","6'10''",220,80,"Michigan","jon-teske","https://www.sports-reference.com/cbb/players/jon-teske-1.html","https://www.sports-reference.com/cbb/players/jon-teske-1.html","Jon Teske","        Center  ","7-1, 260lb (216cm, 117kg) ","   Medina, OH","   Medina High School","Michigan"
11,"Trey Landers","SG","Huber Heights, OHWayne High School","6'5''",170,79,"Dayton","trey-landers","https://www.sports-reference.com/cbb/players/trey-landers-1.html","https://www.sports-reference.com/cbb/players/trey-landers-1.html","Trey Landers","        Guard  ","6-5, 221lb (196cm, 100kg) ","   Dayton, OH","   Wayne High School","Dayton"
12,"Andre Wesson","SF","Westerville, OHWesterville South High School","6'6''",190,79,"Ohio State","andre-wesson","https://www.sports-reference.com/cbb/players/andre-wesson-1.html","https://www.sports-reference.com/cbb/players/andre-wesson-1.html","Andre Wesson","        Forward  ","6-6, 220lb (198cm, 99kg) ","   Westerville, OH","   Westerville South HIgh School","Ohio State"
13,"Willie Jackson","SF","Garfield Heights, OHGarfield Heights High School","6'5''",195,76,"Missouri","willie-jackson","https://www.sports-reference.com/cbb/players/willie-jackson-1.html","https://www.sports-reference.com/cbb/players/willie-jackson-1.html","Willie Jackson","        Forward  ","6-6, 215lb (198cm, 97kg) ","   Cleveland, OH","   Garfield Heights High School","Schools: Missouri and Toledo"
14,"Ibi Watson","SG","Pickerington, OHPickerington Central High School","6'4''",185,75,"Michigan","ibi-watson","https://www.sports-reference.com/cbb/players/ibi-watson-1.html","https://www.sports-reference.com/cbb/players/ibi-watson-1.html","Ibi Watson","        Guard  ","6-5, 198lb (196cm, 89kg) ","   Pickerington, OH","   Pickerington High School Central","Schools: Michigan and Dayton"
15,"Frankie Hughes","SG","Garfield Heights, OHGarfield Heights High School","6'4''",170,74,"Missouri","frankie-hughes","https://www.sports-reference.com/cbb/players/frankie-hughes-1.html","https://www.sports-reference.com/cbb/players/frankie-hughes-1.html","Frankie Hughes","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Cleveland, OH","   Garfield Heights High School","Schools: Missouri and Duquesne"
